,wind_deg,wind_velocity,air_temperature,r_humidity,surface_tmp,weather,dewpoint,uv
20387,0.0,0.0,-4.6,99.9,-1.2,0,-4.61328666713912,0.0
22244,357.0,0.4,1.7,44.1,6.4,0,-9.243041563948657,0.0
13420,44.0,0.3,2.2,56.9,8.2,0,-5.473962331301157,0.0
20886,300.0,0.2,5.2,52.1,13.1,0,-3.8434939239260646,0.0
27050,321.0,0.8,7.8,29.4,17.2,0,-8.988511825799069,0.0
1180,17.0,0.2,-8.1,99.9,-5.0,4,-8.11289960620783,0.0
743,140.0,1.2,2.2,44.2,17.2,0,-8.757744713754814,0.0
15197,91.0,0.7,-6.3,99.9,-4.3,4,-6.3130979515531775,0.0
6116,53.0,0.6,-6.5,90.2,0.2,2,-7.840415453629162,0.0
18423,294.0,0.2,-2.3,99.9,0.5,0,-2.3135441365799325,0.0
14414,0.0,0.0,-5.5,99.9,-3.3,4,-5.513186590755566,0.0
17695,0.0,0.0,2.4,87.5,4.0,0,0.5352550268156291,0.0
8641,49.0,0.4,-1.5,57.3,-3.5,0,-8.858030104437097,0.0
27978,329.0,0.2,-4.8,97.3,0.5,0,-5.162349243499962,0.0
7160,0.0,0.0,-10.3,55.5,-7.2,0,-17.519257823789772,0.0
21313,95.0,0.4,2.9,66.1,5.9,4,-2.8136151422826305,0.0
4819,13.0,1.8,-10.1,28.4,9.9,0,-25.032984334684464,0.0
25531,45.0,1.4,10.3,26.0,28.1,0,-8.404551964091734,0.0
13884,22.0,0.3,0.7,76.6,3.8,4,-2.9440852369316106,0.0
26470,102.0,0.3,-3.0,59.8,2.6,0,-9.726552131289568,0.0
9616,55.0,2.1,6.0,43.0,11.0,0,-5.654907388841253,0.0
10284,29.0,0.2,-3.7,82.6,-1.6,0,-6.230912095136652,0.0
16962,92.0,0.5,-5.1,99.9,-2.5,4,-5.113231022444888,0.0
626,0.0,0.0,9.59,9.99,-1.0,4,-20.643249185919693,0.0
3361,123.0,0.4,0.7,47.1,8.7,0,-9.319008779896999,0.0
8521,319.0,1.1,-0.4,87.1,-0.5,0,-2.2846672480634247,0.0
12488,11.0,0.3,1.5,71.0,8.7,0,-3.192387724211864,0.0
24578,0.0,0.0,-6.1,99.9,-1.9,0,-6.1131200833317365,0.0
13309,2.0,0.7,9.3,38.4,21.2,0,-4.175864576843116,0.0
14700,70.0,1.0,7.6,38.2,21.9,4,-5.768436497581859,0.0
11640,0.0,0.0,-10.6,99.9,-6.6,0,-10.612626636873317,0.0
23265,292.0,0.7,-1.0,44.7,4.9,0,-11.539222184167645,0.0
11863,43.0,0.5,5.7,41.1,21.1,0,-6.519549295218579,0.0
7097,89.0,1.0,-8.1,45.2,-5.7,0,-17.911242042815534,0.0
16869,53.0,0.4,-4.1,99.9,-0.7,4,-4.113342428591737,0.0
22555,0.0,0.0,-6.0,99.9,-3.1,0,-6.0131311562265255,0.0
6726,0.0,0.0,-15.5,99.9,-10.6,4,-15.512100084335954,0.0
12588,0.0,0.6,6.8,47.8,20.4,4,-3.5182449000685034,0.0
3345,44.0,0.9,0.2,48.9,8.4,0,-9.301131516055502,0.0
3792,206.0,0.3,-4.5,98.7,-2.3,0,-4.673801024293346,0.0
20266,97.0,0.6,0.4,77.5,3.2,0,-3.078176302863321,0.0
281,0.5,0.02,9.7,9.37,1.0,0,-21.296408243709735,0.0
22105,347.0,1.5,8.1,46.6,25.7,0,-2.6672791079943208,0.0
11780,285.0,0.8,1.9,42.2,10.6,0,-9.622384022176426,0.0
18681,25.0,0.5,6.0,50.5,22.5,0,-3.519530378784701,0.0
13299,141.0,0.7,8.5,36.5,21.2,0,-5.563236549115043,0.0
15141,54.0,0.3,-6.6,99.9,-4.3,4,-6.613064788912897,0.0
23826,0.0,0.0,-9.1,99.9,-4.2,0,-9.11279006819773,0.0
20284,38.0,0.3,-0.4,79.8,2.5,0,-3.4640520278889184,0.0
2258,80.0,1.5,-1.0,23.4,9.4,0,-19.36821829214829,0.0
148,0.0,0.0,9.87,6.11,6.5,0,-25.976250066697997,0.0
9455,324.0,0.3,-0.4,99.9,0.0,4,-0.4137586921876565,0.0
22100,352.0,1.4,7.5,50.2,25.6,0,-2.213046801358568,0.0
13693,8.0,0.2,-5.0,99.9,-2.3,4,-5.013242142043061,0.0
28080,0.0,0.0,-6.5,99.9,-1.7,4,-6.5130758384559835,0.0
19722,0.0,0.0,-0.7,86.0,2.7,0,-2.75157093825656,0.0
1511,343.0,0.5,4.0,57.3,14.9,0,-3.691492880300404,0.0
15635,258.0,0.6,5.5,59.6,6.3,0,-1.7496332678941589,0.0
27777,78.0,0.5,5.7,37.7,10.6,0,-7.642577513133695,0.0
13627,308.0,0.1,-5.0,99.9,-1.7,4,-5.013242142043061,0.0
11133,91.0,0.7,3.5,31.2,19.2,4,-11.998027809488653,0.0
20912,0.0,0.0,3.3,61.3,10.8,0,-3.447198841689449,0.0
7109,53.0,0.5,-8.6,48.2,-5.9,0,-17.61009598496804,0.0
8068,4.0,0.3,-11.6,99.9,-7.5,0,-11.612518266451346,0.0
8874,270.0,0.5,-8.3,91.8,-6.5,0,-9.396154002555843,0.0
10009,0.0,0.0,-5.3,81.4,-2.5,0,-7.986402649770103,0.0
27303,84.0,0.5,-5.8,97.0,-0.3,0,-6.199786810955426,0.0
12628,35.0,0.6,6.5,49.0,17.0,0,-3.4620171412685505,0.0
25979,60.0,0.2,-7.1,99.2,-2.9,0,-7.204402729508753,0.0
12594,213.0,0.7,6.3,49.1,18.8,0,-3.619082060393073,0.0
2247,117.0,1.7,-0.8,21.6,13.5,0,-20.13041496981961,0.0
4485,347.0,1.6,-7.8,59.2,-3.9,0,-14.387158147213139,0.0
4607,95.0,1.9,-13.4,54.3,-8.6,0,-20.683948738328773,0.0
3231,0.0,0.0,-4.1,68.9,-0.4,0,-8.966875281652113,0.0
2157,55.0,1.5,-0.8,28.6,14.4,0,-16.823685866337712,0.0
5822,0.0,0.0,-12.9,80.5,-7.5,0,-15.552843470450135,0.0
19290,22.0,1.0,5.5,46.4,16.2,0,-5.107133087420396,0.0
8248,267.0,1.4,-2.5,63.8,3.6,0,-8.424602219220406,0.0
3904,80.0,0.4,-5.1,98.6,-3.3,0,-5.286314307671729,0.0
19790,0.0,0.0,-0.4,88.8,2.9,0,-2.02266040820366,0.0
1623,273.0,0.3,1.4,73.6,5.5,0,-2.8047031483623304,0.0
238,3.5,0.02,9.77,8.38,2.0,0,-22.51841168335447,0.0
14361,87.0,0.5,-4.6,99.9,-2.5,4,-4.61328666713912,0.0
16945,25.0,0.2,-5.1,99.9,-2.4,4,-5.113231022444888,0.0
15509,0.0,0.0,3.3,57.8,9.1,0,-4.232969985223163,0.0
10065,21.0,0.1,-7.1,93.8,-3.9,0,-7.929389123749522,0.0
11587,1.0,0.4,-10.1,99.9,-5.8,0,-10.112680997222636,0.0
5372,80.0,1.3,-14.2,52.7,-7.0,0,-21.776694563729052,0.0
10800,0.0,0.0,-5.8,93.6,-2.8,0,-6.666396281437754,0.0
23617,280.0,0.3,-5.3,77.9,1.0,0,-8.552262054092555,0.0
2515,36.0,0.3,-9.4,88.2,-5.7,0,-10.990239601127335,0.0
19079,42.0,0.2,-3.2,88.7,0.1,0,-4.800500877284995,0.0
27242,0.0,0.0,-4.1,86.6,1.7,0,-6.003447421317513,0.0
3889,225.0,0.6,-4.0,96.0,-2.7,0,-4.543639419687252,0.0
5001,57.0,1.2,-14.9,48.9,-8.4,0,-23.278780121507047,0.0
27179,0.0,0.0,-2.3,71.8,4.4,0,-6.702986866608567,0.0
20591,0.0,0.0,-3.2,99.9,-0.3,4,-3.2134430934374394,0.0
27590,4.0,1.1,7.3,33.2,22.7,0,-7.863847165904063,0.0
16684,0.0,0.0,5.2,71.5,11.4,0,0.4631505393565726,0.0
18132,26.0,0.4,5.8,65.3,9.2,0,-0.2153406441868932,0.0
5918,0.0,0.3,-11.1,72.3,-6.5,0,-15.105619493291547,0.0
24951,309.0,1.0,5.0,53.2,10.8,0,-3.7500610582298304,0.0
24792,23.0,0.8,8.3,36.5,27.4,0,-5.741512915128283,0.0
24299,0.0,0.0,1.2,66.5,7.7,0,-4.355567321985974,0.0
4602,106.0,1.2,-13.4,55.1,-8.5,0,-20.51489526155813,0.0
23208,0.0,0.0,-9.4,99.9,-5.3,0,-9.412757297866511,0.0
5778,0.0,0.2,-13.1,79.5,-7.4,0,-15.899018536620273,0.0
21451,0.0,0.0,7.1,48.3,11.8,0,-3.10266132614843,0.0
5177,11.0,0.2,-18.2,76.6,-12.0,0,-21.304627232023925,0.0
7872,287.0,0.3,-8.3,93.0,-4.8,0,-9.230423411308037,0.0
18089,63.0,0.3,6.6,62.1,11.9,0,-0.14802570734222706,0.0
7516,304.0,1.1,-5.6,45.1,3.0,0,-15.643393357404726,0.0
15179,24.0,0.2,-6.6,99.9,-4.5,4,-6.613064788912897,0.0
24246,41.0,0.2,3.7,46.5,10.3,0,-6.729248661831213,0.0
13329,12.0,0.5,8.6,37.1,18.6,0,-5.258954924141573,0.0
21782,339.0,1.3,4.2,63.2,5.7,4,-2.1829580660922026,0.0
21803,327.0,0.9,4.2,63.5,5.5,4,-2.1187674278649284,0.0
16535,340.0,0.3,0.9,99.9,10.3,4,0.8860935351800333,0.0
25550,105.0,2.5,9.1,20.1,26.8,0,-12.669885572415133,0.0
23737,0.0,0.0,-7.9,97.9,-2.8,0,-8.173801532535478,0.0
25101,0.0,0.0,-1.5,89.5,3.3,0,-3.002399418905104,0.0
8923,24.0,0.5,-0.2,54.2,1.5,0,-8.353993917408356,0.0
18234,12.0,0.1,3.0,81.9,6.4,0,0.2085566877024525,0.0
15359,255.0,1.7,10.3,35.4,23.4,0,-4.367347772815382,0.0
8760,0.0,0.0,-3.8,67.7,-5.3,0,-8.904189104665619,0.0
8422,328.0,0.7,2.4,62.3,5.9,0,-4.083031510461706,0.0
22886,52.0,0.8,-2.3,36.5,1.1,0,-15.212881524067313,0.0
24714,359.0,1.2,5.0,54.7,16.8,0,-3.3775701215630938,0.0
27422,51.0,0.2,-7.1,99.9,-2.7,0,-7.113009611252607,0.0
23582,337.0,0.2,-3.2,56.9,2.8,0,-10.544898545555434,0.0
21240,0.0,0.0,1.4,77.2,4.5,0,-2.1591753588770626,0.0
20901,33.0,0.1,4.2,51.0,11.8,0,-5.054776938867588,0.0
23436,15.0,0.6,4.5,16.8,23.9,0,-18.64567466452177,0.0
4301,141.0,0.7,-0.8,65.8,2.3,4,-6.404502507382169,0.0
1720,283.0,1.2,1.9,72.1,2.6,0,-2.6001586846315132,0.0
9828,64.0,0.6,1.2,32.7,6.3,0,-13.442431944612734,0.0
18669,348.0,0.5,8.1,43.3,26.3,0,-3.654525218206847,0.0
10175,55.0,0.4,-7.3,92.4,-5.3,0,-8.321676935083643,0.0
14994,0.0,0.0,-5.3,94.8,-2.2,0,-6.002962435510924,0.0
3458,359.0,0.2,1.5,56.2,6.7,0,-6.293094346456512,0.0
6231,45.0,0.4,-5.0,94.4,0.8,0,-5.760357956871643,0.0
17122,276.0,0.6,-4.3,99.9,-2.0,4,-4.313320109999687,0.0
1808,305.0,1.3,0.9,94.8,1.8,2,0.15996416742669678,0.0
5074,77.0,0.6,-16.4,59.3,-10.5,0,-22.501574480966585,0.0
5234,8.0,0.4,-19.3,89.8,-12.7,0,-20.55109235201496,0.0
12495,281.0,0.7,2.0,68.3,10.0,0,-3.2333520861439413,0.0
8454,315.0,2.4,1.7,82.5,4.0,2,-0.9623194709719788,0.0
12274,89.0,0.5,-8.1,99.9,-4.8,4,-8.11289960620783,0.0
22786,76.0,2.3,4.0,14.6,24.2,0,-20.68960077325884,0.0
5078,57.0,0.5,-16.4,60.9,-10.6,0,-22.19865721597713,0.0
15876,46.0,1.0,5.5,85.3,12.1,0,3.2267781447787107,0.0
2120,114.0,2.6,-1.5,25.9,9.7,0,-18.607215147416348,0.0
13778,47.0,0.2,-5.8,99.9,-3.3,4,-5.813153316027124,0.0
12435,33.0,0.3,-3.5,99.5,-0.5,4,-3.567166975602192,0.0
6668,0.0,0.0,-14.7,99.9,-9.9,4,-14.712185286157336,0.0
16303,69.0,0.5,-2.8,99.9,-1.1,4,-2.8134879547974765,0.0
4615,109.0,2.0,-13.7,53.4,-8.9,0,-21.157624057077815,0.0
22773,84.0,3.5,3.8,16.5,23.1,0,-19.431743671532274,0.0
9542,9.0,0.4,0.2,99.9,-1.1,4,0.18617320313567934,0.0
24092,267.0,2.1,8.0,34.1,26.9,0,-6.8982585522672535,0.0
6621,0.0,0.0,-14.0,99.9,-9.3,4,-14.012260082945385,0.0
5028,67.0,0.9,-15.4,53.2,-9.4,0,-22.79181244911127,0.0
11962,85.0,0.5,3.2,40.3,9.0,0,-9.032857259383745,0.0
10709,0.0,0.0,-6.5,90.8,-2.8,0,-7.754710814519233,0.0
13975,160.0,0.8,6.3,49.7,14.0,0,-3.4563352718486464,0.0
19402,288.0,1.0,7.0,42.5,19.7,0,-4.901498565466613,0.0
3161,54.0,0.2,-6.1,86.6,-2.9,0,-7.971851227135855,0.0
5928,62.0,0.6,-10.7,69.9,-6.4,0,-15.12968783359117,0.0
27076,314.0,1.1,5.0,39.9,13.0,0,-7.537098362689295,0.0
19283,37.0,1.1,5.5,46.7,15.6,0,-5.021875528982668,0.0
26929,28.0,0.7,6.8,24.3,28.8,0,-12.254433647942252,0.0
2338,0.0,0.0,-5.3,39.6,0.3,0,-16.932200447924455,0.0
8626,67.0,0.6,-2.2,59.1,-3.4,0,-9.121418049988714,0.0
26534,19.0,0.1,-4.5,70.7,0.2,0,-9.021306126350538,0.0
10518,27.0,0.3,1.7,30.8,9.2,0,-13.738228617447914,0.0
28483,60.0,0.4,4.8,74.0,10.9,0,0.5536898399759271,0.0
695,30.3,0.05,10.19,7.37,11.1,0,-23.65249255793286,0.0
25879,0.0,0.1,-5.0,91.4,-0.7,0,-6.184346372421203,0.0
17947,125.0,1.6,9.0,50.2,18.8,0,-0.8273833882111646,0.0
18295,40.0,0.2,2.4,83.2,4.8,0,-0.1611129598003233,0.0
22095,300.0,1.4,7.3,50.9,25.3,0,-2.2103823765150588,0.0
10928,9.0,0.3,-5.3,91.6,-2.3,0,-6.452795098875871,0.0
11359,316.0,0.3,-5.0,65.9,-0.5,0,-10.394878438901877,0.0
3491,65.0,0.3,0.2,63.8,4.4,0,-5.856634896382786,0.0
824,80.0,1.2,2.4,43.1,12.0,0,-8.898408903685455,0.0
12398,1.0,0.2,-8.4,99.9,-5.1,4,-8.412866695766148,0.0
7566,311.0,0.9,-2.3,32.4,11.2,0,-16.64854550085564,0.0
14127,0.0,0.0,1.7,64.6,6.8,0,-4.264754446044544,0.0
21219,0.0,0.0,1.4,75.3,4.5,0,-2.496458155802606,0.0
24854,22.0,0.5,9.5,31.4,25.5,0,-6.653100970531616,0.0
11927,340.0,0.9,4.8,38.2,13.8,0,-8.279299131721684,0.0
6614,19.0,0.4,-13.6,99.9,-9.2,4,-13.612302926715193,0.0
15568,216.0,0.5,6.2,50.9,7.3,0,-3.2285877745911518,0.0
12339,0.0,0.0,-9.1,99.9,-5.5,4,-9.11279006819773,0.0
15310,87.0,1.6,5.7,42.0,13.8,0,-6.236140770892982,0.0
22998,191.0,0.5,-5.1,56.6,-2.2,0,-12.396490082691324,0.0
21260,60.0,0.4,1.7,71.9,4.7,4,-2.830328754855149,0.0
23055,43.0,0.2,-7.9,78.2,-3.5,0,-11.033694457434766,0.0
26194,8.0,0.8,5.5,32.0,25.6,0,-9.921429645727162,0.0
17308,49.0,0.8,5.8,69.0,16.0,4,0.5461596844371407,0.0
1941,256.0,1.2,1.0,69.3,-1.0,0,-3.997333842352264,0.0
19713,347.0,0.1,-0.7,87.6,2.9,0,-2.5026907911149703,0.0
5701,17.0,0.2,-12.7,78.0,-6.1,0,-15.738833657039525,0.0
24539,0.0,0.0,-4.6,93.1,-1.2,0,-5.545756467556207,0.0
20490,18.0,0.4,-4.6,99.9,-1.8,4,-4.61328666713912,0.0
5443,300.0,0.9,-10.7,47.1,5.7,0,-19.821542825490788,0.0
19111,54.0,0.2,-2.7,85.8,0.1,0,-4.748886835968007,0.0
9505,0.0,0.0,-0.2,99.9,-1.2,4,-0.2137813750652617,0.0
14356,0.0,0.0,-5.0,99.9,-2.4,4,-5.013242142043061,0.0
732,77.0,0.7,2.9,46.2,16.1,0,-7.547049114190451,0.0
21066,41.0,0.2,1.0,71.3,5.2,4,-3.6169613112263943,0.0
21612,0.0,0.0,4.2,68.8,7.9,4,-1.0269412128681206,0.0
8196,326.0,0.2,-5.5,77.0,-2.8,0,-8.895746807978336,0.0
20259,54.0,0.4,0.0,80.5,3.6,0,-2.9565591835040754,0.0
164,15.5,0.04,9.87,6.78,5.2,0,-24.824897878332376,0.0
17081,0.0,0.0,-6.3,99.9,-3.6,4,-6.3130979515531775,0.0
10000,316.0,0.3,-5.0,78.8,-2.6,0,-8.112412711596138,0.0
24828,97.0,2.6,9.5,29.6,27.4,0,-7.421169476626762,0.0
2122,134.0,2.1,-1.7,24.9,10.1,0,-19.241559258944356,0.0
26696,286.0,0.2,-7.8,95.4,-3.3,0,-8.407173192251518,0.0
25694,314.0,0.4,1.4,46.4,6.8,0,-8.867396503035172,0.0
1694,274.0,1.1,2.0,69.9,3.0,0,-2.9218862496462017,0.0
3835,14.0,0.4,-6.1,99.9,-3.6,0,-6.1131200833317365,0.0
25203,0.0,0.2,-2.8,99.9,1.7,0,-2.8134879547974765,0.0
16257,57.0,0.3,-4.0,99.9,-2.0,4,-4.013353594893261,0.0
28401,340.0,0.5,10.9,47.1,22.1,0,0.04384594522713866,0.0
804,32.0,0.7,3.0,46.9,15.6,0,-7.2602403320258295,0.0
1762,272.0,0.7,1.2,75.7,1.3,0,-2.6186230233693792,0.0
8372,279.0,2.8,2.5,58.7,10.8,0,-4.780166241725339,0.0
5242,6.0,0.3,-19.3,92.4,-12.6,0,-20.220546768413985,0.0
596,35.8,0.02,9.24,9.99,-4.4,4,-20.91455832384009,0.0
21490,9.0,0.2,7.5,45.4,12.3,0,-3.5669981162650704,0.0
17226,117.0,0.9,1.4,99.9,9.1,4,1.3860364893879027,0.0
27343,0.0,0.0,-6.1,99.9,-1.1,0,-6.1131200833317365,0.0
18094,28.0,0.3,6.5,63.3,11.5,0,0.021147837664279072,0.0
8276,282.0,2.4,0.2,64.0,8.9,0,-5.815497238180388,0.0
8141,0.0,0.2,-13.1,99.9,-8.7,0,-13.112356586510653,0.0
18561,352.0,0.6,2.5,75.1,8.8,0,-1.467572937657542,0.0
7791,248.0,0.5,-4.0,65.3,-2.6,0,-9.55630188027685,0.0
23423,327.0,0.7,4.8,24.0,25.3,0,-14.114315069238364,0.0
1048,0.0,0.0,-7.4,99.9,-3.8,0,-7.412976560700552,0.0
3299,54.0,0.6,-1.3,57.9,4.4,0,-8.536292742372682,0.0
11951,330.0,0.9,4.0,38.4,10.4,0,-8.930401127687707,0.0
18019,28.0,0.7,9.0,54.3,17.0,0,0.25332148916924424,0.0
26636,35.0,0.2,-7.3,92.7,-2.5,0,-8.27995295107188,0.0
9405,118.0,0.7,3.0,99.9,1.4,4,2.9858531582402486,0.0
11015,357.0,0.2,-2.3,69.3,0.8,0,-7.164485807010437,0.0
21165,88.0,0.7,1.2,77.1,4.6,0,-2.3709364797345542,0.0
10498,17.0,0.6,2.5,31.4,12.3,0,-12.797415834818064,0.0
7617,115.0,0.6,-1.0,38.1,14.4,0,-13.522162490275168,0.0
22465,59.0,0.2,-5.5,99.9,-1.7,0,-5.513186590755566,0.0
7696,136.0,1.1,-1.7,39.8,5.8,0,-13.616235625128775,0.0
7329,0.0,0.0,-14.7,85.0,-10.4,0,-16.662448624902687,0.0
20214,346.0,0.3,1.7,69.1,6.4,0,-3.3645277320082085,0.0
20188,335.0,0.5,3.7,58.4,9.2,0,-3.7189832292639218,0.0
28158,110.0,0.3,-0.7,86.7,1.4,0,-2.642184387330867,0.0
23219,0.0,0.1,-6.8,88.8,-4.9,0,-8.338487712070428,0.0
22013,169.0,0.9,4.7,81.9,10.3,0,1.8700830924235123,0.0
7332,0.0,0.0,-15.0,87.7,-10.5,0,-16.58332089827604,0.0
16765,0.0,0.0,-1.8,99.9,3.2,4,-1.813600435120584,0.0
19294,17.0,0.9,5.8,48.0,17.3,0,-4.381988324060632,0.0
21286,0.0,0.0,2.2,70.7,5.0,4,-2.576229118301352,0.0
14496,0.0,0.0,-2.0,99.9,-0.6,4,-2.013577901693343,0.0
9751,60.0,2.2,5.7,29.2,18.1,0,-10.903881672803118,0.0
15900,14.0,0.2,6.0,85.1,12.3,0,3.6842843466179014,0.0
1492,335.0,0.9,4.0,58.5,14.9,0,-3.413811511479382,0.0
21413,75.0,0.5,6.3,50.6,11.3,0,-3.215457178461875,0.0
28111,20.0,0.1,-6.6,99.9,-2.3,4,-6.613064788912897,0.0
28337,115.0,0.9,12.6,21.3,32.1,0,-9.011952895860704,0.0
19281,105.0,1.2,5.3,46.6,15.1,0,-5.233632814316369,0.0
17151,0.0,0.2,-3.7,99.9,-0.1,4,-3.713387121819837,0.0
21481,71.0,0.8,7.6,45.8,12.4,0,-3.357979104810749,0.0
14629,349.0,0.3,1.7,94.2,11.0,4,0.8668471981042909,0.0
10292,22.0,0.4,-2.5,73.8,0.0,0,-6.537311307757496,0.0
14638,348.0,0.4,2.9,83.8,13.5,4,0.4279558138242249,0.0
4198,103.0,0.7,2.0,72.6,8.1,0,-2.410360667664196,0.0
4749,75.0,1.2,-12.1,28.1,4.5,0,-26.90178107454573,0.0
15947,65.0,0.4,6.3,79.3,11.5,0,2.976687113864482,0.0
24254,202.0,0.5,2.9,50.4,9.7,0,-6.414431405613749,0.0
11675,319.0,0.2,-10.3,99.9,-6.6,0,-10.312659239071847,0.0
12974,0.0,0.0,-6.8,99.9,-3.7,4,-6.813042703837756,0.0
10677,0.0,0.0,-5.3,82.8,-1.9,0,-7.76610752545895,0.0
2589,0.0,0.0,-12.1,99.9,-8.1,0,-12.11246425637877,0.0
8053,0.0,0.0,-12.2,99.9,-7.9,0,-12.212453468375333,0.0
8499,256.0,0.7,-1.2,99.9,0.9,0,-1.2136681474901254,0.0
16642,8.0,0.8,6.2,69.4,15.4,0,1.0098343028622578,0.0
14803,299.0,0.8,2.9,52.5,7.2,0,-5.879293996441633,0.0
13533,45.0,0.2,-3.0,89.1,1.2,0,-4.543392012980259,0.0
27514,69.0,0.8,0.2,67.9,3.5,0,-5.0353308500788465,0.0
24217,34.0,0.5,5.2,43.0,12.6,0,-6.381912733960436,0.0
23291,347.0,1.3,0.5,39.8,11.4,0,-11.628948968880572,0.0
10482,359.0,0.4,2.4,33.8,14.3,0,-11.970336784260747,0.0
10218,0.0,0.0,-8.3,99.9,-5.6,0,-8.312877661243027,0.0
24886,49.0,0.7,9.0,32.7,19.8,0,-6.562509054839889,0.0
24174,97.0,0.9,7.3,34.2,18.9,0,-7.479816663183168,0.0
1207,0.0,0.0,-9.1,99.9,-5.7,4,-9.11279006819773,0.0
5106,19.0,0.7,-17.0,66.8,-10.8,0,-21.715279005965506,0.0
24482,0.0,0.0,-4.0,87.0,0.1,0,-5.844484771531524,0.0
7333,359.0,0.2,-15.0,88.5,-10.6,0,-16.47448400594119,0.0
24121,322.0,1.4,9.3,31.9,27.2,0,-6.622261989600469,0.0
23241,316.0,0.3,-3.0,60.8,-0.2,0,-9.515477540314805,0.0
22179,147.0,1.5,6.0,33.1,14.0,0,-9.050123251222095,0.0
26847,252.0,0.9,3.0,35.1,14.2,0,-10.964734988563974,0.0
3680,0.0,0.0,-4.8,97.2,-2.2,0,-5.175940461439402,0.0
13511,0.0,0.0,-1.8,82.0,2.4,4,-4.467994751514794,0.0
19251,62.0,0.9,3.3,53.2,8.6,0,-5.332655157778149,0.0
