,wind_velocity_1h
22598,0.2
19323,0.9
6494,0.2
24514,0.2
17376,0.4
25723,0.0
25718,0.3
6831,0.8
27304,0.0
15529,0.7
11880,1.4
21051,0.2
27463,0.0
4155,0.5
6283,0.4
3148,0.7
6587,0.2
25581,0.7
8719,0.6
16547,1.6
9618,2.0
20027,2.3
16057,0.4
18978,0.2
16551,0.4
4713,1.8
20547,0.0
8977,1.4
18176,0.0
25144,0.3
7475,0.9
8131,0.0
12159,0.3
14344,0.0
27208,0.0
7250,0.2
5641,0.3
26344,0.2
9092,0.6
63,0.15
11222,1.3
26073,1.3
24623,0.8
6570,0.2
15592,0.9
1044,0.4
24310,0.7
12418,0.3
12504,0.4
16166,0.0
973,0.0
12042,0.6
19971,1.2
20815,0.2
25028,0.4
27186,0.0
26106,0.9
21177,0.3
12829,0.4
9909,0.9
13162,0.6
21526,0.1
782,0.4
14315,0.2
11816,1.0
6793,1.0
25764,0.2
13553,0.0
4771,1.7
17463,0.3
10986,0.5
24130,0.9
19873,0.0
1482,1.0
15991,0.7
16842,0.3
4673,1.7
26976,1.2
4041,0.8
14391,0.0
5117,0.4
22476,0.0
26192,1.4
5265,0.5
23489,0.3
14571,0.4
12328,0.0
28339,0.9
1568,0.0
28257,1.6
11916,1.0
23711,0.1
6174,0.5
28186,0.5
7492,0.9
19086,0.1
16319,0.4
24893,0.9
14463,0.3
10385,1.0
174,0.02
2674,0.6
16698,0.0
7381,0.5
17529,0.0
9486,0.6
19706,0.0
7148,0.5
13444,0.0
11302,0.5
6880,2.9
19599,0.3
21965,1.4
15750,0.3
21942,0.9
15328,0.8
9757,1.5
2041,1.7
14833,0.2
8175,0.0
10360,0.8
8596,0.6
9575,1.1
17473,0.0
18375,0.2
24072,1.0
10877,0.5
12591,0.3
22057,1.6
14254,0.0
14253,0.2
8805,0.1
9074,1.8
21274,0.3
18846,0.6
1783,1.5
24558,0.0
26308,1.7
14382,0.0
26144,1.1
24076,0.8
14497,0.4
18139,0.0
16269,0.2
12975,0.0
1648,0.2
18318,0.3
20744,0.8
24909,0.7
19141,0.0
1924,1.3
11950,0.4
1675,1.6
20401,0.0
10305,1.0
23023,0.3
27750,0.8
2189,1.1
8151,0.3
21542,0.0
22644,2.2
15700,0.2
26684,0.3
26776,0.8
22256,0.9
11059,1.0
6755,1.5
4098,1.5
9382,0.8
14625,1.1
28171,0.6
27137,0.0
22835,1.9
13956,0.5
20003,0.8
11930,0.6
19750,0.0
24704,0.5
6669,0.0
13944,0.5
14016,0.4
15025,0.2
9858,0.7
9018,2.2
24070,0.8
17557,0.0
3726,0.5
7367,0.2
1161,0.0
16491,0.7
15224,0.5
9498,0.5
23602,0.3
21587,0.2
27429,0.3
471,0.04
11214,1.1
17290,0.9
12430,0.5
23325,0.8
28066,0.0
12658,0.0
9786,1.1
8614,1.1
7068,1.0
15249,0.9
23541,0.5
7932,0.2
14455,0.0
12198,0.4
25944,0.4
1378,0.5
4530,2.7
18365,0.4
18470,0.6
23488,0.4
20721,0.8
27537,0.8
25051,0.2
6114,0.2
3321,0.5
24191,0.3
13650,0.3
2371,0.7
2332,0.9
26469,0.2
25509,1.2
20680,0.3
9103,0.7
24771,1.5
6507,0.0
14412,0.8
24510,0.2
7649,1.0
11716,0.3
16026,0.1
16675,0.0
28491,0.0
26554,0.0
20874,0.0
23281,0.6
3004,0.3
26897,1.7
3354,0.2
12404,0.2
22664,1.7
28431,0.5
16219,0.3
12458,0.3
26434,0.5
24952,0.7
67,0.04
7391,0.3
5431,0.9
1700,1.3
142,0.04
24646,0.6
587,0.06
2697,0.5
11164,0.5
25825,0.2
4501,0.9
2508,0.2
18795,0.3
24574,0.2
23185,0.7
10994,0.5
21116,0.0
23613,0.0
13802,0.4
21753,0.4
6003,0.5
14180,0.2
11315,0.0
24271,0.2
3897,0.0
1269,0.2
20756,0.7
27629,0.9
7439,0.2
27468,0.1
15491,0.0
14880,0.3
19657,0.0
17972,0.9
12556,1.0
24236,0.0
18784,0.5
14883,0.3
8025,0.0
17703,0.1
4977,1.9
3645,0.2
13628,0.0
3160,0.7
8633,0.6
28086,0.0
2786,1.0
24628,0.5
11023,0.3
26175,1.6
7594,1.8
18352,0.0
6432,0.2
1962,1.7
15130,0.6
24312,0.4
15772,0.2
2591,0.2
7545,1.4
4102,2.0
11731,0.8
16103,0.0
20328,0.2
8623,0.5
23097,0.0
3603,0.0
25380,0.9
23359,0.9
12251,0.0
11495,0.2
15819,0.4
12285,0.1
21453,1.3
8453,1.1
14582,0.4
16475,0.8
8087,0.0
741,1.0
25602,1.3
7597,0.6
4975,1.9
27704,0.9
18134,0.0
2266,1.0
11424,0.0
845,0.2
26631,0.3
23378,1.5
2615,0.2
15182,0.4
27140,0.2
12690,0.0
13926,0.3
6409,0.0
107,0.03
5878,0.0
2148,2.3
23599,0.1
9266,0.2
151,0.01
10806,0.0
20704,1.6
5629,0.2
4639,2.0
454,0.02
17341,0.7
16280,0.3
19686,0.0
8370,1.0
26822,0.4
4785,1.5
2801,0.7
21049,0.5
20837,0.2
20822,1.1
25171,0.2
27774,0.2
11078,2.0
16120,0.0
9897,0.4
15793,0.5
10390,0.5
20994,0.3
12951,0.2
22141,0.8
16881,0.3
24833,0.3
5005,1.8
19754,0.0
21523,0.0
10091,0.0
18160,0.4
21770,0.8
22571,0.2
17745,0.0
9835,1.8
4178,0.8
3712,0.2
17366,0.0
7512,1.1
27338,0.0
14950,0.3
9808,1.3
14898,0.2
22060,1.2
16514,0.5
24169,0.4
1305,0.6
18760,0.9
17815,0.7
18547,0.7
7531,1.2
18403,0.0
1253,0.0
6477,0.2
6753,0.6
9707,1.2
2876,1.0
18719,0.8
21067,0.2
5006,1.2
14830,0.0
11960,0.4
16405,0.2
23962,0.7
1440,1.6
102,0.03
26203,0.8
16822,0.0
19032,0.3
18317,0.2
14704,0.6
8321,1.4
16114,0.9
6390,0.3
6582,0.4
9803,1.1
13815,0.1
1173,0.0
12167,0.3
27569,0.5
23723,0.0
15906,0.4
27280,0.0
25816,0.0
9759,0.8
3509,0.3
10169,0.0
17520,0.3
22675,2.7
7299,0.3
23144,0.0
6161,0.6
13918,0.4
11182,1.2
256,0.0
22122,0.9
10901,0.2
2633,0.3
13260,0.7
12174,0.2
19638,0.4
16358,0.3
18101,0.3
17247,0.4
4007,1.1
18886,0.2
23747,0.0
20962,0.3
21906,0.5
11049,1.2
2156,1.7
16912,0.3
3652,0.0
26163,1.1
10314,0.4
2644,0.4
17739,0.0
23605,0.0
16887,0.2
16444,0.3
2617,0.2
18001,1.6
17108,0.2
14053,0.2
24691,1.0
16400,0.1
19272,1.0
27284,0.4
19096,0.3
4967,1.0
2468,0.0
3498,0.3
14644,1.0
25113,0.2
26911,0.9
25812,0.3
15273,1.5
20700,0.6
5844,0.2
21232,0.9
18272,0.5
5593,0.2
13986,0.3
10067,0.2
16651,0.2
19147,0.2
10485,0.3
22063,1.4
12371,0.0
12830,0.5
17707,0.3
9580,1.3
22119,0.9
5571,0.3
24496,0.3
27238,0.0
23211,0.3
6745,1.3
4637,2.4
20862,0.0
14515,0.5
16493,0.9
26191,0.9
24247,0.0
22652,1.7
4255,0.3
4478,1.2
19505,0.0
405,0.03
18059,0.3
16537,0.4
24910,1.0
8225,1.5
27841,0.1
8251,2.1
13575,0.0
2272,0.4
16970,0.3
19664,0.0
11396,0.0
952,0.2
4854,1.8
25579,1.0
4944,0.8
13689,0.2
1290,0.2
748,1.0
17142,0.2
9597,2.6
19404,0.7
6016,0.5
589,0.04
8941,0.7
27018,0.6
6847,2.3
2603,0.0
23125,0.4
27274,0.3
27787,0.5
1887,0.3
15902,0.6
12325,0.3
1064,0.4
25034,0.0
6714,0.2
21206,0.1
26970,0.5
4257,0.4
8136,0.1
25140,0.0
18236,0.3
1001,0.2
5876,0.2
3813,1.6
18171,0.0
26087,0.9
19852,0.0
16899,0.0
27805,0.0
28265,1.6
13532,0.0
6501,0.1
1790,1.6
21488,0.0
10825,0.3
28007,0.2
18040,0.4
951,0.0
19377,0.4
26200,1.0
25621,0.9
6393,0.0
26392,0.4
20429,0.0
28363,1.1
2466,0.4
5815,0.4
13410,0.0
1619,0.0
3646,0.2
5519,0.7
19216,1.2
14075,0.0
22262,1.1
3751,0.7
21713,0.4
5408,0.5
20382,0.2
3314,1.6
22678,1.4
27687,0.5
21500,0.0
26829,0.5
788,0.5
16378,0.7
27781,0.3
12904,0.1
20300,0.0
11386,0.3
5153,0.2
15309,0.9
10296,0.6
7987,0.2
24658,0.6
23100,0.2
11330,0.2
3580,0.3
13543,0.6
23393,0.7
2199,1.9
18048,0.6
19277,1.2
28035,0.0
5906,0.4
13517,0.2
7639,1.6
22569,0.6
20413,0.4
28161,0.2
5619,0.3
21136,0.4
926,0.3
9987,0.2
6049,0.8
21508,0.0
19504,0.3
18284,0.3
195,0.0
18536,0.6
6502,0.0
19068,0.4
1256,0.2
28286,1.6
3895,0.0
3131,0.2
19952,0.5
15974,0.4
1659,1.5
16961,0.2
5985,0.8
3589,0.3
8440,1.3
26072,1.3
18436,0.0
15279,1.3
16323,0.2
19702,0.4
16914,0.1
11865,0.5
6132,0.5
9818,1.2
1187,0.2
21847,0.4
4806,3.7
20873,0.0
18425,0.0
250,0.02
22935,0.8
12476,0.6
25541,1.6
14730,0.5
17353,0.3
23564,0.0
23550,0.4
26832,0.5
26811,0.9
9447,0.0
4567,1.1
5222,0.2
27625,2.0
18744,0.2
627,0.06
17898,2.0
2439,0.2
19420,0.4
10110,0.5
3649,0.0
2067,2.2
2115,1.2
4687,2.2
1806,0.8
26712,0.0
16777,0.0
13787,0.4
17439,0.1
23861,0.0
28319,1.1
20634,0.8
15054,0.0
11513,0.1
12899,0.2
14997,0.2
13346,0.4
16982,0.3
1726,0.6
15823,0.9
19695,0.3
717,0.9
3534,0.2
4804,1.8
8024,0.0
2474,0.1
6124,0.5
5134,0.5
16834,0.1
18115,0.0
20034,1.4
7860,0.6
16866,0.2
25387,0.8
10248,0.4
7993,0.0
1137,0.0
8392,0.7
24245,0.0
3991,0.6
21776,0.8
20840,0.0
13949,0.6
17046,0.0
15401,1.2
9830,1.8
8498,0.3
9434,0.4
440,0.0
10792,0.0
11704,0.6
25672,0.4
14235,0.2
2941,0.0
9519,0.8
15936,0.9
25268,0.5
21745,0.9
9042,1.2
846,0.6
21504,0.0
15941,1.4
14164,0.1
16054,0.2
3570,0.0
12917,0.0
297,0.03
26433,0.7
2417,0.3
7648,0.8
1072,0.4
22990,0.3
27200,0.0
20184,0.3
24814,0.9
11503,0.0
15600,0.8
9201,0.3
23028,0.0
27539,0.7
27534,0.4
5963,0.8
22143,1.3
24165,0.8
7839,0.2
18156,0.3
18594,0.9
740,1.6
28540,0.0
24252,0.2
25088,0.0
6128,0.6
23148,0.0
3254,0.5
4629,1.7
2125,1.9
6422,0.3
20825,0.6
300,0.1
3393,0.0
13467,0.0
19105,0.0
12645,0.1
16481,0.8
12234,0.4
11870,1.1
10983,0.3
23841,0.0
3414,0.4
26629,0.2
5875,0.0
23720,0.0
15844,0.8
19297,1.5
26485,0.0
8549,0.6
7082,0.5
12355,0.0
23663,0.0
16131,0.4
10842,0.4
6131,0.4
11935,0.5
4229,1.9
26475,0.6
14105,0.4
24513,0.4
16688,0.2
215,0.03
21441,0.1
28466,0.3
16648,0.0
20669,0.5
7145,0.2
12601,0.9
9312,1.1
11776,0.7
2178,1.3
23112,0.0
6748,0.9
3051,0.1
17144,0.4
8841,0.0
24985,0.2
18108,0.3
6011,0.3
18183,0.3
19129,0.2
17924,0.9
2068,2.4
21891,0.3
11679,0.5
23133,0.1
16177,0.0
16467,0.4
18827,0.1
10963,0.0
21075,0.2
13799,0.3
10399,1.4
22158,2.1
7653,1.1
5352,0.8
14327,0.0
8444,1.3
1302,1.1
18315,0.7
25535,1.3
2062,3.0
27695,0.5
3551,0.0
11608,0.0
26496,0.3
14893,0.4
5766,0.2
18120,0.3
25192,0.3
19596,0.3
12576,0.9
6111,0.0
2469,0.0
8427,1.9
9839,0.6
26156,1.9
18662,0.7
15958,0.7
10046,0.3
26435,0.6
961,0.2
25566,1.9
9998,0.4
6375,0.2
10499,0.0
4513,1.6
15472,0.4
13261,1.4
28025,0.2
20806,0.5
17794,0.2
25763,0.3
16556,0.8
21968,0.8
11750,0.8
26738,0.0
19255,1.0
3601,0.1
14396,0.0
14681,0.6
1507,0.6
8378,1.5
18697,0.4
9375,0.7
1317,1.3
5046,1.0
8573,1.1
12434,0.6
27914,0.2
4821,0.8
24582,0.2
1636,0.6
18298,0.3
23007,0.2
12421,0.8
12498,0.4
10326,0.5
26040,0.2
15723,0.3
19864,0.2
6798,0.8
1516,1.2
1468,1.1
15265,1.9
18300,0.4
23553,0.2
5553,0.7
5788,0.6
18369,0.1
12834,0.2
123,0.03
8272,1.1
13088,0.2
4286,0.8
19757,0.0
21715,0.3
9287,0.0
6960,1.7
24775,0.7
8919,0.6
7754,0.9
21695,0.7
25216,0.0
5833,0.5
21702,1.1
247,0.0
16352,0.3
25839,0.4
7936,0.0
1402,0.7
10465,0.4
10830,0.0
14996,0.2
5491,0.6
19230,0.6
14948,0.1
16501,0.2
20997,0.4
9609,1.7
6238,0.3
6961,1.5
3435,0.0
18832,0.9
12732,0.3
6717,0.2
12940,0.0
12558,0.6
22268,1.1
24418,0.0
13429,0.0
3338,0.1
5868,0.0
3987,1.0
21406,0.6
1243,0.0
24937,0.8
3771,0.2
24808,2.5
3457,0.0
1495,1.5
22526,0.1
22058,1.3
22506,0.0
9417,0.0
15975,0.6
18382,0.0
15108,0.3
18031,0.7
26145,1.0
8411,0.8
22880,0.8
8861,0.3
13715,0.1
21239,0.0
26710,0.0
26236,1.1
21234,0.6
6159,0.5
12081,0.3
16783,0.0
23986,0.4
26424,0.3
24437,0.7
25554,2.5
5346,0.6
9920,0.0
6188,0.3
5191,0.4
28097,0.0
12739,0.2
26939,0.9
19091,0.2
26005,0.2
9319,1.0
105,0.03
19912,0.7
15156,0.0
21704,0.8
17267,0.5
14810,0.7
11061,0.8
3801,0.0
26445,0.5
15433,0.3
16385,1.0
23689,0.0
24887,0.4
11353,0.4
14793,0.4
5647,0.0
18463,0.0
20020,0.6
14769,1.0
12776,0.0
25980,0.0
25247,0.0
7699,0.4
8893,0.5
4971,1.2
3592,0.0
14210,0.0
27748,0.6
27216,0.1
11878,0.9
13791,0.0
411,0.0
10119,0.3
11795,1.2
20945,0.5
98,0.05
23139,0.2
13453,0.0
18790,0.3
17609,0.2
4627,1.6
14588,0.4
24659,0.7
17024,0.0
25267,0.0
8240,1.1
563,0.0
21309,0.2
13189,0.6
4405,1.0
14042,0.2
7027,1.0
11381,0.5
1352,0.7
7898,0.4
7879,0.4
18673,0.8
7376,0.2
25585,1.7
27404,0.2
19499,0.3
1238,0.0
12889,0.3
11384,0.2
12227,0.2
26354,0.4
3690,0.2
2670,0.8
23233,0.4
19306,0.7
13102,0.3
18510,0.3
11970,0.5
8737,0.6
6916,2.3
13764,0.0
36,0.09
7437,0.2
19282,1.0
27373,0.0
6175,0.5
7967,0.0
6359,0.9
24379,0.2
18901,0.2
1365,0.3
18544,0.0
25738,0.3
22044,0.7
16865,0.0
13034,0.0
24360,0.4
25810,0.3
28421,0.5
25451,1.3
10031,0.0
27002,0.4
24182,0.4
9461,0.1
13067,0.6
2986,0.0
3774,0.1
19115,0.2
1019,0.0
7603,1.1
11013,0.6
24992,0.0
3941,0.2
19081,0.2
6606,0.0
8590,1.3
23607,0.0
14801,0.4
26895,1.2
24120,1.0
23872,0.2
10667,0.0
23215,0.3
8979,0.8
16531,0.2
22191,0.7
3422,0.6
10522,0.0
23992,0.7
20260,0.5
11665,0.3
26528,0.0
2269,1.1
17075,0.2
6639,0.2
612,0.06
12362,0.2
18096,0.3
16690,0.2
3378,0.8
11814,1.3
16840,0.4
3054,0.2
10858,0.2
9867,0.8
4216,0.3
14266,0.0
24264,0.2
16721,0.0
1506,0.6
28,0.08
14694,0.7
5020,0.6
13415,0.0
10595,0.5
14719,1.1
27006,0.7
18313,0.9
21577,0.0
23623,0.0
21411,0.5
2634,0.3
27348,0.0
1303,1.1
25243,0.3
2489,0.4
6054,0.7
4446,1.1
7829,0.4
5738,0.2
8325,2.0
237,0.02
23342,0.6
7988,0.3
26679,0.0
23448,0.4
18999,0.0
6837,2.1
8093,0.2
25630,1.0
24606,0.2
23569,0.2
24145,0.8
3969,0.6
7313,0.3
14000,0.5
1241,0.0
20732,0.9
4283,1.4
10826,0.4
5823,0.2
9456,0.2
23025,0.4
8700,0.7
19956,0.4
6439,0.0
20967,0.2
14454,0.0
24581,0.0
9162,0.4
7478,0.9
8907,1.1
235,0.0
13084,0.1
1446,1.0
2780,0.7
21150,0.3
2999,0.0
7485,1.1
26859,0.8
3279,0.6
26,0.1
15395,2.1
26335,0.6
14017,0.3
4143,0.9
24719,1.0
8971,1.1
22523,0.3
4712,1.2
19253,1.1
6697,0.4
7746,0.4
2128,3.5
11169,0.9
334,0.01
28184,0.7
21624,0.3
13605,0.0
5174,0.2
9815,1.3
4591,2.1
571,0.0
12114,0.9
8031,0.3
25634,1.0
4647,1.8
11392,0.0
3349,0.2
10297,0.4
7992,0.0
1910,0.9
12225,0.4
3046,0.2
16696,0.2
22023,2.1
11477,0.0
11628,0.0
1066,0.2
24197,0.2
17808,0.7
18691,0.8
19442,0.2
26041,0.4
444,0.0
20828,0.4
21744,0.4
7470,1.3
13606,0.0
2291,0.6
14270,0.3
23504,0.1
10192,0.2
20934,0.4
5945,1.1
9180,0.5
7708,0.7
14227,0.2
10978,0.2
25055,0.0
11739,0.5
4631,2.0
12692,0.2
9924,0.5
18467,0.2
6980,1.2
6678,0.5
20178,0.4
13979,0.6
18102,0.4
19245,0.7
24859,0.8
152,0.04
18506,0.3
16350,0.8
18385,0.2
5433,1.2
4340,1.1
16434,0.2
22202,1.4
20407,0.5
10569,0.3
17041,0.2
8500,0.7
20964,0.3
1750,3.4
20882,0.0
21420,0.2
1444,0.8
6348,0.0
9594,2.0
335,0.0
7540,1.0
9438,0.0
655,0.06
27471,0.2
23614,0.4
10735,0.0
23492,0.4
1494,1.1
6034,0.9
16595,0.5
25684,0.2
20491,0.3
1059,0.5
1801,1.3
17930,0.7
14651,0.9
21012,0.3
7657,0.6
2729,1.0
12066,0.3
15854,0.4
8223,0.9
8401,0.9
11056,0.8
23012,0.0
7518,0.8
25289,0.0
227,0.0
8387,1.1
10555,0.5
18327,0.7
26993,1.0
22030,1.4
17056,0.0
15202,0.8
26575,0.3
20372,0.0
16320,0.6
4040,0.8
24988,0.4
7073,1.7
9410,0.0
27395,0.4
19439,0.7
6627,0.2
11080,0.5
11377,0.3
16344,0.6
21252,0.2
2050,2.9
22163,1.7
4354,1.3
25702,0.5
22658,2.2
950,0.0
16318,0.2
26448,0.3
6481,0.3
12484,0.8
8916,0.9
13893,0.7
16284,0.0
19161,0.0
14754,1.2
25914,0.3
14353,0.4
24503,0.1
13962,0.9
20841,0.0
13376,0.0
7208,0.3
5484,1.3
5216,0.4
27984,0.0
13695,0.0
13248,1.0
20396,0.0
21771,1.1
4702,2.1
4019,0.3
8650,0.3
21363,0.3
11624,0.0
2677,0.4
5791,0.2
20650,1.7
22720,1.8
25671,0.3
8137,0.3
773,0.5
24026,0.8
19287,0.6
19688,0.0
12376,0.0
11578,0.0
27982,0.0
16260,0.2
26268,0.8
18330,0.2
16650,0.2
2473,0.0
21151,0.0
12751,0.0
7113,0.5
760,0.7
16995,0.3
25734,0.2
6050,0.6
21112,0.0
20813,0.4
27646,0.9
425,0.02
21141,0.1
28565,0.0
18632,0.4
1617,0.5
3613,0.0
12833,0.3
9149,0.4
25659,0.8
16856,0.2
6562,0.2
15545,1.0
2685,0.8
17966,1.1
7349,0.2
28438,0.2
14690,1.1
25665,0.4
10038,0.0
24720,1.0
25213,0.0
20787,0.6
1879,0.7
24549,0.0
14466,0.0
33,0.1
22050,2.2
14475,0.2
17034,0.0
9177,0.2
14054,0.2
13462,0.0
6042,0.5
22316,0.6
14038,0.3
17827,0.6
7106,1.1
23654,0.1
295,0.02
268,0.03
1602,0.1
25645,0.4
12874,0.0
10353,0.6
3702,0.2
20626,1.5
3550,0.2
13437,0.0
10550,0.6
17327,0.2
374,0.03
4788,2.2
9788,0.7
8807,0.3
17411,0.8
27328,0.0
16681,0.2
21006,0.5
28166,0.4
16649,0.3
1164,0.1
1363,0.7
19204,1.5
18046,0.2
2565,0.0
18041,0.7
22003,1.7
2702,0.6
13113,0.2
24832,1.1
6051,0.4
15383,1.6
23750,0.0
11966,0.7
15931,0.9
25626,0.4
12865,0.3
5949,0.9
3198,0.4
685,0.09
11032,0.3
24467,0.1
19871,0.2
23778,0.2
16296,0.2
21585,0.0
23791,0.0
11085,1.8
22845,1.3
4943,1.3
27083,0.8
5317,0.4
5994,0.6
6785,1.4
3375,0.6
508,0.1
12993,0.5
12438,0.8
2358,0.3
11332,0.2
14539,0.8
25040,0.0
25918,0.0
4165,0.8
12466,0.8
9785,0.9
25465,1.4
5574,0.0
27542,0.8
22235,0.8
8668,0.7
10042,0.4
20605,1.6
21635,0.0
1185,0.2
10018,0.0
3147,0.2
21088,0.3
4066,0.2
12624,0.5
8014,0.0
9958,0.0
12700,0.2
8982,1.9
13603,0.2
26425,0.0
17542,0.3
12267,0.0
24141,1.1
3055,0.5
4067,0.0
340,0.04
9548,1.0
13459,0.0
3505,0.4
1624,0.2
22705,1.2
25498,2.1
15669,0.0
22641,0.9
12652,0.0
10333,0.7
10581,0.2
14503,0.3
11554,0.0
1258,0.2
27884,0.2
11350,0.2
2140,2.2
10702,0.0
8728,0.9
17505,0.8
2627,0.3
6795,1.6
1103,0.1
12071,0.0
21071,0.2
24334,0.6
26555,0.0
3692,0.0
10692,0.0
26874,1.2
11786,0.8
23869,0.2
14112,0.4
6586,0.4
6119,0.4
15868,0.4
26821,0.4
3343,0.4
26798,0.8
8245,1.6
23307,0.4
4215,0.8
1428,0.7
18345,0.0
15675,0.0
8662,0.5
6248,0.0
23870,0.2
21164,0.0
8235,2.5
17574,0.0
15893,0.7
13279,0.7
22994,0.0
1918,1.3
15084,0.3
11205,1.5
8787,0.6
28022,0.0
21310,0.0
3602,0.0
7379,0.2
1803,0.7
17610,0.3
17110,0.3
17992,1.1
26046,0.8
16410,0.3
3920,0.6
5703,0.4
16006,0.9
21142,0.2
3469,0.2
10497,0.0
24372,0.4
17346,0.3
22628,0.6
13902,0.8
13096,0.5
27462,0.0
20358,0.0
13721,0.2
26602,0.0
8556,1.2
13886,0.2
16577,0.6
8420,1.0
969,0.3
22209,0.7
3286,0.7
11999,0.4
2383,0.6
27545,0.7
23813,0.0
4414,1.6
3418,0.3
12562,0.7
6315,0.4
4350,1.4
12875,0.0
27192,0.3
25188,0.2
25363,0.3
7406,0.4
8470,0.9
17169,0.9
5530,0.4
24906,0.8
21893,0.3
25169,0.0
1530,0.7
27419,0.2
9356,0.0
4397,1.0
5751,0.2
25994,0.0
19825,0.0
19233,1.3
11005,0.4
7363,0.2
26643,0.0
18581,0.7
20289,0.3
22272,1.4
7891,0.4
23892,0.0
8750,0.4
18454,0.2
15101,0.5
28361,1.0
6394,0.3
18741,0.5
19844,0.1
5318,0.4
4795,1.8
2968,0.3
22600,0.4
19740,0.2
4410,0.8
23514,0.6
12212,0.2
14287,0.3
18387,0.2
1461,0.7
12182,0.3
24431,0.2
1057,0.0
4931,1.1
1916,1.5
9336,0.3
19892,0.4
4951,1.1
18908,0.4
22180,0.5
9402,0.3
9226,0.5
11669,0.4
17241,0.5
8174,0.7
10645,0.0
16248,0.6
5095,0.9
10167,0.3
203,0.05
25389,0.9
8478,0.4
26083,1.7
9304,1.0
12791,0.2
27912,0.2
9179,0.3
3900,0.0
25565,1.6
13377,0.0
2987,0.3
24168,0.8
4565,1.3
10558,0.3
24671,0.6
6546,0.4
17638,0.4
6519,0.3
25704,0.2
9497,0.7
22198,1.6
18704,1.2
205,0.03
28393,1.4
6838,1.7
22320,0.6
2664,0.6
4228,1.8
8493,1.0
24116,2.0
7853,0.0
13684,0.4
3239,0.4
19630,0.3
1311,0.4
12954,0.0
4027,0.9
8269,1.5
19957,0.5
1906,0.4
4986,1.2
26062,0.3
13889,1.7
20676,0.9
2099,2.6
977,0.3
5579,0.2
17660,0.0
24308,0.4
3212,0.3
2849,2.4
17749,0.3
27668,0.7
14351,0.0
182,0.02
11577,0.3
15210,0.6
8989,1.3
5239,0.8
22076,1.1
2679,0.4
9091,0.8
13837,0.0
6045,0.5
26472,0.3
20594,0.3
9883,0.9
6294,0.4
23479,0.0
10099,0.0
12747,0.0
4740,1.0
21016,0.3
14009,0.5
13819,0.6
9342,0.3
8932,0.8
14032,0.4
17868,0.5
1380,0.4
14920,0.5
13640,0.2
448,0.0
24333,0.3
8984,2.0
17650,0.0
17398,0.0
10107,0.0
10319,0.7
18639,0.5
70,0.07
8655,0.4
27222,0.0
14842,0.3
15887,1.1
9750,2.0
25850,0.1
17023,0.0
4791,2.3
2684,0.5
18037,0.9
25297,0.1
5146,0.2
19745,0.2
6878,1.8
2928,0.4
20627,1.5
25635,1.3
25517,3.1
12336,0.3
14867,0.5
27007,0.8
16910,0.5
14828,0.3
8135,0.0
20110,0.8
7360,0.1
14744,0.7
18680,0.9
26459,0.4
28235,1.0
26039,0.5
21271,0.0
14671,0.8
12525,0.7
2766,0.7
27505,0.8
8013,0.0
21575,0.0
19977,0.6
3853,0.0
1012,0.2
25658,1.6
8887,0.3
5842,0.5
13095,0.6
6655,0.3
10170,0.3
25046,0.2
10356,0.8
5415,1.1
28537,0.2
3919,0.4
21460,0.2
492,0.0
17067,0.0
4800,2.0
24048,1.5
28155,0.6
7155,1.0
23968,0.5
13449,0.0
16603,0.3
15904,0.9
15473,0.0
857,0.2
9440,0.0
26447,0.4
1614,0.0
10370,1.2
7934,0.4
2377,0.2
9361,0.4
26879,1.6
27858,0.2
1409,0.3
1556,0.5
1279,0.2
8219,1.1
7945,0.3
28206,0.6
17558,0.0
24638,0.7
1991,1.6
472,0.03
11811,0.5
13849,0.5
8463,0.7
10526,0.0
12127,0.0
3280,0.6
8610,0.9
943,0.4
3151,0.3
7525,0.8
22688,2.1
7436,0.2
24022,0.7
9842,0.4
12311,0.3
2629,0.3
18842,0.9
26758,0.0
1027,0.2
17727,0.0
22906,0.3
2396,0.4
14929,1.2
27443,0.1
16151,0.2
16998,0.4
21243,0.4
26130,0.8
19254,0.8
771,0.9
12607,0.8
22510,0.2
14483,0.2
6852,2.3
11184,1.9
10567,0.4
18372,0.0
1393,0.6
21005,0.7
25217,0.0
90,0.07
6377,0.2
17480,0.3
2709,0.3
12680,0.6
10850,0.0
19882,0.0
17007,0.2
13174,1.1
26001,0.0
19218,0.9
1076,0.0
3232,0.5
23917,0.4
16025,0.3
19133,0.0
14987,0.2
3380,0.3
18756,0.0
20617,0.8
9692,1.7
26964,0.3
16544,0.6
20504,0.5
1158,0.3
9949,0.2
17776,0.2
3438,0.0
20218,0.7
21932,0.4
549,0.02
10566,0.4
7028,1.3
23821,0.0
8568,0.8
27372,0.0
17532,0.0
22577,0.0
23308,1.2
25878,0.1
9817,1.7
6663,0.0
11697,0.2
15755,0.5
7688,2.3
100,0.04
6790,1.1
20438,0.0
12727,0.0
16311,0.0
28006,0.3
8869,0.0
27524,0.4
21329,0.2
23200,0.4
1134,0.2
11325,0.3
21529,0.0
22871,1.2
25136,0.3
20137,0.8
5681,0.2
101,0.05
16379,0.5
23979,1.3
22885,0.8
4433,1.6
11358,0.4
10844,0.4
14915,0.0
13807,0.0
13463,0.0
23983,0.5
5556,0.6
18683,1.0
7431,0.4
14007,0.0
14587,0.5
8862,0.2
3257,0.9
