,surface_tmp_1h
15842,11.9
8970,15.5
17026,-3.6
5645,-5.4
9279,-3.6
16763,1.8
23990,18.6
9435,-0.2
461,-2.7
21183,4.5
21602,7.6
14922,-1.1
15235,6.0
18862,3.9
15618,6.2
24294,7.2
15244,8.0
23683,-2.2
10262,0.0
8116,-8.7
6540,-8.0
6140,1.5
2699,1.2
14155,2.6
18100,9.4
13814,-1.6
21041,5.1
27375,-2.3
25060,3.7
22309,1.7
26492,0.6
16245,-2.3
18556,10.9
22295,2.2
21946,7.0
4841,4.1
27958,0.4
49,11.7
10717,-3.1
9719,18.9
4730,5.8
23004,-3.0
17311,15.8
9730,17.8
4672,-2.1
13609,-1.9
6436,-4.2
19572,3.8
15008,-2.9
13330,15.3
4112,14.9
14158,2.6
15872,11.8
26064,5.4
3829,-2.6
7413,-11.4
10767,-2.8
27527,14.7
918,-0.3
26977,26.6
13028,-4.4
14905,-0.4
15440,12.3
21558,8.4
23537,3.8
25866,-1.2
23169,-5.5
768,16.0
4669,-2.5
14375,-3.2
12619,13.6
13660,-2.3
5542,5.1
5657,-5.9
22656,11.4
14722,20.4
7177,-8.3
26755,-1.5
17025,-3.6
23038,-3.7
12257,-5.0
22986,-2.7
28482,9.3
7001,-3.2
3035,-2.3
28367,22.8
588,-2.2
13707,-2.8
18235,5.9
11463,-4.2
19418,18.7
25149,1.1
21760,5.6
17491,5.7
15336,23.2
24674,14.4
24069,27.2
15212,1.6
26971,28.5
22097,24.2
3994,11.4
17137,0.9
12587,17.7
8052,-7.7
953,-1.7
24263,7.7
16197,-1.5
17902,15.7
19656,3.1
10263,0.3
21567,8.1
3246,2.0
6925,6.6
15217,2.5
21304,6.8
22588,-2.7
889,1.5
5626,-4.1
11806,19.6
12724,2.9
26197,28.6
27724,12.7
18398,0.3
13202,17.0
24532,-1.6
22043,23.3
17572,4.7
22932,-1.4
3434,6.4
10181,-5.6
12646,10.3
9916,-0.9
10659,-2.2
16374,0.5
17988,17.0
17577,4.5
28107,-1.7
10935,-2.2
12199,-4.2
11597,-6.4
9848,2.2
11538,-5.6
8723,-5.2
17725,2.8
20376,-1.4
17602,4.6
27456,-2.2
21746,6.3
18891,3.0
19860,3.2
6058,-0.4
6234,0.0
19913,5.4
3651,-2.2
13844,1.5
5103,-11.6
4465,-4.2
9633,18.1
20553,-1.2
25608,12.3
16404,1.8
193,2.7
901,0.6
24006,21.6
10641,-1.6
11724,5.5
18368,1.5
1211,-6.1
24593,-1.3
19370,19.9
24041,26.5
8133,-8.2
21236,4.7
15655,5.4
4905,-4.5
2091,9.9
12627,13.1
6455,-4.7
11978,4.1
15633,5.7
8363,8.3
12220,-4.5
15812,11.6
8517,-1.4
20359,-0.9
28521,8.1
13367,10.8
8310,13.0
5035,-10.3
16534,13.0
12097,-1.9
21346,10.8
24976,7.1
22071,25.7
19633,3.4
10563,2.0
11162,18.7
10405,15.2
13280,20.9
15971,7.9
20824,17.0
6859,9.5
21480,11.2
10332,10.8
27641,32.8
26486,0.8
25273,1.1
263,0.8
25344,5.6
20538,-1.1
2826,16.3
24500,-1.0
15191,-2.7
10979,0.4
27667,28.4
17525,5.3
4643,-6.4
4147,10.5
9708,20.4
15895,11.5
1778,1.8
15806,11.4
18458,-1.1
27728,12.1
4678,-0.8
26403,4.5
3528,1.1
28283,31.6
1671,3.1
28002,-0.9
17698,3.7
4177,7.4
2278,2.7
742,17.7
16630,14.1
25696,4.9
19801,2.8
26110,16.5
13170,10.4
796,11.6
11001,3.7
21223,4.6
17492,5.8
5076,-10.8
27019,17.4
15121,-4.4
11555,-5.8
17656,4.0
3402,8.7
7487,3.1
21371,10.7
24364,5.2
18245,5.7
21849,4.9
20780,23.2
12962,-3.9
23819,-4.5
22378,-0.6
4729,5.6
9557,5.5
20310,0.4
12358,-5.8
16645,12.1
25663,6.9
8265,10.4
26376,6.3
7343,-11.2
11545,-5.5
2531,-7.5
12855,-2.0
12110,-2.2
11416,-3.1
28479,9.2
7730,-1.0
15489,8.7
26316,12.7
14220,0.3
19088,0.0
6230,0.3
1825,1.4
20164,8.5
5495,11.7
12721,3.0
6671,-10.6
5742,-7.3
24024,24.9
8488,-0.2
14965,-2.2
7497,4.8
28333,30.1
20922,8.6
13328,15.5
20714,26.2
13249,21.3
7667,5.5
20550,-1.2
2159,16.0
21908,5.3
517,-4.3
9296,-4.4
2854,14.8
19724,3.1
14813,4.2
18061,11.7
12533,20.8
5283,-13.2
22518,-2.8
8343,10.6
4251,3.2
1965,-1.7
16975,-2.9
22359,0.0
20718,26.4
8282,13.7
16452,4.7
16492,8.5
5124,-11.7
9345,1.6
9127,6.3
25366,9.6
16259,-2.5
26220,28.3
9725,17.9
21812,5.4
14823,3.5
8222,3.9
27847,4.3
24873,17.1
21415,11.9
4782,9.7
8601,-3.4
28031,-1.5
17629,4.3
18570,14.1
6766,0.0
22618,2.6
12465,10.0
14271,-1.2
27046,13.0
28173,12.9
20645,16.2
13964,14.7
22357,0.0
24425,1.1
9350,1.6
1829,1.4
6491,-6.4
12162,-3.4
4298,1.6
27586,27.9
6351,-2.5
10394,15.0
6664,-10.6
18874,3.4
24416,1.5
7792,-3.5
26568,-1.6
13121,1.2
17605,4.5
16532,12.5
21440,12.3
19231,10.7
10987,1.1
10660,-2.2
10669,-2.6
6406,-3.1
5233,-12.9
26066,5.8
19381,18.9
9265,-3.0
25274,1.0
12456,8.2
14992,-2.8
7276,-10.0
9331,1.7
23637,-0.9
16841,-0.7
14242,-0.5
26783,5.4
19581,3.5
19936,6.7
12946,-3.6
13197,15.6
18656,25.5
15835,11.5
860,3.6
11852,18.0
21316,7.8
16194,-1.5
3815,-3.7
20078,15.4
17337,13.3
27168,3.5
27332,-1.5
3952,3.6
8466,0.9
26213,28.5
2014,-1.3
6027,-3.2
18070,11.1
3571,0.2
21604,7.4
18409,0.1
6964,0.0
12511,17.2
25927,-2.3
13871,10.0
26757,-0.8
11053,11.9
3227,0.6
26214,28.4
22360,0.0
26697,-3.8
84,10.2
19621,3.4
9297,-4.4
6750,-2.4
747,17.6
920,-0.4
7100,-6.5
12293,-5.4
8169,-2.8
13946,14.0
11016,5.5
4043,17.5
5130,-11.6
28407,16.4
32,12.3
10620,-0.8
175,3.4
21167,4.7
7880,-5.6
2243,7.1
21986,11.9
17983,16.8
10629,-1.2
4026,15.9
7779,-3.1
5912,-6.2
19055,0.3
23568,2.0
988,-2.8
11262,3.8
1798,1.3
18159,6.9
13601,-1.8
24670,13.6
6832,8.4
3116,-2.8
16418,2.9
3049,-2.3
2437,-4.9
11889,16.2
299,0.4
1447,15.3
25929,-2.4
23064,-4.3
5461,11.1
18246,5.7
10037,-4.0
463,-2.7
13110,-0.7
5975,-5.2
22028,22.6
6705,-10.1
26279,19.2
18363,1.7
16507,10.5
28000,-0.8
21629,7.2
16185,-1.4
21939,5.9
9994,-2.9
22690,17.7
23127,-5.3
23287,17.4
25506,27.6
2864,13.9
19629,3.5
24573,-2.1
428,-2.4
11221,8.3
3765,-2.3
8189,-0.3
22682,16.6
3377,9.3
11794,17.9
8710,-5.1
19511,7.0
26363,7.4
727,17.6
27255,0.3
18339,2.4
8017,-8.0
19009,-0.3
22490,-2.7
23041,-3.9
25368,10.1
17926,18.6
28332,30.1
19308,24.9
18728,15.6
7496,4.5
28230,25.9
18163,6.8
8832,-6.7
27297,-0.8
5373,-0.6
25470,28.0
7408,-11.5
12787,-0.1
21679,6.7
221,1.7
17063,-3.4
4617,-9.2
22194,8.2
18711,17.8
3084,-2.5
10003,-3.2
10316,9.2
16364,0.2
15809,11.3
20782,22.7
10763,-2.9
27129,5.7
20923,8.6
19889,3.9
19482,9.6
2097,10.9
16427,3.9
9425,0.0
1219,-6.4
3031,-2.2
3170,-2.8
25463,27.5
4028,16.2
14070,10.1
26943,29.9
16733,3.4
9611,14.7
5610,-3.3
2900,7.0
16744,2.8
2973,0.0
28151,7.3
72,10.8
17799,5.6
24438,0.5
13810,-1.9
25750,2.4
7086,-6.2
27607,30.5
2599,-8.6
9260,-3.0
13673,-2.6
15147,-4.5
5079,-10.8
19078,0.1
11752,11.0
7752,-2.0
396,-1.9
14098,6.6
5758,-7.7
4325,0.4
12649,9.8
19174,0.2
20925,8.3
12915,-3.1
22257,3.7
4105,15.4
20203,5.0
850,4.4
14346,-2.5
24880,16.2
21915,5.4
3074,-2.6
5687,-6.4
12166,-3.5
6404,-3.0
2433,-4.8
13109,-0.9
19010,-0.3
22952,-1.9
28081,-2.3
7511,7.1
28181,15.1
15578,6.6
4123,13.7
10516,5.7
729,17.5
7217,-8.9
28291,31.8
12375,-4.7
14148,3.1
21307,7.1
10127,-5.0
27279,-0.5
24234,9.1
14233,-0.1
18804,7.4
16662,10.4
5105,-11.6
1795,1.2
2517,-6.2
27117,6.4
8603,-3.4
21681,6.7
17127,0.2
8720,-5.1
6475,-5.7
1642,3.5
5199,-12.7
23506,6.2
17194,8.1
7846,-5.0
10809,-2.5
3324,8.7
511,-4.2
486,-3.5
1528,9.5
20090,13.4
16954,-2.8
22566,-3.3
25650,7.9
25654,7.6
20670,20.3
20056,14.3
16557,17.2
24160,16.3
20889,10.4
17218,11.1
18839,4.9
5554,3.4
13332,15.2
23306,21.0
2542,-7.6
6624,-9.5
19643,3.1
13188,13.4
13339,14.4
997,-3.0
1213,-6.3
21135,4.6
8575,-2.9
15507,7.9
17301,15.9
25757,2.0
10867,-2.4
15004,-2.9
6235,0.2
13540,-0.2
23827,-4.8
24919,11.0
4158,9.2
27420,-3.0
2594,-8.5
6651,-10.4
5649,-5.5
8176,-1.8
4685,0.0
26465,1.5
5073,-10.7
26211,28.6
18807,7.1
5123,-11.7
16966,-2.8
19339,22.6
20613,8.9
3039,-2.4
24966,7.6
24841,23.8
17419,7.8
6445,-4.5
10956,-0.9
28003,-0.7
27465,-0.7
12769,0.6
6453,-4.8
2622,-8.8
6642,-10.0
5264,-13.2
12369,-5.1
17094,-1.8
3415,7.6
5144,-11.9
2785,15.0
23274,14.4
28355,26.4
10064,-4.5
10007,-3.4
6123,0.2
17360,11.3
27298,-0.8
2775,14.0
982,-2.8
7515,8.1
6993,-2.8
10546,3.0
16106,0.6
28516,8.4
4505,-5.9
16552,17.6
22390,-0.8
25703,4.6
14035,13.5
15506,8.1
19394,18.5
19980,8.9
20061,14.2
20206,4.7
11742,8.7
11940,7.9
28128,1.4
13780,-3.6
18779,9.8
20136,11.7
26159,25.2
23474,9.9
19417,18.8
12544,20.4
12638,11.3
7026,-4.5
22245,4.3
19268,17.0
9289,-4.2
6998,-3.0
3487,2.7
16846,-1.0
13980,15.2
26769,2.1
4163,8.5
8675,-4.7
16724,3.8
18257,5.5
18002,18.7
27382,-2.6
25977,-3.0
25882,-1.4
27553,21.3
3266,3.7
27535,16.8
25800,0.8
2560,-8.1
27649,32.4
18033,14.4
25956,-2.8
19475,10.4
5380,0.7
7481,2.0
2363,-2.5
7011,-3.7
822,7.8
26135,21.5
26559,-1.5
2918,4.8
6226,0.2
14081,8.7
682,13.2
23324,23.5
20809,19.1
21175,4.7
28180,14.9
19640,2.9
12941,-3.5
28334,29.9
27888,2.6
21045,5.2
26084,10.3
8178,-1.8
24153,17.3
20297,0.9
2011,-1.5
4509,-6.2
399,-1.9
15424,13.8
11807,19.3
24509,-1.2
7966,-7.3
6992,-2.6
27254,0.4
21857,4.9
1827,1.4
18110,8.9
6085,0.2
27031,15.4
23707,-2.8
7013,-3.9
3567,0.4
18162,6.8
7742,-1.7
2613,-8.7
27158,4.1
20586,3.4
22477,-2.4
26728,-3.8
14177,1.7
20564,-0.7
4666,-3.0
1747,2.1
13288,19.8
7014,-3.9
8184,-1.5
27078,9.4
13960,14.4
18563,12.2
6758,-1.0
8033,-7.8
22597,-1.8
27900,2.0
7449,-4.6
7075,-5.9
11025,5.9
5286,-13.3
6692,-10.7
14001,14.7
10275,1.5
8585,-3.1
7169,-8.1
22392,-0.8
18062,11.6
12554,20.3
17880,13.9
28303,32.1
27152,4.4
12145,-2.9
15940,10.9
26557,-1.4
23468,10.8
19159,0.0
27056,11.8
5097,-11.5
16407,2.1
17823,8.1
10738,-3.0
1754,2.1
12326,-5.8
18629,23.3
1738,1.7
1969,-1.8
4734,6.4
26838,19.4
22405,-1.1
26985,25.5
17717,2.9
5903,-6.4
1585,5.9
6155,2.0
12032,0.7
5152,-12.0
14110,5.6
2193,15.2
16819,-0.2
9973,-2.7
24164,15.7
21193,4.5
22053,24.3
5096,-11.5
13942,14.0
20823,17.2
14790,5.8
20643,15.9
3842,-2.2
7596,14.1
16837,-0.6
10380,15.1
23395,25.4
4731,5.8
6709,-9.9
19821,2.8
11778,15.8
26749,-2.3
19352,21.9
17088,-2.3
23795,-4.2
23671,-1.9
20957,6.1
7539,11.5
23507,6.1
11820,19.7
12701,4.4
17400,8.6
24102,26.7
2051,3.7
17018,-3.5
22401,-1.0
11146,19.9
19343,21.7
15585,6.5
15074,-4.1
7577,14.2
17581,4.5
14020,14.4
2351,-2.0
20659,17.4
17589,4.6
17991,17.1
9454,-0.6
14031,13.8
7749,-2.0
17675,3.9
15342,23.5
14446,-1.0
2480,-5.8
28446,11.4
26489,0.7
26051,2.5
214,2.0
13549,-0.6
9213,-1.1
8796,-6.2
26500,0.2
17452,6.6
20635,14.0
5291,-13.2
19803,2.7
3267,3.9
1791,1.4
22166,11.6
19206,5.5
17446,6.6
2200,15.3
26921,30.3
27477,2.0
24255,8.1
7893,-5.9
19143,-0.2
27824,5.4
27747,10.6
10074,-4.7
14484,-0.2
16904,-2.0
14284,-1.4
15610,6.3
24055,27.6
7939,-6.9
10455,13.7
28555,8.0
22824,19.8
13770,-3.7
18191,6.5
10304,7.8
19976,8.5
21989,13.5
9239,-2.4
14650,20.5
27074,9.6
18647,24.2
21439,12.3
11121,19.9
8030,-7.9
17134,0.7
18730,15.2
306,-0.1
26795,8.6
23391,25.5
8012,-7.9
20735,27.2
16244,-2.2
14037,13.3
15326,22.2
15680,5.1
9095,10.4
6412,-3.3
23687,-2.2
26646,-3.0
15523,7.5
4364,-0.6
2544,-7.6
28484,9.2
26701,-3.8
24996,6.0
19726,2.9
22639,7.1
17863,12.1
24305,7.0
7697,1.3
15561,6.8
26937,30.0
1630,3.6
755,17.2
482,-3.6
25637,8.9
15837,11.8
23644,-1.1
28059,-1.8
8001,-7.8
17065,-3.3
27091,8.3
10977,0.2
12743,1.8
27414,-3.1
16043,3.2
19202,4.7
10002,-3.2
16240,-2.0
20483,-2.0
312,0.2
20796,21.2
14561,3.8
21686,6.7
17189,7.1
10205,-5.4
5260,-13.2
15205,0.2
16918,-2.4
4122,13.9
4161,8.7
22768,24.2
4802,9.4
14416,-2.0
18312,3.7
17843,9.7
9322,1.8
19916,6.0
5219,-12.7
6760,-0.9
5386,1.9
19319,22.7
9944,-1.8
8597,-3.5
24406,2.0
11632,-6.7
24774,27.5
14667,21.8
3546,0.4
7025,-4.5
23773,-3.8
941,-1.3
24087,27.2
3167,-2.6
6780,2.5
27719,13.2
285,0.9
5976,-5.2
20673,20.8
8237,5.8
4359,-0.6
21432,12.3
26767,1.7
24943,9.1
12953,-3.6
22798,23.7
18590,20.5
18066,11.4
4853,1.9
10048,-4.1
15538,7.3
18998,0.0
16263,-2.4
28268,30.8
9247,-2.7
16141,-0.4
14760,9.4
16056,2.5
25556,22.2
25481,27.9
27990,-0.4
5581,-0.3
19396,18.9
14465,-0.6
19117,-0.6
13746,-3.2
18007,17.4
1946,-1.5
4523,-6.8
4850,3.2
17580,4.5
26522,-0.4
20307,0.6
14487,-0.2
24611,0.5
14372,-3.0
11923,10.3
10128,-5.0
5287,-13.2
5327,-10.1
22919,-1.1
4614,-9.2
966,-2.3
26928,30.2
25983,-3.2
1767,2.5
2049,3.5
15880,10.7
11917,11.2
4798,9.7
9634,18.5
1223,-6.4
15921,11.5
21417,11.9
26907,29.7
10969,0.1
22617,2.6
11519,-5.1
20050,14.2
10355,13.1
473,-3.4
19774,2.8
27526,14.4
14491,-0.1
11938,8.1
21174,4.7
23178,-5.3
5416,6.3
17187,7.1
18933,1.3
28134,2.9
2045,2.6
12746,1.6
7674,4.3
18577,16.4
2165,16.3
23040,-3.8
21804,5.4
12509,17.0
12991,-4.4
8983,16.7
5847,-6.8
12048,0.2
17565,4.9
28471,9.6
15609,6.3
6332,-2.1
25571,17.6
12867,-2.3
19587,3.4
4451,-3.6
5714,-6.7
20285,1.3
7587,14.4
10108,-4.9
255,0.8
12543,20.0
7196,-8.6
3934,0.8
13214,18.9
5477,11.9
19445,14.6
8583,-3.2
24585,-1.7
28204,20.4
1078,-4.8
5329,-9.7
23249,8.4
13472,3.1
5888,-6.5
12809,-0.8
3635,-2.2
9492,-1.6
10931,-2.2
14991,-2.8
10848,-2.4
11198,11.7
5643,-5.3
14443,-1.1
16568,16.4
24476,-0.6
16780,1.2
14870,1.0
14825,3.4
16278,-1.0
7425,-9.7
5659,-6.0
3946,2.7
8797,-6.2
7676,3.9
5518,10.3
25452,26.4
3440,5.8
8834,-6.8
26670,-3.3
11592,-6.4
18137,7.2
26708,-4.0
4306,1.3
3488,2.6
15839,11.8
5217,-12.7
15227,4.3
24595,-1.2
8023,-7.9
2977,-0.2
4115,14.9
9911,-0.8
1201,-6.0
19560,4.4
22426,-1.5
26540,-0.8
24093,27.0
2054,4.4
27792,7.3
18296,3.7
819,8.3
26506,0.1
2223,10.8
11319,0.1
10494,8.3
16715,4.5
2830,16.3
9529,0.8
24713,22.4
17177,5.9
8065,-8.1
22347,0.3
11232,6.9
22228,5.3
14542,1.9
8960,14.0
6410,-3.3
6929,5.6
8952,12.9
25636,9.0
19101,-0.3
20077,14.3
17186,7.0
14639,18.6
13927,13.8
23765,-3.6
20865,12.4
2871,11.5
18767,11.4
5862,-7.0
8301,13.5
914,-0.1
2570,-8.2
14510,0.5
27366,-2.1
26596,-2.1
21570,8.0
22403,-1.1
4927,-6.4
5210,-12.8
17844,9.8
6844,8.7
10273,1.3
2726,5.8
13047,-4.6
3633,-2.1
17180,6.1
7948,-7.0
4273,2.3
13461,3.6
22829,16.6
7114,-6.8
1967,-2.0
22794,24.1
13352,12.7
17722,2.8
13101,-2.2
3722,-2.5
1552,7.4
10445,14.8
12211,-4.2
6110,0.2
26260,23.7
19985,10.0
12105,-2.0
25772,1.7
22793,24.1
27451,-2.5
1346,3.3
19405,19.8
22271,3.1
1782,1.8
1084,-4.9
24956,8.1
22374,-0.4
23210,-0.6
4136,12.0
22696,19.2
28539,7.9
2501,-6.0
9645,19.0
8259,9.4
26341,9.5
13068,-4.7
20506,-1.7
4085,13.7
18321,3.1
1746,2.1
27621,31.6
20462,-1.9
3926,-0.4
28075,-2.1
5919,-6.0
10321,10.9
10664,-2.3
18809,7.0
22724,22.6
21204,4.5
3159,-2.8
14532,1.3
10257,-1.0
1288,-6.0
26880,26.8
239,1.3
346,-1.3
15220,3.1
5608,-3.2
23376,26.6
24811,26.5
12815,-0.9
17540,5.3
21249,4.9
2061,5.8
15581,6.6
12441,3.6
8883,-0.6
25742,2.6
6711,-9.8
25431,23.9
24542,-1.8
6910,8.5
10665,-2.3
14635,18.1
16146,-0.5
12216,-4.4
14919,-0.9
23108,-5.1
23835,-4.7
27594,29.0
2290,1.6
1796,1.4
1028,-3.9
13141,4.2
6565,-8.6
2053,4.3
16307,-0.3
4628,-8.8
15541,7.2
21714,6.5
11265,3.5
10599,0.0
15124,-4.2
5457,11.1
10255,-1.4
23965,11.6
16539,13.3
18864,3.7
2983,-0.7
21425,11.9
25871,-1.1
1646,3.6
22162,12.2
460,-2.7
8880,-1.3
11483,-4.7
16755,2.2
26480,1.1
17909,17.0
2006,-1.3
18261,5.3
9694,21.8
20041,13.6
4896,-3.8
16071,1.6
6121,-0.1
27762,9.3
5731,-6.9
17533,5.3
15285,15.0
8969,15.3
26919,30.2
16524,11.9
15319,21.9
19768,2.8
4525,-6.9
26617,-2.6
6310,-1.9
3056,-2.3
608,1.0
7849,-5.0
25126,1.7
20156,9.5
2215,13.7
9784,8.1
1275,-6.3
11186,14.1
14267,-1.0
22229,5.3
17682,3.9
21808,5.4
19636,3.1
8881,-1.0
13201,16.7
12221,-4.5
24172,14.6
19758,2.9
3400,8.7
26962,29.2
24736,25.5
14026,14.2
8769,-5.8
13274,21.2
16246,-2.3
7740,-1.4
26768,2.0
14679,22.3
13648,-2.2
4487,-4.4
23814,-4.5
18193,6.4
9175,1.3
14596,9.7
6820,7.5
10186,-5.6
25727,3.4
7139,-7.5
3833,-2.6
23472,10.0
10805,-2.5
25026,4.8
7889,-5.9
10363,13.7
7065,-5.6
25271,1.0
3243,1.6
27306,-1.0
19982,8.9
9516,-0.8
13842,0.7
1752,2.2
12882,-2.5
27114,6.7
10898,-2.3
22110,23.3
23204,-2.0
15640,5.6
23980,15.6
8166,-2.8
395,-1.9
28412,15.0
24783,27.7
19464,11.9
7537,11.3
22816,21.6
899,0.7
9769,10.3
11101,19.0
12315,-5.6
4378,-1.2
23865,-5.0
1144,-4.6
14153,2.8
23682,-2.2
15289,16.5
8373,7.6
11038,8.3
1098,-5.1
13387,8.5
21548,8.4
12123,-2.6
25542,23.7
10416,15.1
15443,11.8
24737,25.6
3656,-2.3
2936,2.8
23380,26.0
14747,14.2
17922,19.4
2408,-3.9
17276,16.2
13413,6.4
11847,19.0
23524,4.6
7378,-11.8
2909,5.8
12177,-3.8
11159,19.1
15040,-3.6
19888,3.7
17197,8.6
14251,-0.7
20404,-1.8
18146,7.0
21556,8.2
19917,6.2
14486,-0.2
22393,-0.8
20573,-0.2
27173,3.4
13168,9.9
17585,4.7
16583,15.3
14366,-2.9
23510,5.8
17800,5.7
12469,10.8
4521,-6.7
62,12.2
21226,4.7
20409,-1.6
12503,16.1
20102,15.2
6322,-2.0
7514,7.6
17686,3.7
12840,-1.6
24955,8.2
20335,-0.2
3190,-1.2
3676,-2.7
15435,12.8
25592,14.5
20839,15.5
14616,15.1
12306,-5.6
2179,16.1
24389,3.4
6468,-5.3
18831,5.5
13869,9.0
21586,7.6
8687,-5.0
19135,-0.4
26257,25.2
12551,20.5
14079,9.0
3891,-3.5
27327,-1.5
2446,-5.0
5455,10.8
2277,2.8
23154,-5.6
11667,-5.0
333,-0.6
4367,-0.9
5211,-12.8
20442,-1.5
20081,14.0
27915,1.6
25284,0.8
2753,10.8
16365,0.2
15948,10.2
20739,27.0
3739,-2.3
10919,-2.1
26491,0.6
12778,0.2
26619,-2.6
25833,-0.2
24288,7.4
12582,17.5
2507,-6.1
602,-0.1
6569,-8.7
4343,-0.1
8289,13.5
10539,3.6
25617,11.1
7682,3.0
23592,0.8
7790,-3.6
10428,15.2
24394,2.7
28010,-1.0
5810,-7.5
24521,-1.4
2102,11.4
15775,10.8
3526,1.2
4724,5.0
12852,-1.9
27751,10.2
24413,1.7
1684,3.1
16005,5.1
18938,1.3
20347,-0.7
23021,-3.3
17229,12.4
1759,2.5
23077,-4.5
3119,-2.8
6173,1.3
13228,20.2
22860,0.9
11641,-6.5
11106,19.2
22421,-1.5
1074,-4.7
5122,-11.7
6794,4.6
4200,5.6
18310,3.7
24003,21.1
6358,-2.6
26242,26.6
394,-1.9
12052,-0.2
17715,2.9
16667,9.5
872,2.4
20022,11.9
19795,2.7
4037,17.0
7666,5.8
10960,-0.8
26974,27.8
27339,-1.6
11988,3.4
4468,-4.1
14537,1.6
4437,-2.7
15036,-3.6
538,-4.6
17911,17.4
20315,0.3
764,16.2
19893,3.9
666,11.1
4116,14.7
12531,20.5
28384,20.0
2160,16.0
18980,0.2
6547,-8.2
1681,3.0
12798,-0.5
82,10.5
14205,0.7
23036,-3.6
19692,2.9
9112,8.5
10900,-2.3
11967,4.9
27999,-0.6
26103,14.8
17607,4.4
2306,0.3
4287,1.9
1950,-1.7
20400,-1.7
9360,1.8
26225,28.2
14310,-1.9
17350,12.3
23728,-3.0
9083,13.9
14553,2.7
2171,16.2
22677,15.6
15598,6.3
17344,12.8
8922,7.2
19637,3.1
20371,-1.2
15790,11.5
16658,10.8
23354,26.2
10769,-2.8
10011,-3.5
1364,7.0
14507,0.2
11975,4.4
1471,13.6
16784,1.0
17082,-2.6
3864,-2.9
11254,4.3
15431,13.2
22380,-0.6
8182,-1.6
17871,12.8
20585,3.1
21897,5.1
6825,7.8
7410,-11.4
15765,9.3
7925,-6.6
10225,-4.6
20947,6.6
3359,9.0
7769,-2.8
15889,11.1
20179,6.9
12632,12.2
1273,-6.4
7066,-5.6
5959,-5.8
15531,7.5
16794,0.6
6270,-0.9
9082,14.8
6345,-2.3
26904,29.4
22559,-3.2
18847,4.4
11556,-5.8
3836,-2.7
8631,-4.0
2722,5.2
5562,2.5
26125,19.8
14209,0.6
24519,-1.3
17381,9.7
6704,-10.1
10731,-3.0
11720,4.4
20846,14.5
28323,30.9
7163,-8.0
12976,-4.2
9298,-4.4
8375,7.3
1210,-6.1
16503,10.2
1462,14.9
15905,11.8
12539,20.3
5253,-13.1
8129,-8.3
7482,2.1
9035,19.3
19922,6.9
3876,-3.4
22807,23.2
28481,9.2
26133,21.2
2680,-2.8
2706,2.3
12678,6.3
5895,-6.4
2203,15.0
10214,-5.1
15242,7.5
16947,-2.7
2855,14.9
7323,-10.8
28125,0.8
27924,1.2
26328,11.0
15651,5.4
12800,-0.6
10927,-2.2
5785,-7.5
5995,-4.5
28290,31.9
23469,10.6
6593,-9.3
750,17.3
18633,25.4
18034,14.3
21791,5.4
19644,3.1
19223,8.9
27981,-0.4
4930,-6.6
10509,6.4
19616,3.5
26610,-2.4
23272,13.9
26186,28.0
3533,1.0
15978,7.4
18753,13.2
2126,14.4
16986,-3.1
22161,12.3
21622,7.2
1531,9.1
18971,0.4
18255,5.6
14832,2.8
27052,12.3
3490,2.5
19573,3.7
8570,-2.7
10006,-3.3
166,3.7
6434,-4.1
26206,28.7
20760,26.7
9990,-3.0
6252,-0.3
9152,3.2
864,3.1
25175,1.8
28085,-2.1
10490,9.0
669,11.1
24085,27.6
17782,4.3
6210,0.6
7446,-5.4
8524,-1.4
17126,0.2
26820,15.1
16560,17.2
922,-0.6
3207,-0.1
852,4.3
20380,-1.4
20047,13.9
14622,16.4
3038,-2.4
9584,10.7
4952,-7.6
2447,-5.1
18918,1.8
4728,5.4
16406,2.1
24214,10.4
19338,23.0
22130,18.0
17539,5.3
13520,0.5
23771,-3.7
25081,2.7
27628,32.0
22700,19.7
14580,6.5
4450,-3.7
812,9.3
15133,-4.2
20253,2.5
4809,8.6
7071,-5.8
19815,2.8
6752,-1.7
19886,3.8
8864,-4.5
1068,-4.5
25570,18.0
17038,-3.7
725,17.5
13149,5.6
25869,-1.2
3586,-0.7
23435,16.0
11936,8.5
6972,-0.9
3430,6.7
4131,12.5
23926,2.8
22585,-2.8
11562,-6.0
13076,-4.4
14564,4.1
8752,-5.6
27896,2.3
21028,5.2
1330,0.5
11883,17.1
18860,4.1
17856,11.1
20786,22.1
21263,5.2
2806,16.4
6092,0.4
4684,0.0
7781,-3.2
7077,-6.0
28416,14.6
1166,-5.3
23329,24.2
16096,0.9
14415,-1.9
21355,11.2
8457,1.9
8400,5.5
97,8.6
16417,2.9
15912,11.5
1267,-6.5
23880,-4.8
3173,-2.0
18580,18.4
13839,0.3
24575,-2.1
469,-3.3
10778,-2.7
870,2.7
18689,22.6
5181,-12.4
21459,12.3
8287,13.1
13541,0.0
11925,10.0
5707,-6.8
26538,-0.8
4675,-1.3
5094,-11.4
1259,-6.6
24393,3.1
19201,4.6
28255,29.7
7706,0.9
19458,12.8
19552,4.9
2058,5.2
6113,0.1
11659,-5.8
8048,-7.5
7975,-7.5
1640,3.6
4265,2.5
7552,12.6
26582,-1.9
7882,-5.7
23338,25.3
1326,-0.4
20737,27.2
12837,-1.6
