,r_humidity_1h
14675,36.7
13779,99.9
1956,63.2
5590,51.9
28019,99.9
16859,99.9
3065,82.9
10798,91.3
2945,73.4
6295,99.9
10724,98.3
2172,23.3
16099,99.9
14738,30.0
28532,87.4
28294,22.4
5299,98.0
4232,64.6
28447,76.4
17689,89.4
12062,81.0
23579,72.2
16155,99.9
23099,95.8
13187,62.3
8706,68.2
19036,91.6
25899,89.8
22496,99.9
20273,79.6
6178,92.2
25699,50.2
28042,99.9
10575,64.6
172,7.72
8016,99.9
21535,60.8
27816,66.8
19011,87.5
6784,54.3
23831,99.9
3355,48.0
22931,49.9
15482,56.2
25789,79.5
19221,53.2
13953,50.6
21566,61.6
3877,99.2
15348,35.9
24710,41.5
28311,23.3
16691,89.4
15814,91.8
27626,23.2
22458,99.9
13895,53.9
20165,61.2
21208,75.2
9407,98.1
3945,70.4
14204,92.5
4898,33.4
25647,46.1
6275,99.4
22622,47.6
23079,91.8
13270,36.9
25538,20.4
5314,87.8
27431,99.9
13132,89.9
18153,81.8
3351,47.9
2550,99.9
10234,94.6
25316,99.9
22080,48.5
645,7.86
27313,99.9
9744,24.7
24472,91.0
15277,42.2
24324,64.5
27389,99.9
1045,99.9
20166,60.4
13266,37.5
4990,51.6
9688,30.1
6407,99.9
12266,99.9
7442,62.3
3785,98.6
3956,67.2
19345,44.0
12312,99.9
14348,99.9
27640,23.0
21794,70.0
27561,33.3
11305,60.6
19054,84.6
25305,99.9
25447,33.7
6695,99.9
1961,60.4
7091,52.4
19070,87.0
20420,99.9
5200,88.5
10507,45.4
9832,43.4
6749,84.1
14820,61.3
2109,27.6
15510,54.6
12165,99.9
7799,82.4
25234,93.5
1194,99.9
27546,39.9
22215,43.9
4832,31.1
11617,99.9
16401,99.9
2638,99.9
26968,23.1
2134,28.2
349,9.99
8863,74.5
4114,47.3
15138,99.9
27576,27.8
14601,88.8
4149,63.9
13877,57.6
22475,99.9
21209,75.8
8533,79.4
21449,47.2
26222,28.8
14130,75.9
19823,90.1
11544,99.9
9646,33.8
27266,94.4
22159,37.8
12399,99.9
12844,99.9
20288,84.2
16330,99.9
13417,67.3
17418,76.7
9927,67.2
17526,75.8
17060,99.9
22926,47.3
9477,99.9
13335,36.3
6659,99.9
20800,33.4
9583,45.2
7684,49.0
16437,99.9
10207,99.9
9997,87.5
13004,99.9
14889,89.1
1341,81.0
7803,82.5
27675,17.6
13135,87.4
24765,33.6
27753,39.1
26091,45.0
22281,58.4
19213,59.2
1042,99.9
56,5.88
18970,86.5
28560,88.4
16597,75.6
25059,85.5
305,9.77
12957,99.9
21985,81.2
11240,45.2
4455,59.2
21365,49.6
9292,82.9
16153,99.9
13642,99.9
21092,70.5
26892,25.2
25170,99.9
5068,71.8
18909,75.7
3614,90.2
16792,99.9
14516,99.9
22190,41.9
7841,92.6
2636,99.9
9283,79.5
21631,69.7
21306,62.5
25150,99.9
3606,87.2
8082,99.9
5493,30.9
9912,60.0
13939,51.6
18243,84.4
8026,99.9
7831,89.8
9096,27.4
217,8.71
16570,75.2
26358,38.4
1843,99.9
9877,53.8
2028,46.1
27496,68.3
21547,63.5
14990,99.9
19512,70.6
817,40.3
3593,84.8
9625,41.8
633,8.92
28148,61.8
22154,36.3
13803,99.9
14059,41.3
21126,74.9
18126,78.7
17079,99.9
15107,99.9
23697,97.9
5053,64.4
10980,73.1
22719,20.3
19949,91.6
15674,99.9
23337,23.2
17484,74.6
18222,83.3
11861,38.5
14780,56.5
23570,69.8
17864,61.6
16606,69.8
17503,76.7
7989,99.9
2619,99.9
4965,49.0
14033,39.8
10427,29.1
20955,74.3
178,8.27
15208,81.2
5745,82.2
5360,46.4
22801,18.6
10148,94.6
13621,99.9
4522,57.5
25003,72.5
10651,85.9
4261,67.3
17859,60.3
12201,99.9
24583,99.9
1417,55.8
5802,81.9
23145,98.4
16462,99.9
19279,47.0
25669,47.1
20421,99.9
24708,38.8
17493,76.9
26843,29.4
25186,98.3
11772,48.4
7195,64.9
20849,44.9
5544,31.2
23942,49.4
17280,68.8
6336,99.9
25898,89.3
21476,46.5
887,59.0
9716,28.9
22912,49.2
17914,51.0
17203,99.8
19448,47.0
19567,76.9
4576,54.5
20357,99.9
28133,79.1
11688,85.5
8465,99.9
18058,61.7
20403,99.9
15866,86.2
11728,58.1
20973,78.0
15110,99.9
19939,86.4
1854,99.1
15100,99.9
7305,86.9
23834,99.9
987,94.9
21076,76.0
9905,61.2
4334,67.0
8786,73.9
11694,81.6
24631,75.8
10378,34.8
13424,68.0
22014,68.5
20515,99.9
17487,74.5
18674,46.2
14693,31.6
24000,35.7
1319,93.1
22419,98.7
27253,93.9
14873,85.1
16040,88.9
1881,77.5
26398,44.6
9908,60.7
17559,79.1
22870,41.1
26957,23.7
27449,99.9
23118,98.4
23321,26.0
13357,40.5
21565,62.2
18582,60.4
23011,78.6
965,93.8
9494,99.9
2385,58.5
10456,35.9
2239,22.0
10174,99.9
22762,16.4
17879,60.3
19125,93.2
16745,99.9
16615,69.2
12779,94.9
13244,38.2
21738,56.9
7460,49.6
393,9.99
20511,99.9
11942,43.3
25307,99.9
25446,35.9
20082,54.8
19014,88.7
7604,33.6
27413,99.9
24762,36.5
20774,32.4
12992,99.9
6340,99.9
7715,58.9
23919,64.0
16270,99.9
25822,85.8
17489,74.5
26999,22.2
10317,46.7
4544,54.1
8231,60.4
4857,27.6
9608,36.4
18342,91.4
4754,30.5
15824,87.7
8428,89.8
21345,53.1
2950,67.6
16868,99.9
11853,39.9
7125,55.6
12453,73.1
2217,21.6
6591,99.9
10116,99.9
25133,99.6
9544,84.5
4015,60.4
12445,79.0
11094,31.6
11977,47.4
10256,81.5
13497,85.1
18934,80.5
13336,37.1
11584,99.9
287,9.37
21706,63.4
12249,99.9
13232,46.5
11393,71.0
21482,44.8
19378,43.8
17379,65.7
19047,92.5
25526,21.3
24341,64.6
5467,35.1
8051,99.9
6141,92.9
6802,42.4
2874,37.5
20720,38.0
19478,58.3
23238,44.5
11382,59.2
7523,34.1
7010,40.3
12630,49.7
8624,61.4
28563,89.4
964,93.1
24382,77.5
12344,99.9
19535,80.9
12605,45.2
4980,50.7
12876,99.9
13747,99.9
7218,65.9
26566,88.3
16951,99.9
12160,99.9
18253,83.9
23770,99.9
23544,62.7
13392,56.9
2624,99.9
8066,99.9
20042,54.7
17352,62.7
28505,88.4
9335,96.3
10633,80.9
19044,92.2
11546,99.9
2718,59.8
14175,84.2
23370,28.3
11306,58.3
6163,91.5
12851,99.9
11744,44.2
7847,94.6
28365,44.1
3101,87.2
20919,62.5
23567,70.2
354,9.99
24031,30.2
24603,96.5
23717,99.9
10813,91.4
4438,50.3
2143,28.7
13773,99.9
19139,92.0
16828,99.9
9450,99.9
5971,82.9
18335,90.9
14488,99.9
27817,66.6
7982,99.9
701,47.0
11343,59.3
27353,99.9
22563,99.9
8736,70.4
16581,73.3
7033,46.8
14850,79.7
7976,99.9
7392,99.2
28419,61.9
158,7.66
12770,97.3
21061,74.4
5855,76.5
25780,82.4
16083,98.9
21091,70.2
21179,76.7
2649,99.9
2244,21.8
17901,58.3
15429,38.4
6596,99.9
21389,52.2
17430,79.0
17723,94.7
23107,96.0
7544,40.8
26989,23.3
14845,77.5
23629,84.2
19217,55.5
157,7.49
15161,99.9
11288,51.2
2743,54.1
26763,65.7
14104,67.4
25596,33.9
9007,26.8
13216,46.1
24039,28.9
26097,40.9
27663,20.3
13344,38.6
28422,63.3
6950,34.8
12987,99.9
16728,99.9
5969,81.7
18017,49.1
9942,71.5
15802,93.3
10749,99.7
22288,59.8
25962,99.9
5232,93.6
18511,89.1
21720,62.4
18397,99.9
22241,46.5
10488,30.8
27738,36.2
2060,41.8
18030,52.2
7660,38.4
27812,65.2
9049,22.0
18859,71.8
14389,99.9
9495,99.9
26689,99.9
16749,99.9
2015,52.9
25358,83.5
7679,45.0
3053,88.3
14485,99.9
12505,58.1
6374,99.9
8244,62.4
25587,32.2
15508,54.2
12563,50.6
6183,94.2
25995,99.9
8076,99.9
19425,43.2
5838,83.4
15842,85.5
8970,29.3
17026,99.9
5645,71.4
9279,79.8
16763,99.9
23990,35.1
9435,99.9
461,9.99
21183,75.4
21602,61.2
14922,94.3
15235,58.3
18862,73.0
15618,63.3
24294,64.3
15244,51.1
23683,96.5
10262,73.8
8116,99.9
6540,99.9
6140,92.6
2699,67.2
14155,84.3
18100,65.0
13814,99.9
21041,71.8
27375,99.9
25060,85.1
22309,63.6
26492,65.7
16245,99.9
18556,75.8
22295,60.9
21946,99.7
4841,33.6
27958,95.6
49,5.76
10717,97.6
9719,29.3
4730,30.4
23004,78.7
17311,59.9
9730,29.9
4672,30.0
13609,99.9
6436,99.9
19572,81.5
15008,99.9
13330,36.2
4112,46.4
14158,83.2
15872,84.3
26064,59.9
3829,99.9
7413,89.9
10767,93.8
27527,44.8
918,75.7
26977,23.0
13028,99.9
14905,91.6
15440,41.1
21558,60.7
23537,55.3
25866,82.9
23169,99.9
768,47.0
4669,31.1
14375,99.9
12619,49.0
13660,99.9
5542,32.9
5657,79.0
22656,33.5
14722,38.4
7177,64.0
26755,71.6
17025,99.9
23038,85.8
12257,99.9
22986,70.9
28482,85.2
7001,40.5
3035,86.4
28367,44.6
588,9.99
13707,99.9
18235,83.3
11463,88.6
19418,39.5
25149,99.9
21760,64.1
17491,76.4
15336,40.0
24674,59.9
24069,33.9
15212,76.9
26971,28.4
22097,42.2
3994,61.3
17137,99.9
12587,49.8
8052,99.9
953,81.5
24263,58.6
16197,99.9
17902,57.1
19656,85.9
10263,73.1
21567,62.7
3246,63.0
6925,30.5
15217,71.9
21304,63.8
22588,99.9
889,58.9
5626,67.6
11806,46.8
12724,89.1
26197,29.3
27724,31.8
18398,99.9
13202,53.7
24532,99.5
22043,53.2
17572,81.9
22932,50.9
3434,54.8
10181,99.9
12646,55.6
9916,60.1
10659,83.4
16374,99.9
17988,52.7
17577,82.6
28107,99.9
10935,87.5
12199,99.9
11597,99.9
9848,51.3
11538,99.9
8723,65.7
17725,95.4
20376,99.9
17602,82.8
27456,99.9
21746,56.5
18891,72.4
19860,84.6
6058,90.6
6234,97.0
19913,84.2
3651,97.6
13844,89.7
5103,56.2
4465,63.5
9633,41.5
20553,99.9
25608,37.7
16404,99.9
193,8.41
901,69.6
24006,30.3
10641,83.4
11724,65.0
18368,99.9
1211,99.9
24593,99.9
19370,40.4
24041,28.3
8133,99.9
21236,71.3
15655,98.8
4905,34.6
2091,24.6
12627,48.4
6455,99.9
11978,47.6
15633,84.9
8363,61.2
12220,99.9
15812,90.9
8517,78.1
20359,99.9
28521,86.6
13367,43.7
8310,57.6
5035,57.9
16534,91.7
12097,95.0
21346,54.8
24976,55.5
22071,49.9
19633,88.5
10563,58.1
11162,29.0
10405,32.5
13280,36.7
15971,71.6
20824,36.9
6859,40.0
21480,45.2
10332,46.2
27641,16.2
26486,65.2
25273,99.8
263,9.2
25344,86.1
20538,99.9
2826,38.5
24500,91.4
15191,92.8
10979,73.4
27667,18.7
17525,76.3
4643,40.2
4147,62.5
9708,25.4
15895,82.3
1778,94.8
15806,90.8
18458,99.9
27728,33.0
4678,31.4
26403,47.8
3528,81.4
28283,18.2
1671,70.6
28002,99.9
17698,90.1
4177,73.6
2278,24.5
742,45.1
16630,67.5
25696,48.7
19801,88.1
26110,39.4
13170,67.6
796,42.5
11001,58.9
21223,68.1
17492,76.8
5076,66.8
27019,28.4
15121,99.9
11555,99.9
17656,87.4
3402,52.2
7487,43.9
21371,52.0
24364,72.8
18245,84.0
21849,78.7
20780,34.5
12962,99.9
23819,99.9
22378,88.3
4729,29.0
9557,68.8
20310,90.7
12358,99.9
16645,70.2
25663,45.4
8265,63.1
26376,43.7
7343,95.6
11545,99.9
2531,99.9
12855,99.9
12110,95.7
11416,77.7
28479,83.4
7730,63.8
15489,59.6
26316,26.4
14220,95.9
19088,84.8
6230,97.3
1825,99.9
20164,60.5
5495,29.2
12721,88.9
6671,99.9
5742,81.8
24024,29.6
8488,89.7
14965,94.8
7497,40.5
28333,32.5
20922,61.7
13328,35.9
20714,37.7
13249,33.9
7667,40.7
20550,99.9
2159,31.6
21908,91.6
517,9.99
9296,83.8
2854,34.9
19724,85.3
14813,58.2
18061,62.5
12533,52.6
5283,98.0
22518,99.9
8343,59.6
4251,64.8
1965,62.1
16975,99.9
22359,80.9
20718,37.0
8282,61.9
16452,99.9
16492,99.9
5124,66.4
9345,95.8
9127,34.2
25366,79.7
16259,99.9
26220,26.8
9725,31.3
21812,72.7
14823,63.6
8222,62.4
27847,74.9
24873,36.8
21415,47.7
4782,26.9
8601,55.2
28031,99.9
17629,85.4
18570,73.4
6766,66.3
22618,49.4
12465,68.3
14271,99.9
27046,39.9
28173,51.4
20645,62.2
13964,48.2
22357,80.4
24425,84.5
9350,98.1
1829,99.9
6491,99.9
12162,99.9
4298,61.8
27586,25.9
6351,99.9
10394,34.2
6664,99.9
18874,72.0
24416,82.3
7792,79.5
26568,88.2
13121,98.3
17605,83.0
16532,93.5
21440,47.9
19231,51.1
10987,67.6
10660,82.1
10669,87.0
6406,99.9
5233,93.8
26066,61.8
19381,41.6
9265,74.7
25274,99.9
12456,69.7
14992,99.9
7276,82.3
9331,96.1
23637,89.3
16841,99.9
14242,99.9
26783,52.7
19581,85.8
19936,85.3
12946,99.9
13197,57.6
18656,43.4
15835,87.5
860,53.0
11852,39.3
21316,61.5
16194,99.9
3815,99.9
20078,56.5
17337,63.5
27168,77.3
27332,99.9
3952,67.7
8466,99.9
26213,26.5
2014,53.5
6027,93.4
18070,64.4
3571,85.3
21604,60.1
18409,99.9
6964,36.4
12511,58.5
25927,95.7
13871,61.2
26757,66.1
11053,40.5
3227,63.3
26214,24.9
22360,81.0
26697,99.9
84,5.93
19621,85.9
9297,84.5
6750,85.6
747,41.8
920,76.4
7100,53.1
12293,99.9
8169,75.2
13946,52.7
11016,52.4
4043,54.2
5130,72.4
28407,56.7
32,5.33
10620,77.9
175,8.06
21167,75.3
7880,99.4
2243,21.3
21986,81.1
17983,53.3
10629,81.2
4026,57.1
7779,75.4
5912,68.6
19055,84.4
23568,69.4
988,95.3
11262,44.6
1798,99.9
18159,81.3
13601,99.9
24670,60.6
6832,38.4
3116,92.2
16418,99.9
3049,86.9
2437,72.5
11889,37.5
299,9.59
1447,54.4
25929,95.9
23064,85.1
5461,27.5
18246,83.9
10037,94.4
463,9.99
13110,99.9
5975,84.4
22028,57.5
6705,99.9
26279,22.9
18363,98.4
16507,99.9
28000,99.9
21629,72.9
16185,99.9
21939,98.0
9994,85.8
22690,19.4
23127,97.1
23287,29.2
25506,23.4
2864,39.3
19629,87.6
24573,99.9
428,9.99
11221,35.5
3765,98.8
8189,73.0
22682,19.5
3377,43.7
11794,47.6
8710,67.1
19511,70.0
26363,43.8
727,45.4
27255,93.6
18339,90.9
8017,99.9
19009,87.3
22490,99.9
23041,85.6
25368,77.1
17926,48.8
28332,34.3
19308,43.9
18728,44.5
7496,46.0
28230,27.9
18163,81.3
8832,92.2
27297,98.4
5373,51.0
25470,28.8
7408,94.8
12787,98.4
21679,66.2
221,8.72
17063,99.9
4617,56.2
22194,39.4
18711,42.5
3084,91.5
10003,88.7
10316,46.6
16364,99.9
15809,91.5
20782,33.5
10763,93.0
27129,66.3
20923,62.2
19889,80.9
19482,57.8
2097,25.4
16427,99.9
9425,99.9
1219,99.9
3031,86.1
3170,74.1
25463,31.2
4028,53.2
14070,50.9
26943,22.3
16733,99.9
9611,39.1
5610,63.1
2900,40.0
16744,99.9
2973,75.9
28151,61.1
72,5.77
17799,82.9
24438,86.0
13810,99.9
25750,70.9
7086,51.0
27607,28.3
2599,99.9
9260,74.8
13673,99.9
15147,99.9
5079,66.6
19078,86.5
11752,44.6
7752,62.9
396,9.99
14098,65.0
5758,80.7
4325,63.9
12649,58.1
19174,88.1
20925,63.7
12915,99.9
22257,50.6
4105,46.2
20203,76.7
850,48.3
14346,99.9
24880,41.2
21915,93.1
3074,88.0
5687,81.7
12166,99.9
6404,99.9
2433,71.8
13109,99.9
19010,86.9
22952,56.5
28081,99.9
7511,38.0
28181,48.3
15578,55.0
4123,49.7
10516,46.1
729,52.9
7217,64.5
28291,21.3
12375,99.9
14148,81.1
21307,61.9
10127,91.8
27279,97.7
24234,54.8
14233,99.9
18804,58.7
16662,73.6
5105,57.1
1795,99.7
2517,96.3
27117,64.3
8603,54.5
21681,66.0
17127,99.9
8720,65.3
6475,99.9
1642,80.1
5199,88.5
23506,51.4
17194,99.9
7846,93.5
10809,90.8
3324,47.7
511,9.99
486,9.99
1528,56.7
20090,54.5
16954,99.9
22566,99.9
25650,43.2
25654,41.8
20670,46.5
20056,58.8
16557,77.0
24160,35.8
20889,57.6
17218,91.7
18839,71.6
5554,30.9
13332,36.9
23306,28.2
2542,99.9
6624,99.9
19643,88.1
13188,60.5
13339,37.4
997,97.9
1213,99.9
21135,77.1
8575,62.8
15507,53.9
17301,62.1
25757,73.5
10867,85.3
15004,99.9
6235,97.0
13540,92.3
23827,99.9
24919,52.9
4158,67.4
27420,99.9
2594,99.9
6651,99.9
5649,76.2
8176,75.5
4685,32.1
26465,59.4
5073,70.9
26211,25.4
18807,57.6
5123,65.4
16966,99.9
19339,39.2
20613,76.7
3039,88.4
24966,62.6
24841,31.4
17419,77.0
6445,99.9
10956,83.7
28003,99.9
27465,91.2
12769,97.8
6453,99.9
2622,99.9
6642,99.9
5264,97.4
12369,99.9
17094,99.9
3415,53.0
5144,70.2
2785,36.5
23274,34.4
28355,41.6
10064,98.4
10007,90.4
6123,92.9
17360,65.0
27298,98.6
2775,43.8
982,97.3
7515,33.4
6993,40.3
10546,54.9
16106,99.9
28516,89.4
4505,65.9
16552,81.4
22390,88.8
25703,51.8
14035,40.7
15506,53.1
19394,41.7
19980,82.9
20061,59.1
20206,76.1
11742,47.1
11940,40.4
28128,86.7
13780,99.9
18779,51.3
20136,54.7
26159,33.0
23474,38.8
19417,38.3
12544,51.7
12638,51.6
7026,45.1
22245,48.2
19268,45.8
9289,87.3
6998,40.9
3487,66.3
16846,99.9
13980,44.1
26769,60.1
4163,70.9
8675,71.0
16724,99.9
18257,83.6
18002,48.9
27382,99.9
25977,99.9
25882,80.4
27553,38.5
3266,57.4
27535,42.3
25800,80.8
2560,99.9
27649,15.9
18033,53.6
25956,99.9
19475,55.2
5380,45.1
7481,46.6
2363,53.2
7011,40.1
822,39.4
26135,34.6
26559,86.8
2918,40.2
6226,96.3
14081,54.8
682,6.43
23324,24.0
20809,35.2
21175,77.7
28180,50.0
19640,87.6
12941,99.9
28334,33.2
27888,85.4
21045,69.8
26084,47.9
8178,76.2
24153,34.2
20297,85.4
2011,54.0
4509,58.1
399,9.99
15424,38.2
11807,47.8
24509,93.1
7966,99.9
6992,39.6
27254,93.3
21857,76.5
1827,99.9
18110,69.0
6085,90.5
27031,33.1
23707,97.6
7013,40.9
3567,82.6
18162,81.3
7742,63.0
2613,99.9
27158,74.0
20586,95.0
22477,99.9
26728,99.9
14177,85.9
20564,99.9
4666,30.5
1747,74.4
13288,37.1
7014,41.3
8184,74.2
27078,44.6
13960,49.0
18563,73.0
6758,72.1
8033,99.9
22597,99.9
27900,85.5
7449,63.7
7075,47.3
11025,50.8
5286,98.5
6692,99.9
14001,40.0
10275,65.1
8585,60.0
7169,61.2
22392,89.5
18062,63.4
12554,49.0
17880,59.7
28303,23.3
27152,72.8
12145,99.9
15940,73.3
26557,85.3
23468,42.6
19159,92.8
27056,43.4
5097,55.3
16407,99.9
17823,70.9
10738,98.4
1754,74.7
12326,99.9
18629,48.4
1738,77.1
1969,63.9
4734,31.6
26838,31.4
22405,93.3
26985,24.2
17717,92.9
5903,69.9
1585,73.4
6155,91.8
12032,73.8
5152,74.4
14110,69.4
2193,23.4
16819,99.9
9973,80.4
24164,37.0
21193,75.1
22053,54.3
5096,56.9
13942,51.1
20823,36.7
14790,60.9
20643,61.3
3842,99.2
7596,34.6
16837,99.9
10380,34.1
23395,19.5
4731,28.4
6709,99.9
19821,89.4
11778,48.2
26749,86.5
19352,44.6
17088,99.9
23795,99.9
23671,96.3
20957,73.7
7539,36.1
23507,49.1
11820,43.0
12701,85.0
17400,75.6
24102,34.3
2051,39.0
17018,99.9
22401,94.0
11146,28.8
19343,40.1
15585,57.1
15074,99.9
7577,41.4
17581,81.8
14020,40.5
2351,50.9
20659,51.5
17589,82.2
17991,51.9
9454,99.9
14031,39.5
7749,63.8
17675,89.1
15342,36.1
14446,99.9
2480,86.0
28446,75.6
26489,64.6
26051,69.6
214,8.62
13549,94.8
9213,57.8
8796,79.0
26500,64.1
17452,78.6
20635,65.3
5291,97.2
19803,89.3
3267,55.4
1791,97.4
22166,34.6
19206,61.4
17446,79.3
2200,19.3
26921,25.7
27477,76.9
24255,59.0
7893,99.9
19143,91.1
27824,68.9
27747,37.7
10074,98.9
14484,99.9
16904,99.9
14284,99.9
15610,60.7
24055,32.2
7939,98.5
10455,32.7
28555,88.7
22824,16.3
13770,99.9
18191,81.1
10304,49.7
19976,87.2
21989,80.2
9239,72.0
14650,47.9
27074,44.6
18647,48.3
21439,48.5
11121,30.6
8030,99.9
17134,99.9
18730,44.9
306,9.83
26795,47.2
23391,21.2
8012,99.9
20735,36.4
16244,99.9
14037,41.6
15326,35.5
15680,99.9
9095,26.7
6412,99.9
23687,95.9
26646,96.8
15523,51.5
4364,67.7
2544,99.9
28484,85.6
26701,99.9
24996,70.2
19726,85.3
22639,38.1
17863,62.0
24305,59.6
7697,54.4
15561,52.0
26937,25.2
1630,89.1
755,43.0
482,9.99
25637,43.6
15837,87.6
23644,90.2
28059,99.9
8001,99.9
17065,99.9
27091,53.1
10977,73.2
12743,92.7
27414,99.9
16043,89.5
19202,65.2
10002,88.7
16240,99.9
20483,99.9
312,9.99
20796,32.2
14561,99.9
21686,59.6
17189,99.9
10205,99.9
5260,96.7
15205,82.4
16918,99.9
4122,48.6
4161,69.6
22768,16.9
4802,28.1
14416,99.9
18312,90.1
17843,64.8
9322,92.6
19916,83.5
5219,92.2
6760,70.6
5386,42.2
19319,41.9
9944,73.5
8597,57.6
24406,78.4
11632,99.9
24774,34.0
14667,36.3
3546,81.3
7025,48.3
23773,99.9
941,84.3
24087,31.2
3167,74.8
6780,56.3
27719,29.1
285,9.38
5976,85.0
20673,47.9
8237,62.8
4359,66.9
21432,49.5
26767,59.9
24943,53.8
12953,99.9
22798,20.3
18590,61.5
18066,63.8
4853,30.9
10048,95.7
15538,50.9
18998,89.3
16263,99.9
28268,19.8
9247,75.2
16141,99.9
14760,48.3
16056,91.5
25556,22.6
25481,32.0
27990,99.9
5581,44.0
19396,43.2
14465,99.9
19117,92.5
13746,99.9
18007,50.7
1946,63.2
4523,57.4
4850,28.0
17580,82.0
26522,75.9
20307,89.7
14487,99.9
24611,85.6
14372,99.9
11923,39.8
10128,92.4
5287,98.2
5327,68.5
22919,46.3
4614,55.7
966,95.0
26928,23.4
25983,99.9
1767,74.2
2049,39.2
15880,83.8
11917,37.8
4798,31.2
9634,38.9
1223,99.9
15921,78.6
21417,48.3
26907,22.9
10969,77.4
22617,50.4
11519,98.5
20050,54.9
10355,39.9
473,9.99
19774,86.2
27526,44.8
14491,99.9
11938,40.9
21174,77.7
23178,99.9
5416,44.4
17187,99.9
18933,81.0
28134,78.9
2045,40.1
12746,93.8
7674,42.2
18577,64.3
2165,26.5
23040,85.6
21804,70.8
12509,58.4
12991,99.9
8983,29.2
5847,84.3
12048,77.7
17565,79.7
28471,79.9
15609,60.4
6332,99.9
25571,28.6
12867,99.9
19587,86.8
4451,56.7
5714,84.9
20285,83.4
7587,38.1
10108,99.9
255,9.2
12543,51.3
7196,65.2
3934,78.5
13214,46.9
5477,34.9
19445,47.6
8583,62.6
24585,99.9
28204,34.9
1078,99.9
5329,67.4
23249,36.0
13472,79.1
5888,72.3
12809,99.9
3635,92.7
9492,99.9
10931,87.2
14991,99.9
10848,88.6
11198,29.6
5643,65.6
14443,99.9
16568,75.0
24476,88.6
16780,99.9
14870,84.8
14825,65.9
16278,99.9
7425,80.2
5659,78.9
3946,68.1
8797,80.1
7676,42.7
5518,29.2
25452,31.7
3440,56.3
8834,91.5
26670,96.9
11592,99.9
18137,80.4
26708,99.9
4306,61.2
3488,67.5
15839,86.4
5217,92.1
15227,66.2
24595,99.6
8023,99.9
2977,75.5
4115,48.1
9911,60.2
1201,99.9
19560,70.0
22426,99.9
26540,84.5
24093,33.1
2054,41.3
27792,55.6
18296,88.6
819,43.1
26506,71.5
2223,20.7
11319,61.6
10494,34.8
16715,96.0
2830,35.9
9529,99.9
24713,43.0
17177,99.9
8065,99.9
22347,76.1
11232,43.2
22228,45.3
14542,99.9
8960,29.9
6410,99.9
6929,31.1
8952,32.6
25636,43.4
19101,88.4
20077,53.4
17186,99.9
14639,50.8
13927,50.7
23765,99.9
20865,54.6
2871,36.7
18767,48.3
5862,73.6
8301,55.6
914,79.9
2570,99.9
14510,99.9
27366,99.9
26596,91.6
21570,66.0
22403,93.3
4927,40.7
5210,92.6
17844,65.2
6844,39.7
10273,63.9
2726,50.4
13047,99.9
3633,93.1
17180,99.9
7948,99.4
4273,64.9
13461,76.5
22829,15.7
7114,54.0
1967,64.3
22794,18.6
13352,39.2
17722,94.6
13101,99.9
3722,99.9
1552,59.1
10445,31.0
12211,99.9
6110,94.3
26260,22.7
19985,82.0
12105,96.0
25772,80.2
22793,17.8
27451,99.9
1346,78.7
19405,37.9
22271,55.9
1782,93.5
1084,99.9
24956,60.7
22374,86.2
23210,61.1
4136,58.7
22696,17.9
28539,91.2
2501,93.9
9645,31.9
8259,64.3
26341,32.0
13068,99.9
20506,99.9
4085,53.4
18321,91.0
1746,74.8
27621,26.7
20462,99.9
3926,87.2
28075,99.9
5919,67.3
10321,46.2
10664,84.0
18809,58.8
22724,21.0
21204,76.3
3159,73.4
14532,99.9
10257,81.4
1288,99.9
26880,26.6
239,9.17
346,9.99
15220,71.5
5608,64.4
23376,18.4
24811,30.2
12815,99.9
17540,77.8
21249,71.6
2061,40.9
15581,56.0
12441,83.9
8883,62.8
25742,67.5
6711,99.9
25431,47.7
24542,99.9
6910,32.3
10665,85.0
14635,47.6
16146,99.9
12216,99.9
14919,95.8
23108,96.0
23835,99.9
27594,27.3
2290,25.7
1796,99.6
1028,99.9
13141,83.2
6565,99.9
2053,39.1
16307,99.9
4628,49.1
15541,50.5
21714,63.3
11265,45.6
10599,67.7
15124,99.9
5457,31.2
10255,81.1
23965,41.7
16539,89.9
18864,71.0
2983,80.1
21425,46.0
25871,78.6
1646,76.3
22162,34.3
460,9.99
8880,63.6
11483,94.8
16755,99.9
26480,63.8
17909,56.6
2006,57.7
18261,84.1
9694,30.4
20041,55.6
4896,32.0
16071,93.8
6121,93.6
27762,43.6
5731,80.6
17533,76.9
15285,40.8
8969,30.2
26919,24.1
16524,98.6
15319,39.8
19768,85.5
4525,57.9
26617,96.8
6310,99.9
3056,86.7
608,9.99
7849,93.8
25126,98.0
20156,57.0
2215,24.8
9784,28.8
1275,99.9
11186,29.2
14267,99.9
22229,45.4
17682,89.0
21808,72.3
19636,87.9
8881,63.6
13201,53.9
12221,99.9
24172,39.0
19758,90.2
3400,50.0
26962,19.6
24736,37.7
14026,39.5
8769,73.7
13274,38.9
16246,99.9
7740,63.7
26768,58.9
14679,39.5
13648,99.9
4487,76.7
23814,99.9
18193,81.2
9175,47.9
14596,92.3
6820,41.9
10186,99.9
25727,63.9
7139,60.3
3833,99.9
23472,42.5
10805,91.0
25026,81.8
7889,99.9
10363,38.6
7065,45.2
25271,99.9
3243,64.5
27306,99.5
19982,82.0
9516,99.9
13842,90.6
1752,74.5
12882,99.9
27114,62.9
10898,91.6
22110,41.2
23204,67.6
