,wind_deg,wind_velocity,air_temperature,r_humidity,surface_tmp,weather,dewpoint,uv
21003,73.0,0.3,1.2,73.5,4.7,0,-3.0161854817951834,0.0
24657,2.0,0.6,7.8,37.3,27.2,0,-5.902810490572213,0.0
22808,53.0,0.3,-4.3,49.1,-0.9,0,-13.409298793009656,0.0
4602,92.0,1.8,-14.2,56.3,-9.2,0,-21.01836928667206,0.0
23077,0.0,0.0,-9.3,99.9,-5.2,0,-9.3127682166399,0.0
5778,16.0,0.4,-12.6,81.9,-7.3,0,-15.050555495008874,0.0
25416,95.0,2.3,9.0,21.9,27.0,0,-11.685940409061097,0.0
5177,9.0,0.5,-18.7,87.2,-12.4,0,-20.29883526967318,0.0
7872,62.0,0.6,-9.4,98.4,-5.5,0,-9.605494818148747,0.0
24722,22.0,0.5,9.5,31.4,25.5,0,-6.653100970531616,0.0
7516,330.0,0.8,-3.3,34.9,7.7,0,-16.646690532632803,0.0
16575,0.0,0.3,5.7,67.7,13.0,0,0.1872054290338496,0.0
24935,0.0,0.0,-1.2,83.4,4.4,0,-3.6548025167385614,0.0
18792,11.0,0.3,0.0,70.9,4.1,0,-4.654273791760794,0.0
22237,271.0,0.7,-0.4,63.6,1.7,0,-6.468226050261023,0.0
13636,0.0,0.0,-5.0,99.9,-2.3,4,-5.013242142043061,0.0
20036,28.0,0.5,4.3,55.2,13.4,0,-3.9096768534624826,0.0
25409,84.0,2.0,9.5,21.8,27.4,0,-11.322109168314517,0.0
23182,2.0,0.8,1.9,33.5,16.6,0,-12.524291614586186,0.0
11875,115.0,1.4,4.7,36.5,12.7,0,-8.953198391335716,0.0
22390,155.0,0.3,-5.1,99.9,-2.2,0,-5.113231022444888,0.0
22430,38.0,0.2,-6.5,99.9,-3.0,0,-6.5130758384559835,0.0
25782,0.0,0.0,-5.0,85.2,-1.5,0,-7.10132603238595,0.0
25859,0.0,0.0,-7.4,99.9,-2.9,0,-7.412976560700552,0.0
8422,281.0,3.5,1.9,77.0,4.3,2,-1.7089357700724417,0.0
13175,47.0,0.7,6.5,54.4,17.0,4,-2.0520685975883257,0.0
24782,351.0,0.2,7.1,43.1,15.7,0,-4.624792415924508,0.0
27270,0.0,0.0,-6.8,99.9,-2.2,0,-6.813042703837756,0.0
28290,98.0,1.5,9.0,54.5,17.9,0,0.3041657166944601,0.0
11829,73.0,0.5,4.8,38.6,19.1,0,-8.145115075395221,0.0
20504,71.0,0.4,-2.5,99.9,0.5,4,-2.513521649855965,0.0
10395,75.0,0.7,2.5,29.2,15.2,0,-13.693449986147337,0.0
4301,192.0,1.3,-1.8,61.7,1.2,0,-8.190704628252522,0.0
1720,294.0,1.0,2.0,72.9,3.1,2,-2.3545714989533337,0.0
11850,68.0,0.9,4.7,36.6,17.4,0,-8.918171475075189,0.0
13292,6.0,0.4,8.3,37.1,16.5,0,-5.526847668925664,0.0
12168,88.0,0.4,-7.3,99.9,-4.2,4,-7.312987572880893,0.0
14851,0.0,0.0,-3.5,87.3,0.4,0,-5.306738844986158,0.0
3458,10.0,0.1,0.2,65.0,4.4,0,-5.611507878346306,0.0
6231,0.0,0.0,-5.1,97.3,0.1,0,-5.461438250529888,0.0
16046,295.0,0.3,-0.7,99.9,0.5,4,-0.7137247028986613,0.0
1808,330.0,3.1,2.0,84.0,2.0,2,-0.4213076930987889,0.0
5074,44.0,0.3,-17.0,62.1,-11.1,0,-22.54700474071325,0.0
5234,350.0,0.1,-19.3,94.7,-12.9,0,-19.93501574234664,0.0
12368,85.0,0.7,-4.8,99.9,-2.0,4,-4.813264395250418,0.0
8454,271.0,1.3,0.0,99.9,2.0,0,-0.013804076624150658,0.0
12150,0.0,0.0,-7.1,99.9,-3.8,4,-7.113009611252607,0.0
23284,91.0,1.1,4.7,15.3,25.8,0,-19.577681424432022,0.0
5078,48.0,0.8,-17.0,59.7,-11.2,0,-22.993737473476987,0.0
22655,73.0,1.7,4.3,20.9,23.2,0,-16.215516351301915,0.0
2120,102.0,2.4,-1.0,30.6,9.0,0,-16.18843744718869,0.0
13645,0.0,0.0,-5.1,99.9,-2.6,4,-5.113231022444888,0.0
9505,270.0,0.9,2.7,95.2,1.7,4,2.008069226577648,0.0
6668,0.0,0.0,-15.9,99.9,-10.6,4,-15.912057595514163,0.0
16143,0.0,0.0,-4.3,99.9,-1.9,4,-4.313320109999687,0.0
4615,27.0,1.4,-14.0,55.5,-9.2,0,-20.995069734159085,0.0
22646,51.0,1.7,4.3,20.9,22.2,0,-16.215516351301915,0.0
19930,320.0,1.1,3.7,69.7,11.0,0,-1.3288094683821858,0.0
28022,0.0,0.0,-1.7,93.3,0.7,0,-2.6398808211185782,0.0
6621,285.0,0.3,-14.5,99.9,-9.7,4,-14.512206633316367,0.0
5028,233.0,0.7,-16.0,58.3,-10.2,0,-22.316563641230427,0.0
17457,51.0,0.2,2.7,79.0,5.4,4,-0.5807518460782525,0.0
10606,0.0,0.0,-5.1,80.8,-1.4,0,-7.88650236367082,0.0
18856,52.0,0.4,-1.7,73.0,1.8,0,-5.907230338897485,0.0
19292,0.0,0.5,7.0,43.8,21.8,0,-4.5016937130376125,0.0
3161,2.0,0.2,-5.0,78.3,-2.2,0,-8.194449911100728,0.0
5928,6.0,0.6,-10.3,64.1,-5.8,0,-15.794574335596366,0.0
26925,299.0,0.8,6.8,31.7,16.1,0,-8.898760014188449,0.0
14896,231.0,0.3,-4.3,94.6,-1.1,0,-5.036826495408247,0.0
18606,48.0,1.2,6.3,46.9,20.4,0,-4.231338857151562,0.0
2338,0.0,0.0,-4.8,27.8,0.7,0,-20.64426296841836,0.0
8626,41.0,0.4,-2.8,63.2,-3.8,0,-8.831157926570043,0.0
12936,62.0,0.2,-6.8,99.9,-4.0,4,-6.813042703837756,0.0
20263,92.0,0.5,-3.8,96.7,-0.2,0,-4.247814665388236,0.0
17906,79.0,1.6,9.3,49.5,18.0,0,-0.7430542352672599,0.0
695,35.9,0.06,10.09,7.6,10.0,0,-23.381724599636588,0.0
17333,65.0,0.2,3.8,72.6,8.8,4,-0.6747808326723272,0.0
19195,49.0,0.9,5.5,48.0,16.1,0,-4.657961089659463,0.0
18189,0.0,0.0,2.7,83.6,5.6,0,0.1989247748910304,0.0
15357,294.0,1.5,9.5,35.4,17.4,0,-5.077553189006716,0.0
10823,178.0,0.4,-5.1,87.4,-2.4,0,-6.867865712300563,0.0
17176,240.0,1.1,3.3,85.2,13.7,4,1.0503236999944177,0.0
3491,0.0,0.0,-1.0,66.9,2.1,0,-6.3786483998482035,0.0
824,17.0,0.5,2.9,47.6,12.8,0,-7.159679766076704,0.0
15513,289.0,1.0,6.3,50.1,7.1,0,-3.348804098334536,0.0
7566,124.0,1.0,-1.3,43.2,13.7,0,-12.239211254334052,0.0
13992,0.0,0.2,7.5,40.5,14.4,0,-5.08725285071191,0.0
16181,70.0,0.4,-4.8,99.9,-2.3,4,-4.813264395250418,0.0
24719,11.0,1.4,9.6,30.5,25.3,0,-6.9447554032501015,0.0
13151,29.0,1.1,4.2,64.3,12.0,4,-1.948898971530771,0.0
6614,0.0,0.0,-14.5,99.9,-9.8,4,-14.512206633316367,0.0
12961,34.0,0.3,-7.1,99.9,-4.1,4,-7.113009611252607,0.0
17861,25.0,0.8,9.6,51.1,18.9,0,-0.02841981713156112,0.0
23889,8.0,0.5,4.3,36.4,18.4,0,-9.34537516208282,0.0
9775,62.0,1.1,0.9,35.7,5.8,0,-12.624073776334924,0.0
19683,14.0,0.2,-0.4,88.0,2.8,0,-2.1453980527679906,0.0
18830,1.0,0.2,-0.7,71.9,2.7,0,-5.142747338664192,0.0
11831,90.0,1.3,5.2,37.6,19.2,0,-8.124684559612982,0.0
11337,338.0,0.1,-5.1,65.9,-1.9,0,-10.490399451140878,0.0
1941,69.0,0.7,1.0,70.8,-0.8,0,-3.7111572846395737,0.0
24737,81.0,1.1,9.6,31.1,23.6,0,-6.690820073984004,0.0
5701,0.0,0.0,-13.2,80.9,-6.6,0,-15.78619128746293,0.0
20001,342.0,1.0,4.5,56.7,14.7,0,-3.3634978601667886,0.0
18336,0.0,0.0,-2.7,99.9,0.3,0,-2.71349918181331,0.0
5443,265.0,1.0,-8.4,39.0,9.8,0,-19.91585402919837,0.0
10770,0.0,0.0,-5.6,91.1,-2.6,0,-6.821261319009945,0.0
25412,65.0,2.0,9.5,23.3,27.4,0,-10.484456675898167,0.0
23311,54.0,1.2,4.5,17.1,21.1,0,-18.437286699614113,0.0
732,358.0,0.6,2.7,51.1,15.6,0,-6.419315003272063,0.0
27267,34.0,0.1,-7.0,99.9,-2.2,0,-7.013020637443981,0.0
21489,101.0,0.3,4.8,64.3,8.4,0,-1.3783970481406151,0.0
8196,0.0,0.4,-3.5,66.0,0.9,0,-8.942871967250493,0.0
26726,256.0,1.0,4.3,31.5,17.1,0,-11.175441686723987,0.0
164,35.5,0.02,9.85,6.8,5.3,0,-24.80702227321576,0.0
18816,44.0,0.5,-0.7,72.7,3.3,0,-4.9963721504152385,0.0
15546,224.0,0.8,5.8,55.0,6.6,0,-2.5568962418763843,0.0
17481,49.0,0.2,2.9,79.1,5.3,4,-0.3686562173684595,0.0
2122,94.0,3.6,-1.2,27.7,9.2,0,-17.552986994852038,0.0
11605,0.0,0.0,-10.4,99.9,-6.7,0,-10.412648367001983,0.0
18524,14.0,0.6,5.5,60.8,18.0,0,-1.47822159722476,0.0
1694,269.0,1.4,2.2,70.0,2.9,0,-2.7105540328106135,0.0
3835,54.0,0.6,-4.6,99.3,-2.5,0,-4.693255767520289,0.0
15160,273.0,0.3,-3.5,93.5,-2.9,4,-4.397461265003195,0.0
16098,337.0,0.1,-2.7,99.9,-0.8,4,-2.71349918181331,0.0
16126,340.0,0.1,-2.5,99.9,-1.5,4,-2.513521649855965,0.0
16337,0.0,0.4,-2.0,99.9,1.6,4,-2.013577901693343,0.0
1762,288.0,0.6,1.4,74.5,1.6,0,-2.640736601487596,0.0
8372,298.0,0.8,2.4,61.2,7.6,0,-4.320408855585917,0.0
5242,0.0,0.5,-19.5,94.9,-13.1,0,-20.10939243578788,0.0
596,4.7,0.03,9.22,9.99,-4.5,4,-20.930064419239763,0.0
12628,0.0,0.0,2.5,62.1,8.9,0,-4.031158950419536,0.0
9496,243.0,0.6,2.0,99.9,0.3,4,1.9859678803169318,0.0
19572,9.0,0.5,-0.8,88.3,3.1,0,-2.493679279613525,0.0
24521,213.0,0.8,0.0,79.4,3.2,0,-3.141670683341788,0.0
8276,313.0,1.1,1.9,61.9,13.2,0,-4.642545128731991,0.0
8141,53.0,0.2,-8.8,99.7,-7.5,0,-8.838502973479974,0.0
18455,289.0,0.6,2.0,81.9,5.7,0,-0.7689333978513554,0.0
7791,0.0,0.0,-6.5,79.5,-3.5,0,-9.460914499526737,0.0
21318,0.0,0.0,6.0,50.0,11.2,0,-3.652804130652532,0.0
1048,0.0,0.2,-7.4,99.9,-3.6,0,-7.412976560700552,0.0
3299,45.0,0.3,0.0,50.9,7.6,0,-8.973924257588717,0.0
22548,90.0,0.6,1.4,46.6,3.1,0,-8.812287553657002,0.0
12493,249.0,0.6,5.2,56.7,18.7,0,-2.707309679503752,0.0
24357,68.0,0.3,-4.1,88.4,-0.1,0,-5.733131428421251,0.0
19750,43.0,0.4,-0.4,89.2,2.8,0,-1.9616591447712401,0.0
22768,75.0,1.4,-3.0,41.1,0.4,0,-14.399548952054612,0.0
21043,92.0,1.0,1.5,72.0,4.8,0,-3.004293592003933,0.0
10396,79.0,0.9,2.5,30.3,15.0,0,-13.238171711753445,0.0
7617,182.0,1.3,-0.5,33.2,13.2,0,-14.76081912506709,0.0
11790,73.0,1.6,4.7,44.2,20.2,0,-6.4771306866484055,0.0
17877,157.0,1.4,9.5,48.1,19.4,0,-0.9520721078092241,0.0
7329,19.0,0.2,-15.7,93.3,-11.0,0,-16.534222052008232,0.0
13732,0.0,0.0,-6.3,99.9,-3.6,4,-6.3130979515531775,0.0
20073,348.0,1.0,5.0,56.2,12.0,0,-3.0140424773033505,0.0
28001,0.0,0.0,-6.0,99.9,-1.8,4,-6.0131311562265255,0.0
22063,89.0,1.0,7.0,35.5,16.6,0,-7.261992925886243,0.0
21888,321.0,1.3,3.5,97.5,8.5,1,3.141058605214603,0.0
7332,352.0,0.3,-15.9,93.8,-11.1,0,-16.668795337162866,0.0
14374,239.0,0.7,-4.6,99.9,-2.8,4,-4.61328666713912,0.0
17257,281.0,0.6,6.6,58.2,14.8,4,-1.038604188334052,0.0
15321,278.0,0.7,10.3,35.6,20.8,0,-4.292356798212894,0.0
26562,356.0,0.2,-7.6,93.7,-3.3,0,-8.439599469679955,0.0
17685,66.0,0.3,0.9,99.3,2.7,0,0.8023947833726538,0.0
15743,91.0,0.9,5.2,91.0,11.2,0,3.8498255752996338,0.0
1492,301.0,1.2,4.3,54.5,15.6,0,-4.080030390103978,0.0
21291,84.0,0.5,5.5,51.2,11.0,4,-3.7981679209115367,0.0
23367,0.0,0.0,-0.4,38.9,10.6,0,-12.72548547426171,0.0
23645,0.0,0.0,-8.3,99.9,-3.3,0,-8.312877661243027,0.0
27841,0.0,0.0,-4.8,94.6,0.7,0,-5.533749185029063,0.0
13320,52.0,0.2,7.1,38.8,13.3,0,-6.01222834207171,0.0
21358,296.0,0.4,6.8,48.1,12.0,0,-3.4343685615823083,0.0
12300,0.0,0.0,-9.4,99.9,-5.9,4,-9.412757297866511,0.0
28337,0.0,0.0,4.8,73.3,12.0,0,0.4220205445809849,0.0
14500,71.0,0.4,-1.7,99.9,1.2,4,-1.713611708839694,0.0
4198,135.0,0.5,0.9,77.1,5.5,0,-2.6622363038758485,0.0
4749,39.0,2.4,-11.6,30.8,8.1,0,-25.45386800838543,0.0
15266,70.0,0.7,8.3,38.2,19.7,0,-5.1411880026703205,0.0
17498,0.0,0.0,2.9,79.1,4.9,0,-0.3686562173684595,0.0
23687,20.0,0.2,-8.8,99.9,-4.0,0,-8.812822880562099,0.0
22739,88.0,1.6,-2.0,35.0,1.7,0,-15.453096740175795,0.0
10574,0.0,0.0,-3.7,70.0,-0.2,0,-8.379447291155394,0.0
2589,0.0,0.0,-11.7,99.9,-8.2,0,-11.712507455096107,0.0
8053,0.0,0.0,-11.4,99.9,-7.8,0,-11.412539903172885,0.0
8499,324.0,0.7,0.9,75.7,-0.7,0,-2.9093241297438954,0.0
9453,17.0,0.3,-0.8,99.9,-1.5,4,-0.8137133824763078,0.0
14663,75.0,1.5,7.6,33.1,21.8,0,-7.638153583407947,0.0
25653,0.0,0.0,-2.2,72.6,2.1,0,-6.46183106557901,0.0
27362,0.0,0.0,-2.7,93.8,-1.0,0,-3.5605447500089205,0.0
24083,123.0,0.3,5.2,40.9,12.9,0,-7.03517513609914,0.0
26815,105.0,0.6,6.8,24.1,30.2,0,-12.35721526455922,0.0
19678,12.0,0.2,-0.4,87.0,2.8,0,-2.3002203507041825,0.0
10585,37.0,0.2,-4.1,74.0,-0.7,0,-8.049336912420022,0.0
24751,62.0,1.0,9.5,31.4,20.4,0,-6.653100970531616,0.0
19099,0.0,0.0,-3.0,92.4,0.0,0,-4.0591919732658885,0.0
1207,0.0,0.0,-8.9,99.9,-5.5,4,-8.912811938436962,0.0
5106,90.0,0.3,-17.7,68.4,-11.6,0,-22.116886002727853,0.0
24348,338.0,0.2,-3.8,85.7,0.2,0,-5.845587661719799,0.0
7333,308.0,0.2,-15.9,94.2,-11.2,0,-16.61784428263012,0.0
23847,23.0,0.5,0.5,48.5,7.7,0,-9.129142820806381,0.0
27997,0.0,0.0,-6.6,99.9,-2.0,4,-6.613064788912897,0.0
22324,357.0,0.1,-4.5,92.4,-0.9,0,-5.546028847496964,0.0
26698,342.0,0.2,1.7,40.6,9.8,0,-10.29416572166849,0.0
3680,15.0,0.3,-5.6,99.9,-2.7,0,-5.613175494509079,0.0
12305,0.0,0.0,-9.4,99.9,-5.9,4,-9.412757297866511,0.0
14497,60.0,0.2,-1.7,99.9,1.1,4,-1.713611708839694,0.0
558,2.5,0.02,9.27,9.99,-4.3,4,-20.89129973138279,0.0
4558,25.0,1.3,-13.1,55.8,-8.2,0,-20.086704763837787,0.0
2289,293.0,1.2,-1.8,23.0,5.8,0,-20.2517091899952,0.0
12643,0.0,0.0,0.9,69.9,7.0,0,-3.9782500491265473,0.0
22396,0.0,0.0,-5.6,99.9,-2.3,0,-5.613175494509079,0.0
11751,0.0,0.7,3.5,48.4,15.9,0,-6.389958484909699,0.0
22143,282.0,1.3,1.5,43.9,6.3,0,-9.483503425854868,0.0
13263,44.0,0.6,9.0,37.8,19.5,0,-4.6539437003227135,0.0
4269,75.0,0.9,-0.8,64.9,2.3,4,-6.584513980950876,0.0
18752,0.0,0.0,0.7,62.2,6.5,0,-5.715870731382733,0.0
11079,303.0,0.7,4.0,30.4,19.5,0,-11.883633336796851,0.0
14883,0.0,0.0,-4.8,93.6,-0.7,0,-5.673699726801621,0.0
792,56.0,0.4,2.9,46.0,17.1,0,-7.603237997910599,0.0
15886,43.0,0.8,7.0,73.6,10.2,0,2.6022310676535585,0.0
26796,23.0,0.6,6.8,23.6,28.7,0,-12.617538106135454,0.0
27758,0.0,0.0,-1.8,78.9,3.6,0,-4.9792779882071585,0.0
4751,325.0,1.7,-11.2,32.8,8.4,0,-24.400011843538014,0.0
4503,65.0,1.0,-10.7,61.7,-6.0,0,-16.633807861465385,0.0
24604,60.0,0.9,6.3,41.6,21.1,0,-5.818249535987058,0.0
18393,331.0,0.2,-3.7,99.9,-1.0,4,-3.713387121819837,0.0
14439,0.0,0.0,-2.0,99.9,-0.6,4,-2.013577901693343,0.0
22875,14.0,0.3,-5.8,63.5,-2.6,0,-11.624135180333536,0.0
21321,15.0,0.3,6.2,50.9,11.2,0,-3.2285877745911518,0.0
19065,28.0,0.1,-3.7,93.2,-0.4,0,-4.63864093787249,0.0
15550,250.0,1.0,5.7,56.3,6.6,0,-2.334532147904829,0.0
18120,43.0,0.2,3.0,81.5,6.5,0,0.14090515978150164,0.0
9480,25.0,0.3,0.0,99.9,-1.1,4,-0.013804076624150658,0.0
11340,314.0,0.2,-5.3,65.8,-2.0,0,-10.700598228650783,0.0
25847,60.0,0.2,-7.1,99.2,-2.9,0,-7.204402729508753,0.0
19355,320.0,0.9,8.0,40.9,18.9,1,-4.505704982330759,0.0
20862,0.0,0.0,3.0,62.2,8.6,0,-3.5358635208780664,0.0
16952,30.0,0.2,-6.0,99.9,-3.5,4,-6.0131311562265255,0.0
26977,285.0,0.7,3.5,45.2,9.2,0,-7.281445460821035,0.0
15462,0.0,0.0,3.3,59.4,8.5,0,-3.868661148330909,0.0
26245,90.0,0.3,1.0,33.6,8.9,0,-13.284868463515195,0.0
14105,322.0,0.3,-0.5,77.2,4.0,0,-4.004474718950812,0.0
28031,0.0,0.2,-0.2,79.1,2.9,0,-3.3873347318226004,0.0
14876,344.0,0.2,-4.1,91.4,-0.5,0,-5.2932935863535935,0.0
