,air_temperature_1h
11382,-4.5
7523,-3.3
7010,-7.1
12630,5.7
8624,-2.3
28563,3.0
964,-6.0
24382,-0.7
12344,-9.6
19535,-1.0
12605,7.0
4980,-15.0
12876,-5.6
13747,-5.8
7218,-11.7
26566,-6.3
16951,-5.8
12160,-7.0
18253,2.7
23770,-8.6
23544,-3.5
13392,2.2
2624,-12.9
8066,-12.1
20042,4.3
17352,5.8
28505,2.7
9335,3.2
10633,-5.0
19044,-3.7
11546,-9.8
2718,-4.5
14175,-2.0
23370,4.3
11306,-4.1
6163,-5.0
12851,-5.3
11744,1.2
7847,-8.3
28365,11.4
3101,-6.0
20919,2.9
23567,-4.5
354,9.52
24031,6.8
24603,-2.5
23717,-7.9
10813,-5.3
4438,-6.5
2143,-0.8
13773,-5.5
19139,-3.3
16828,-4.3
9450,0.5
5971,-10.3
18335,0.7
14488,-2.0
27817,-0.2
7982,-11.9
701,2.9
11343,-4.1
27353,-6.8
22563,-6.5
8736,-4.3
16581,5.2
7033,-7.9
14850,-2.3
7976,-11.7
7392,-16.4
28419,7.3
158,9.8
12770,-3.2
21061,1.4
5855,-11.4
25780,-3.2
16083,0.0
21091,1.2
21179,1.2
2649,-11.9
2244,-1.7
17901,8.3
15429,8.3
6596,-14.2
21389,6.3
17430,2.9
17723,1.5
23107,-9.3
7544,-1.5
26989,9.8
14845,-2.2
23629,-6.5
19217,2.5
157,9.82
15161,-6.8
11288,-2.5
2743,-3.7
26763,-1.7
14104,1.0
25596,5.8
9007,3.5
13216,6.8
24039,7.1
26097,3.2
27663,13.1
13344,7.3
28422,7.0
6950,-4.6
12987,-7.1
16728,-1.5
5969,-10.3
18017,9.1
9942,-3.8
15802,4.8
10749,-6.5
22288,0.0
25962,-7.4
5232,-19.3
18511,1.2
21720,4.7
18397,-2.7
22241,1.0
10488,1.7
27738,5.2
2060,-0.8
18030,8.3
7660,-1.0
27812,0.2
9049,4.8
18859,0.0
14389,-5.5
9495,-1.3
26689,-8.3
16749,-2.2
2015,-1.5
25358,3.0
7679,-2.2
3053,-6.1
14485,-2.0
12505,4.5
6374,-6.3
8244,0.0
25587,6.3
15508,4.7
12563,6.5
6183,-5.0
25995,-7.6
8076,-12.4
19425,7.8
5838,-12.7
15842,5.7
8970,2.7
17026,-6.0
5645,-12.6
9279,-5.8
16763,-2.5
23990,4.0
9435,0.5
461,9.45
21183,1.2
21602,4.8
14922,-4.8
15235,2.7
18862,-0.4
15618,5.2
24294,1.9
15244,3.2
23683,-7.4
10262,-2.5
8116,-12.9
6540,-12.6
6140,-6.0
2699,-5.3
14155,-1.8
18100,6.0
13814,-3.8
21041,1.4
27375,-7.0
25060,-1.0
22309,-0.4
26492,-3.8
16245,-4.5
18556,2.9
22295,0.0
21946,2.9
4841,-10.6
27958,-4.5
49,9.98
10717,-7.0
9719,6.0
4730,-11.6
23004,-7.4
17311,7.0
9730,5.3
4672,-12.9
13609,-4.6
6436,-7.6
19572,-1.3
15008,-6.1
13330,7.8
4112,5.3
14158,-1.7
15872,6.0
26064,0.2
3829,-5.1
7413,-13.2
10767,-5.8
27527,4.3
918,-4.3
26977,9.9
13028,-7.6
14905,-4.1
15440,7.3
21558,5.0
23537,-3.0
25866,-4.0
23169,-10.1
768,3.3
4669,-13.1
14375,-5.6
12619,6.0
13660,-4.6
5542,-6.3
5657,-12.9
22656,3.3
14722,7.6
7177,-11.4
26755,-2.7
17025,-6.0
23038,-8.1
12257,-8.1
22986,-6.3
28482,2.9
7001,-7.0
3035,-6.6
28367,11.1
588,9.45
13707,-5.1
18235,2.9
11463,-7.9
19418,7.8
25149,-3.2
21760,4.3
17491,2.9
15336,9.9
24674,3.8
24069,8.1
15212,-0.5
26971,9.1
22097,8.5
3994,3.3
17137,-3.0
12587,6.3
8052,-11.2
953,-4.6
24263,1.2
16197,-3.3
17902,8.3
19656,-0.8
10263,-2.5
21567,4.7
3246,-2.3
6925,-3.7
15217,0.2
21304,3.3
22588,-4.6
889,-2.5
5626,-11.6
11806,4.5
12724,-2.0
26197,6.6
27724,6.6
18398,-2.7
13202,6.2
24532,-5.1
22043,7.3
17572,2.4
22932,-4.1
3434,1.4
10181,-8.6
12646,4.0
9916,-2.2
10659,-5.0
16374,-2.3
17988,8.8
17577,2.4
28107,-5.1
10935,-5.0
12199,-7.3
11597,-9.8
9848,-1.0
11538,-9.8
8723,-3.3
17725,1.5
20376,-4.8
17602,2.5
27456,-4.8
21746,5.2
18891,-0.7
19860,0.4
6058,-7.1
6234,-5.1
19913,1.9
3651,-5.0
13844,-1.5
5103,-17.0
4465,-8.4
9633,6.8
20553,-3.7
25608,4.8
16404,-2.0
193,9.77
901,-3.0
24006,4.8
10641,-5.3
11724,-0.5
18368,-1.3
1211,-9.6
24593,-3.8
19370,7.0
24041,7.1
8133,-11.1
21236,1.9
15655,3.0
4905,-13.1
2091,-1.5
12627,5.8
6455,-8.6
11978,1.0
15633,3.8
8363,2.4
12220,-7.9
15812,5.2
8517,0.4
20359,-4.6
28521,3.2
13367,4.8
8310,2.5
5035,-16.0
16534,3.2
12097,-5.0
21346,5.2
24976,2.5
22071,7.8
19633,-0.8
10563,-2.0
11162,4.3
10405,2.5
13280,9.3
15971,7.1
20824,7.8
6859,-3.5
21480,7.5
10332,0.5
27641,12.9
26486,-3.7
25273,-2.3
263,9.68
25344,2.0
20538,-3.5
2826,0.7
24500,-4.0
15191,-3.3
10979,-3.2
27667,13.1
17525,2.9
4643,-13.4
4147,3.5
9708,6.3
15895,6.2
1778,0.9
15806,5.2
18458,-3.8
27728,6.3
4678,-12.4
26403,-1.0
3528,-2.8
28283,11.6
1671,2.0
28002,-6.0
17698,1.9
4177,1.7
2278,-3.3
742,3.0
16630,6.2
25696,0.4
19801,-0.4
26110,3.3
13170,3.2
796,2.4
11001,-1.0
21223,1.7
17492,2.9
5076,-17.0
27019,7.8
15121,-6.8
11555,-10.1
17656,2.2
3402,1.9
7487,-5.8
21371,6.0
24364,0.4
18245,2.7
21849,3.0
20780,9.0
12962,-6.5
23819,-9.1
22378,-3.8
4729,-11.9
9557,4.7
20310,-2.7
12358,-9.4
16645,5.3
25663,1.5
8265,0.7
26376,-0.2
7343,-16.0
11545,-9.8
2531,-11.2
12855,-5.5
12110,-5.1
11416,-6.8
28479,2.8
7730,-3.5
15489,3.3
26316,3.7
14220,-2.3
19088,-2.8
6230,-5.3
1825,0.5
20164,3.2
5495,-6.8
12721,-2.2
6671,-16.0
5742,-12.7
24024,6.2
8488,-0.5
14965,-5.3
7497,-4.8
28333,11.8
20922,2.9
13328,7.8
20714,8.5
13249,8.5
7667,-1.7
20550,-3.5
2159,-0.4
21908,2.5
517,9.26
9296,-6.8
2854,0.9
19724,0.0
14813,1.2
18061,6.5
12533,6.8
5283,-19.7
22518,-6.0
8343,2.5
4251,-0.4
1965,0.0
16975,-5.6
22359,-3.2
20718,8.6
8282,1.9
16452,-1.0
16492,0.0
5124,-17.7
9345,2.2
9127,1.0
25366,4.3
16259,-4.8
26220,7.8
9725,5.3
21812,3.3
14823,0.0
8222,-2.2
27847,-1.2
24873,8.1
21415,6.8
4782,-10.1
8601,-1.8
28031,-6.3
17629,2.2
18570,3.7
6766,-4.6
22618,1.2
12465,2.0
14271,-3.8
27046,5.0
28173,5.2
20645,5.0
13964,6.5
22357,-3.0
24425,-3.8
9350,1.7
1829,0.7
6491,-10.1
12162,-7.0
4298,-1.7
27586,9.9
6351,-6.8
10394,2.4
6664,-15.9
18874,-0.7
24416,-3.3
7792,-6.5
26568,-6.0
13121,-1.5
17605,2.5
16532,3.0
21440,7.1
19231,3.7
10987,-2.5
10660,-5.0
10669,-6.0
6406,-7.3
5233,-19.3
26066,0.0
19381,6.5
9265,-5.1
25274,-2.5
12456,1.2
14992,-6.1
7276,-13.6
9331,3.2
23637,-6.6
16841,-4.1
14242,-3.3
26783,0.2
19581,-1.8
19936,2.2
12946,-6.8
13197,5.7
18656,7.0
15835,5.7
860,-2.0
11852,4.8
21316,3.7
16194,-3.3
3815,-6.3
20078,4.8
17337,6.3
27168,-3.0
27332,-6.5
3952,1.0
8466,-0.8
26213,6.8
2014,-1.7
6027,-9.1
18070,6.2
3571,-2.8
21604,5.0
18409,-3.2
6964,-5.5
12511,5.0
25927,-6.6
13871,4.0
26757,-2.3
11053,1.4
3227,-2.8
26214,7.0
22360,-3.2
26697,-8.3
84,9.98
19621,-0.7
9297,-6.8
6750,-5.5
747,3.5
920,-4.3
7100,-9.3
12293,-8.9
8169,-5.6
13946,6.2
11016,-0.4
4043,5.8
5130,-18.0
28407,8.5
32,9.96
10620,-4.8
175,9.8
21167,1.4
7880,-9.4
2243,-1.7
21986,4.7
17983,8.8
10629,-5.1
4026,5.2
7779,-5.6
5912,-10.6
19055,-2.7
23568,-4.6
988,-6.1
11262,-1.2
1798,0.4
18159,2.9
13601,-5.3
24670,3.7
6832,-3.5
3116,-6.1
16418,-1.5
3049,-6.3
2437,-8.3
11889,4.8
299,9.7
1447,4.3
25929,-6.6
23064,-8.1
5461,-8.4
18246,2.7
10037,-7.1
463,9.47
13110,-2.8
5975,-10.3
22028,7.1
6705,-13.9
26279,6.5
18363,-1.0
16507,1.2
28000,-5.8
21629,4.2
16185,-2.7
21939,2.9
9994,-5.8
22690,4.3
23127,-9.4
23287,1.9
25506,9.6
2864,0.5
19629,-0.7
24573,-5.8
428,9.45
11221,0.9
3765,-4.5
8189,-4.6
22682,4.2
3377,1.7
11794,4.0
8710,-3.3
19511,0.0
26363,0.0
727,3.0
27255,-5.3
18339,0.9
8017,-12.1
19009,-3.7
22490,-6.1
23041,-8.1
25368,4.3
17926,9.5
28332,11.6
19308,6.8
18728,5.2
7496,-4.8
28230,9.5
18163,3.0
8832,-8.1
27297,-6.0
5373,-13.2
25470,9.9
7408,-13.9
12787,-4.1
21679,4.3
221,9.73
17063,-6.1
4617,-14.0
22194,2.9
18711,6.0
3084,-6.5
10003,-6.3
10316,0.5
16364,-2.5
15809,5.0
20782,8.8
10763,-5.8
27129,-1.2
20923,3.0
19889,1.2
19482,1.9
2097,-1.3
16427,-1.0
9425,-0.4
1219,-9.8
3031,-6.6
3170,-5.1
25463,10.1
4028,5.3
14070,5.8
26943,9.6
16733,-1.8
9611,5.8
5610,-11.4
2900,0.0
16744,-2.2
2973,-5.5
28151,3.0
72,9.95
17799,4.3
24438,-3.7
13810,-4.1
25750,-2.0
7086,-8.9
27607,10.9
2599,-12.4
9260,-5.6
13673,-5.1
15147,-6.8
5079,-16.9
19078,-2.5
11752,1.9
7752,-3.8
396,9.5
14098,1.7
5758,-13.4
4325,-2.7
12649,3.3
19174,-2.5
20925,2.7
12915,-6.1
22257,0.5
4105,5.7
20203,0.5
850,-1.0
14346,-5.0
24880,7.5
21915,2.5
3074,-6.3
5687,-13.1
12166,-6.8
6404,-7.1
2433,-8.3
13109,-3.0
19010,-3.5
22952,-5.0
28081,-6.6
7511,-4.1
28181,5.5
15578,5.8
4123,5.2
10516,-1.5
729,3.0
7217,-11.6
28291,12.3
12375,-8.1
14148,-1.7
21307,3.3
10127,-7.1
27279,-5.8
24234,2.4
14233,-2.7
18804,1.7
16662,4.7
5105,-17.0
1795,0.4
2517,-10.6
27117,-0.4
8603,-1.5
21681,4.3
17127,-3.3
8720,-3.2
6475,-9.3
1642,0.7
5199,-19.0
23506,-2.8
17194,0.5
7846,-8.4
10809,-5.3
3324,0.7
511,9.27
486,9.37
1528,3.8
20090,4.7
16954,-5.6
22566,-6.5
25650,2.4
25654,2.2
20670,6.3
20056,4.5
16557,5.2
24160,6.6
20889,3.7
17218,3.2
18839,0.5
5554,-6.5
13332,7.8
23306,2.5
2542,-11.6
6624,-14.2
19643,-1.0
13188,5.2
13339,7.5
997,-6.8
1213,-9.6
21135,1.2
8575,-1.2
15507,5.0
17301,6.5
25757,-2.2
10867,-5.0
15004,-6.0
6235,-5.1
13540,-3.7
23827,-9.3
24919,5.2
4158,2.9
27420,-7.3
2594,-12.6
6651,-15.4
5649,-12.6
8176,-5.6
4685,-12.2
26465,-2.7
5073,-17.0
26211,6.8
18807,1.5
5123,-17.7
16966,-5.6
19339,7.5
20613,2.2
3039,-6.5
24966,2.4
24841,9.5
17419,3.3
6445,-7.8
10956,-4.0
28003,-6.0
27465,-2.3
12769,-3.3
6453,-8.4
2622,-12.9
6642,-14.7
5264,-19.5
12369,-8.4
17094,-4.3
3415,1.5
5144,-17.5
2785,-0.7
23274,1.0
28355,11.4
10064,-7.6
10007,-6.6
6123,-6.1
17360,5.3
27298,-6.0
2775,-1.3
982,-6.0
7515,-3.3
6993,-6.6
10546,-1.8
16106,-0.8
28516,2.7
4505,-10.6
16552,5.2
22390,-4.1
25703,0.0
14035,7.6
15506,5.0
19394,6.8
19980,3.0
20061,4.5
20206,0.5
11742,0.9
11940,2.7
28128,-0.7
13780,-6.0
18779,3.2
20136,5.0
26159,5.8
23474,-0.8
19417,8.0
12544,6.3
12638,5.2
7026,-7.9
22245,1.0
19268,5.7
9289,-7.0
6998,-6.8
3487,-0.5
16846,-4.1
13980,7.3
26769,-0.7
4163,2.4
8675,-4.3
16724,-1.7
18257,2.5
18002,9.6
27382,-7.1
25977,-7.8
25882,-4.5
27553,6.8
3266,-1.3
27535,5.8
25800,-2.7
2560,-12.1
27649,13.2
18033,8.1
25956,-7.1
19475,2.7
5380,-12.4
7481,-5.8
2363,-5.8
7011,-7.1
822,1.5
26135,3.8
26559,-6.1
2918,-1.5
6226,-5.3
14081,4.3
682,10.17
23324,2.7
20809,8.3
21175,1.4
28180,5.3
19640,-1.0
12941,-6.8
28334,11.4
27888,-2.3
21045,1.4
26084,2.0
8178,-5.6
24153,7.1
20297,-1.7
2011,-1.5
4509,-10.9
399,9.5
15424,8.5
11807,4.2
24509,-4.6
7966,-11.4
6992,-6.6
27254,-5.3
21857,3.0
1827,0.5
18110,5.2
6085,-6.5
27031,6.5
23707,-7.8
7013,-7.3
3567,-2.8
18162,3.0
7742,-3.3
2613,-12.7
27158,-2.3
20586,-0.8
22477,-5.8
26728,-8.4
14177,-2.2
20564,-3.3
4666,-13.1
1747,2.0
13288,8.6
7014,-7.4
8184,-5.1
27078,3.5
13960,6.6
18563,3.3
6758,-5.3
8033,-12.1
22597,-2.7
27900,-3.2
7449,-7.9
7075,-8.4
11025,-0.2
5286,-19.3
6692,-15.2
14001,7.3
10275,-1.7
8585,-2.0
7169,-10.7
22392,-4.0
18062,6.5
12554,7.1
17880,8.1
28303,12.4
27152,-2.3
12145,-6.3
15940,6.8
26557,-6.3
23468,-0.2
19159,-3.2
27056,4.3
5097,-16.9
16407,-2.0
17823,6.0
10738,-6.6
1754,2.2
12326,-9.4
18629,7.0
1738,1.4
1969,-0.2
4734,-11.7
26838,4.5
22405,-4.3
26985,10.1
17717,1.9
5903,-10.7
1585,1.2
6155,-5.1
12032,-2.5
5152,-17.8
14110,0.4
2193,-0.5
16819,-3.7
9973,-5.1
24164,6.5
21193,1.4
22053,6.8
5096,-17.0
13942,6.5
20823,7.8
14790,1.0
20643,5.2
3842,-4.5
7596,-0.5
16837,-4.0
10380,2.2
23395,4.7
4731,-11.7
6709,-13.2
19821,-0.2
11778,3.3
26749,-4.1
19352,7.0
17088,-4.6
23795,-8.9
23671,-7.4
20957,0.4
7539,-2.3
23507,-3.0
11820,5.3
12701,-1.7
17400,3.5
24102,8.8
2051,-1.0
17018,-6.1
22401,-4.3
11146,3.7
19343,6.8
15585,5.7
15074,-7.6
7577,-1.7
17581,2.5
14020,7.5
2351,-5.5
20659,5.2
17589,2.5
17991,9.1
9454,0.2
14031,7.6
7749,-3.7
17675,2.2
15342,10.6
14446,-2.5
2480,-9.6
28446,4.7
26489,-3.7
26051,-0.8
214,9.75
13549,-4.0
9213,-3.2
8796,-6.5
26500,-3.7
17452,2.9
20635,4.3
5291,-19.3
19803,-0.2
3267,-1.3
1791,0.5
22166,5.0
19206,1.2
17446,2.7
2200,-0.5
26921,7.8
27477,-0.8
24255,1.2
7893,-9.3
19143,-3.2
27824,-0.8
27747,5.7
10074,-7.9
14484,-2.0
16904,-5.1
14284,-3.7
15610,5.3
24055,7.6
7939,-10.9
10455,2.2
28555,3.0
22824,2.9
13770,-6.0
18191,3.2
10304,0.0
19976,2.5
21989,4.7
9239,-5.0
14650,7.0
27074,3.7
18647,6.6
21439,7.1
11121,4.0
8030,-12.1
17134,-3.2
18730,5.2
306,9.68
26795,1.4
23391,4.8
8012,-12.4
20735,9.8
16244,-4.5
14037,7.5
15326,9.9
15680,2.2
9095,3.5
6412,-7.3
23687,-7.4
26646,-7.4
15523,6.0
4364,-3.8
2544,-11.6
28484,2.8
26701,-8.4
24996,0.9
19726,0.0
22639,2.4
17863,7.3
24305,2.2
7697,-3.0
15561,6.0
26937,8.6
1630,-0.4
755,3.0
482,9.34
25637,3.0
15837,5.5
23644,-7.0
28059,-6.3
8001,-12.4
17065,-5.8
27091,1.7
10977,-3.3
12743,-3.2
27414,-7.3
16043,2.4
19202,0.7
10002,-6.3
16240,-4.1
20483,-4.8
312,9.67
20796,9.3
14561,-1.0
21686,4.8
17189,0.0
10205,-8.4
5260,-19.7
15205,-1.5
16918,-5.1
4122,5.2
4161,2.7
22768,3.8
4802,-10.3
14416,-3.3
18312,1.0
17843,6.8
9322,2.0
19916,2.2
5219,-19.3
6760,-5.1
5386,-12.6
19319,6.8
9944,-4.1
8597,-2.2
24406,-2.7
11632,-10.6
24774,8.8
14667,7.6
3546,-2.5
7025,-8.1
23773,-8.6
941,-4.8
24087,8.8
3167,-5.1
6780,-3.8
27719,7.5
285,9.72
5976,-10.3
20673,6.2
8237,-1.2
4359,-3.7
21432,7.1
26767,-0.8
24943,4.2
12953,-6.6
22798,4.3
18590,5.7
18066,6.3
4853,-10.4
10048,-7.3
15538,6.2
18998,-3.8
16263,-4.5
28268,11.1
9247,-5.5
16141,-1.8
14760,3.7
16056,1.7
25556,8.8
25481,9.5
27990,-5.6
5581,-8.9
19396,6.8
14465,-2.0
19117,-3.7
13746,-5.8
18007,9.6
1946,0.5
4523,-11.7
4850,-10.4
17580,2.4
26522,-5.0
20307,-2.7
14487,-2.0
24611,-1.2
14372,-5.1
11923,3.8
10128,-7.4
5287,-19.3
5327,-15.0
22919,-3.7
4614,-14.0
966,-6.1
26928,8.1
25983,-7.8
1767,2.4
2049,-1.0
15880,6.5
11917,4.3
4798,-10.1
9634,7.0
1223,-9.8
15921,6.5
21417,7.0
26907,8.0
10969,-3.3
22617,1.4
11519,-9.3
20050,4.3
10355,0.9
473,9.37
19774,-0.2
27526,4.3
14491,-2.0
11938,2.9
21174,1.4
23178,-9.4
5416,-10.6
17187,0.0
18933,-2.7
28134,0.0
2045,-0.7
12746,-3.2
7674,-2.0
18577,4.7
2165,-0.2
23040,-8.1
21804,3.7
12509,5.0
12991,-7.1
8983,2.9
5847,-11.9
12048,-2.3
17565,2.9
28471,4.1
15609,5.3
6332,-6.8
25571,7.8
12867,-5.6
19587,-1.5
4451,-7.4
5714,-13.2
20285,-1.5
7587,-1.0
10108,-8.1
255,9.68
12543,6.3
7196,-11.4
3934,-0.7
13214,6.5
5477,-7.6
19445,5.8
8583,-2.0
24585,-5.0
28204,8.3
1078,-8.4
5329,-14.7
23249,0.7
13472,-1.5
5888,-11.1
12809,-4.5
3635,-4.3
9492,-1.3
10931,-5.0
14991,-6.1
10848,-5.1
11198,2.9
5643,-12.4
14443,-2.5
16568,5.0
24476,-3.3
16780,-3.2
14870,-3.0
14825,-0.4
16278,-2.8
7425,-11.2
5659,-12.9
3946,1.0
8797,-6.3
7676,-2.0
5518,-6.8
25452,9.3
3440,1.5
8834,-8.1
26670,-8.1
11592,-10.3
18137,3.0
26708,-8.8
4306,-1.8
3488,-0.5
15839,5.7
5217,-19.3
15227,1.5
24595,-3.8
8023,-12.2
2977,-5.8
4115,5.5
9911,-2.5
1201,-9.4
19560,0.5
22426,-5.5
26540,-5.8
24093,8.6
2054,-0.8
27792,1.5
18296,0.9
819,1.7
26506,-4.6
2223,-1.0
11319,-4.3
10494,1.0
16715,-0.7
2830,0.2
9529,2.4
24713,5.8
17177,-0.5
8065,-11.9
22347,-2.5
11232,0.0
22228,1.4
14542,-1.7
8960,3.0
6410,-7.3
6929,-3.8
8952,2.9
25636,3.2
19101,-3.2
20077,4.8
17186,0.0
14639,5.5
13927,6.0
23765,-8.6
20865,4.5
2871,0.5
18767,4.0
5862,-11.2
8301,3.2
914,-4.3
2570,-12.1
14510,-1.8
27366,-7.1
26596,-7.0
21570,4.7
22403,-4.5
4927,-13.7
5210,-19.3
17844,6.8
6844,-3.7
10273,-1.7
2726,-3.8
13047,-7.9
3633,-4.3
17180,-0.4
7948,-10.6
4273,-0.8
13461,-1.0
22829,2.5
7114,-9.6
1967,0.0
22794,4.5
13352,6.8
17722,1.7
13101,-4.3
3722,-5.5
1552,2.5
10445,2.4
12211,-7.6
6110,-6.6
26260,6.6
19985,3.3
12105,-5.0
25772,-2.7
22793,4.5
27451,-5.6
1346,-2.3
19405,7.6
22271,0.2
1782,0.7
1084,-8.6
24956,3.2
22374,-3.8
23210,-3.2
4136,4.3
22696,4.8
28539,1.9
2501,-10.1
9645,6.0
8259,0.0
26341,1.4
13068,-7.4
20506,-4.5
4085,5.0
18321,0.7
1746,2.0
27621,10.9
20462,-4.6
3926,-1.8
28075,-6.6
5919,-10.6
10321,0.7
10664,-5.5
18809,1.5
22724,4.3
21204,1.4
3159,-5.3
14532,-1.5
10257,-3.5
1288,-8.4
26880,6.0
239,9.72
346,9.54
15220,0.5
5608,-11.1
23376,4.7
24811,9.8
12815,-4.3
17540,3.0
21249,1.9
2061,-0.8
15581,5.8
12441,-1.2
8883,-1.7
25742,-1.5
6711,-12.7
25431,8.8
24542,-5.6
6910,-3.3
10665,-5.5
14635,5.7
16146,-2.2
12216,-7.8
14919,-4.8
23108,-9.3
23835,-9.4
27594,10.3
2290,-3.8
1796,0.4
1028,-7.3
13141,0.4
6565,-13.4
2053,-1.0
16307,-2.5
4628,-13.4
15541,6.2
21714,4.5
11265,-1.3
10599,-3.2
15124,-6.8
5457,-7.9
10255,-3.5
23965,2.4
16539,3.8
18864,-0.2
2983,-5.8
21425,7.3
25871,-3.7
1646,1.2
22162,5.5
460,9.45
8880,-2.0
11483,-8.6
16755,-2.3
26480,-3.7
17909,8.6
2006,-1.3
18261,2.5
9694,7.1
20041,4.3
4896,-12.7
16071,0.4
6121,-6.1
27762,4.2
5731,-12.9
17533,2.9
15285,5.8
8969,2.5
26919,7.3
16524,2.0
15319,9.6
19768,-0.4
4525,-11.9
26617,-7.3
6310,-6.5
3056,-6.1
608,9.75
7849,-7.9
25126,-2.8
20156,3.8
2215,-0.8
9784,1.9
1275,-9.1
11186,3.7
14267,-4.1
22229,1.4
17682,2.2
21808,3.5
19636,-0.8
8881,-1.8
13201,6.3
12221,-7.9
24172,6.0
19758,-0.5
3400,1.7
26962,9.6
24736,7.8
14026,7.5
8769,-5.1
13274,9.1
16246,-4.6
7740,-3.5
26768,-0.7
14679,8.3
13648,-5.1
4487,-9.8
23814,-9.3
18193,3.2
9175,-1.7
14596,1.4
6820,-3.5
10186,-8.1
25727,-1.8
7139,-10.7
3833,-4.6
23472,-0.7
10805,-5.5
25026,-0.7
7889,-9.4
10363,1.2
7065,-8.1
25271,-2.3
3243,-2.5
27306,-6.3
19982,3.2
9516,0.5
13842,-1.7
1752,2.2
12882,-5.6
27114,-0.2
10898,-5.3
22110,7.5
23204,-4.0
15640,3.3
23980,3.0
8166,-5.5
395,9.5
28412,7.8
24783,9.0
19464,4.2
7537,-2.5
22816,3.8
899,-2.7
9769,2.9
11101,3.5
12315,-9.3
4378,-4.3
23865,-9.6
1144,-7.8
14153,-2.0
23682,-7.4
15289,6.6
8373,2.4
11038,0.2
1098,-8.6
13387,2.5
21548,4.8
12123,-5.8
25542,8.8
10416,2.5
15443,7.1
24737,8.0
3656,-5.0
2936,-3.3
23380,4.5
14747,7.1
17922,9.8
2408,-7.4
17276,5.8
13413,0.7
11847,5.2
23524,-2.8
7378,-16.4
2909,-0.7
12177,-7.0
11159,4.0
15040,-7.0
19888,1.0
17197,1.0
14251,-2.8
20404,-4.0
18146,2.0
21556,5.0
19917,2.4
14486,-2.0
22393,-4.1
20573,-3.2
27173,-3.2
13168,2.7
17585,2.5
16583,5.3
14366,-5.5
23510,-2.8
17800,4.5
12469,1.7
4521,-11.7
62,9.98
21226,1.7
20409,-3.8
12503,4.3
20102,5.2
6322,-6.8
7514,-3.7
17686,2.2
12840,-5.1
24955,3.2
20335,-3.8
3190,-4.5
3676,-5.5
15435,7.6
25592,6.2
20839,7.0
14616,4.2
12306,-8.9
2179,-0.4
24389,-0.8
6468,-9.1
18831,0.0
13869,3.8
21586,4.2
8687,-4.6
19135,-3.5
26257,6.8
12551,7.1
14079,4.5
3891,-6.0
27327,-6.5
2446,-8.6
5455,-8.1
2277,-3.2
23154,-10.1
11667,-7.3
333,9.67
4367,-4.0
5211,-19.3
20442,-4.5
20081,4.5
27915,-3.7
25284,-2.8
2753,-2.7
16365,-2.5
15948,7.0
20739,9.0
3739,-4.6
10919,-5.0
26491,-3.8
12778,-3.3
26619,-7.1
25833,-3.3
24288,1.2
12582,5.8
2507,-10.4
602,9.65
6569,-12.9
4343,-3.2
8289,1.9
10539,-2.3
25617,4.0
7682,-2.3
23592,-5.1
7790,-6.3
10428,2.4
24394,-1.3
28010,-5.8
5810,-12.4
24521,-5.3
2102,-1.2
15775,3.2
3526,-2.7
4724,-12.1
12852,-5.5
27751,5.7
24413,-3.2
1684,2.0
16005,4.7
18938,-2.8
20347,-4.0
23021,-7.9
17229,3.5
1759,2.4
23077,-8.9
3119,-6.1
6173,-4.6
13228,7.8
22860,-2.7
11641,-10.4
11106,3.8
22421,-5.3
1074,-8.3
5122,-17.7
6794,-3.3
4200,0.9
18310,1.0
24003,4.8
6358,-6.5
26242,7.3
394,9.5
12052,-2.8
17715,2.0
16667,4.0
872,-3.3
20022,4.2
19795,-0.4
4037,5.5
7666,-1.7
10960,-3.8
26974,9.8
27339,-6.5
11988,0.4
4468,-8.9
14537,-1.7
4437,-6.5
15036,-6.6
538,9.22
17911,9.0
20315,-2.3
764,3.3
19893,1.2
666,10.19
4116,5.5
12531,6.0
28384,10.0
2160,-0.5
18980,-3.5
6547,-12.7
1681,2.2
12798,-4.1
82,10.0
14205,-2.7
23036,-8.1
19692,-0.7
9112,2.7
10900,-5.1
11967,1.5
27999,-5.8
26103,3.3
17607,2.4
2306,-5.3
4287,-1.3
1950,0.2
20400,-5.0
9360,1.9
26225,7.8
14310,-4.5
17350,6.0
23728,-8.1
9083,3.7
14553,-1.0
2171,-0.7
22677,4.3
15598,5.7
17344,6.0
8922,1.9
19637,-1.0
20371,-4.8
15790,3.8
16658,5.0
23354,3.8
10769,-5.8
10011,-6.8
1364,-0.7
14507,-2.0
11975,0.9
1471,3.2
16784,-3.5
17082,-5.0
3864,-4.1
11254,-1.0
15431,8.1
22380,-3.8
8182,-5.3
17871,7.6
20585,-1.0
21897,2.5
6825,-3.2
7410,-13.6
15765,2.7
7925,-9.8
10225,-7.3
20947,0.9
3359,1.2
7769,-4.6
15889,6.5
20179,2.0
12632,5.5
1273,-9.3
7066,-8.1
5959,-10.1
15531,6.2
16794,-2.8
6270,-5.8
9082,3.8
6345,-6.8
26904,7.6
22559,-6.6
18847,0.4
11556,-10.1
3836,-4.6
8631,-3.2
2722,-4.0
5562,-6.6
26125,4.2
14209,-2.3
24519,-5.0
17381,5.0
6704,-14.0
10731,-6.8
11720,-0.7
20846,7.0
28323,12.4
7163,-10.4
12976,-7.0
9298,-6.6
8375,2.4
1210,-9.4
16503,0.5
1462,4.0
15905,6.2
12539,6.2
