,wind_deg,wind_velocity,air_temperature,r_humidity,surface_tmp,weather,dewpoint,uv
13239,43.0,0.8,6.5,51.8,18.0,4,-2.7146246746662537,0.0
2694,61.0,0.6,-9.6,98.6,-6.1,0,-9.77933865009593,0.0
1240,344.0,0.2,-9.4,99.9,-6.1,4,-9.412757297866511,0.0
11634,5.0,0.2,-10.6,99.9,-6.5,0,-10.612626636873317,0.0
6447,315.0,0.3,-7.0,99.9,-3.4,4,-7.013020637443981,0.0
16182,347.0,0.3,-2.2,99.9,-0.5,4,-2.2135553869474087,0.0
5881,31.0,0.5,-11.7,81.6,-6.8,0,-14.214521067455175,0.0
7648,182.0,1.3,-0.5,33.2,13.2,0,-14.76081912506709,0.0
28027,0.0,0.0,-5.8,99.9,-0.6,0,-5.813153316027124,0.0
16710,0.0,0.0,1.7,84.9,7.7,4,-0.5691407397663677,0.0
3251,41.0,0.5,-3.0,62.0,0.5,0,-9.266232959449006,0.0
7332,0.0,0.0,-15.0,87.7,-10.5,0,-16.58332089827604,0.0
252,0.0,0.0,9.73,8.75,1.6,0,-22.057059836862784,0.0
5791,0.0,0.0,-13.4,79.4,-7.8,0,-16.206896060411882,0.0
2755,340.0,0.5,-3.8,52.4,5.5,0,-12.13945179601558,0.0
26070,317.0,0.2,-1.7,72.5,-0.1,0,-5.997475307820704,0.0
10290,0.0,0.0,-2.8,78.1,-0.2,0,-6.086895401599652,0.0
24798,37.0,0.7,8.3,35.3,27.8,0,-6.18042709011978,0.0
27148,0.0,0.0,-0.5,64.0,6.4,0,-6.4813608341985285,0.0
643,27.3,0.04,9.78,9.75,1.6,4,-20.776990516148146,0.0
11313,288.0,0.6,-2.3,48.4,2.2,0,-11.73914744129608,0.0
15525,0.0,0.0,3.3,59.1,8.4,0,-3.936299527843324,0.0
2165,87.0,2.5,-0.7,24.9,14.7,0,-18.381858388788878,0.0
16609,99.0,1.2,5.0,70.6,15.4,0,0.09565864921023327,0.0
22301,327.0,1.1,0.2,55.9,3.1,0,-7.581127673182517,0.0
17017,0.0,0.0,-5.5,99.9,-3.0,4,-5.513186590755566,0.0
5812,16.0,0.5,-12.7,80.1,-7.5,0,-15.417735204653006,0.0
11694,89.0,0.7,-7.8,99.9,-5.3,0,-7.812932558682637,0.0
11393,249.0,0.7,-5.0,62.7,-1.8,0,-11.022525867619825,0.0
8340,296.0,0.8,2.5,57.6,13.0,0,-5.030757393116726,0.0
17457,292.0,0.3,3.0,78.6,7.5,4,-0.3585650491337225,0.0
19672,6.0,0.3,-1.0,87.6,3.1,0,-2.7982483624471017,0.0
6461,315.0,0.2,-7.1,99.9,-4.1,4,-7.113009611252607,0.0
19692,19.0,0.2,-0.7,84.7,3.2,0,-2.956831475802169,0.0
5741,0.0,0.2,-13.2,80.6,-6.7,0,-15.831003364267481,0.0
17839,96.0,1.2,5.2,76.8,6.4,0,1.4576099542188792,0.0
8183,96.0,0.6,-6.6,83.4,-5.1,0,-8.946967801081785,0.0
6741,0.0,0.0,-12.7,99.9,-9.8,2,-12.712399598413556,0.0
5381,0.0,0.0,-13.4,47.0,-5.2,0,-22.339097282684804,0.0
14361,87.0,0.5,-4.6,99.9,-2.5,4,-4.61328666713912,0.0
4260,119.0,2.0,0.4,65.6,4.2,0,-5.299698659285794,0.0
16419,52.0,0.7,-2.2,99.9,1.1,4,-2.2135553869474087,0.0
6797,93.0,1.6,-4.6,63.2,0.0,0,-10.542266350216902,0.0
24845,47.0,0.7,9.8,32.7,25.6,0,-5.85836138566196,0.0
9475,0.0,0.0,0.9,99.9,-0.4,4,0.8860935351800333,0.0
13333,93.0,0.9,8.6,36.0,18.3,0,-5.655810917870965,0.0
19634,0.0,0.0,-1.5,90.2,3.5,0,-2.8974951285588904,0.0
3690,40.0,0.1,-4.8,96.9,-2.4,0,-5.216788822906299,0.0
4969,65.0,1.7,-14.0,43.1,-6.9,0,-23.869759389620558,0.0
16024,73.0,0.7,5.5,74.7,5.9,0,1.3611795768116923,0.0
19884,359.0,0.3,0.0,88.5,3.0,0,-1.6740567322188176,0.0
2015,115.0,1.5,-1.0,62.1,-1.7,0,-7.348757188420932,0.0
22831,53.0,1.6,4.5,18.6,23.5,0,-17.442016351322003,0.0
10726,0.0,0.0,-7.0,94.3,-3.0,0,-7.761365164729479,0.0
24997,233.0,0.5,2.4,61.5,7.6,0,-4.255296033094938,0.0
9867,100.0,1.5,-0.2,45.3,2.8,0,-10.639353892462676,0.0
8531,271.0,0.8,0.9,76.6,-0.6,0,-2.7500212611643424,0.0
5557,38.0,0.5,-6.6,29.0,8.9,0,-21.731203908949198,0.0
27039,341.0,1.0,9.5,23.9,19.1,0,-10.162803197880537,0.0
21026,84.0,0.5,-0.5,81.2,5.0,0,-3.3283256813871294,0.0
23465,341.0,0.6,4.5,20.0,16.0,0,-16.575899220205432,0.0
21747,263.0,0.7,4.8,59.9,6.4,0,-2.341527963157155,0.0
27332,0.0,0.0,-6.0,98.3,-0.9,0,-6.2248353702961206,0.0
23704,0.0,0.0,-7.4,96.7,-1.9,0,-7.834455613647864,0.0
25616,304.0,0.6,6.3,32.4,15.3,0,-9.058975060912514,0.0
27555,279.0,0.6,4.3,47.9,14.1,0,-5.789549031737541,0.0
17712,70.0,0.3,1.7,91.0,3.7,0,0.3875174159155104,0.0
17786,58.0,0.3,1.2,99.9,2.7,0,1.1860593217157045,0.0
19318,269.0,0.8,6.5,42.1,21.5,0,-5.479818619645754,0.0
4203,200.0,0.6,1.9,73.1,7.8,0,-2.414000781748763,0.0
2949,47.0,0.2,-1.7,40.6,4.5,0,-13.371275949856566,0.0
27634,304.0,0.9,10.9,28.1,30.2,0,-6.882349349402976,0.0
19284,30.0,0.8,5.5,47.1,16.1,0,-4.908952878648108,0.0
14750,342.0,0.3,8.1,35.6,19.5,0,-6.247268936785144,0.0
6421,0.0,0.0,-6.6,99.9,-2.9,0,-6.613064788912897,0.0
7188,104.0,0.6,-10.1,56.1,-7.9,0,-17.203434001903606,0.0
19061,68.0,0.3,-4.0,92.0,-0.5,0,-5.1077934996283165,0.0
21380,52.0,0.4,5.5,52.5,11.1,4,-3.4624580027777276,0.0
5656,0.0,0.0,-11.6,67.6,-4.1,0,-16.39795787358097,0.0
13946,10.0,0.7,6.0,51.1,13.1,0,-3.3611401721766736,0.0
3684,0.0,0.0,-5.0,97.1,-2.0,0,-5.3888911053328705,0.0
6938,86.0,3.3,-3.2,29.6,8.8,0,-18.514144600006322,0.0
3855,87.0,0.7,-5.5,99.9,-2.8,0,-5.513186590755566,0.0
7728,121.0,1.4,-3.0,54.8,1.4,0,-10.83159919234627,0.0
14774,325.0,1.3,4.3,45.5,10.6,0,-6.463510805681282,0.0
15523,0.0,0.0,3.3,59.4,8.6,0,-3.868661148330909,0.0
4725,30.0,1.5,-11.2,30.8,2.1,0,-25.10034328881792,0.0
15620,222.0,0.7,5.5,58.2,6.4,0,-2.072477640023346,0.0
7237,0.0,0.0,-11.9,65.8,-8.8,0,-17.008221247372152,0.0
6717,71.0,0.5,-16.0,99.9,-10.8,4,-16.01204698498464,0.0
18566,293.0,0.6,3.3,74.3,10.1,0,-0.8400903821924821,0.0
15912,128.0,0.9,6.5,80.7,10.8,0,3.4194517083298464,0.0
26265,28.0,1.0,7.3,23.2,27.2,0,-12.404889269576644,0.0
18009,25.0,1.0,8.6,54.4,17.0,0,-0.094061494444586,0.0
5920,14.0,0.5,-11.1,73.1,-6.5,0,-14.9719869307686,0.0
14335,0.0,0.0,-4.1,99.9,-1.8,4,-4.113342428591737,0.0
19264,89.0,0.5,4.3,51.2,11.5,0,-4.910289229382973,0.0
23215,148.0,0.7,-7.8,99.9,-5.0,0,-7.812932558682637,0.0
3207,8.0,0.2,-5.0,76.7,-1.8,0,-8.460140501568528,0.0
21042,30.0,0.3,0.4,79.1,5.2,0,-2.802995482092084,0.0
4106,336.0,0.9,4.8,54.8,14.2,0,-3.5398268101297905,0.0
11102,39.0,0.9,2.4,38.6,15.2,0,-10.302117255577773,0.0
11356,345.0,0.2,-4.6,66.3,-0.3,0,-9.936025578452664,0.0
880,47.0,0.2,-1.0,48.3,4.4,0,-10.565427475538923,0.0
16862,88.0,0.6,-4.1,99.9,-0.6,4,-4.113342428591737,0.0
17586,47.0,0.2,2.7,80.3,4.9,0,-0.3564121141234671,0.0
18524,333.0,0.2,0.0,98.2,1.8,4,-0.2503675862381876,0.0
24650,334.0,0.4,-0.4,79.5,2.5,0,-3.5145407429389,0.0
28415,312.0,1.6,9.5,52.1,18.8,0,0.14649211773509824,0.0
26383,350.0,0.2,0.9,34.4,8.3,0,-13.08320739173001,0.0
3188,0.0,0.0,-5.0,77.3,-2.4,0,-8.359933247348197,0.0
910,287.0,0.3,-3.3,68.7,1.8,0,-8.236619374631205,0.0
26479,227.0,0.3,-2.3,54.3,2.2,0,-10.29262594396886,0.0
3326,357.0,0.3,0.0,49.3,7.5,0,-9.38196999420096,0.0
16072,89.0,0.4,2.2,88.3,2.8,0,0.4642747259733111,0.0
3764,15.0,0.2,-4.8,99.9,-2.3,0,-4.813264395250418,0.0
13195,99.0,0.8,2.5,70.3,9.5,4,-2.364599444262281,0.0
2217,64.0,1.8,-0.7,22.5,15.6,0,-19.57052016920157,0.0
7314,0.0,0.0,-12.7,72.4,-10.2,0,-16.63448572769553,0.0
2116,94.0,3.6,-1.2,27.7,9.2,0,-17.552986994852038,0.0
19282,287.0,1.1,5.5,47.2,15.2,0,-4.8808554295076885,0.0
22825,33.0,1.7,4.5,20.2,24.0,0,-16.456625425051453,0.0
9177,298.0,0.4,-0.2,39.3,3.8,0,-12.418254668624686,0.0
19182,17.0,0.2,-3.2,92.7,-0.3,0,-4.2142510935443465,0.0
3743,335.0,0.2,-5.3,99.3,-3.0,0,-5.392709309684856,0.0
12965,0.0,0.0,-6.6,99.9,-3.4,4,-6.613064788912897,0.0
26770,0.0,0.0,-6.6,97.7,-3.4,0,-6.903474575748294,0.0
2082,121.0,1.5,-1.0,38.8,4.1,0,-13.297905147134047,0.0
3834,0.0,0.0,-6.1,99.9,-3.5,0,-6.1131200833317365,0.0
21250,59.0,0.3,1.7,68.6,4.6,4,-3.461937374617725,0.0
14053,340.0,0.3,7.6,41.7,14.4,0,-4.609921886941011,0.0
10963,0.0,0.0,-5.0,87.0,-2.2,0,-6.8291487623404565,0.0
18171,0.0,0.0,2.7,80.0,6.9,0,-0.4078954438401383,0.0
22634,83.0,0.3,-1.2,93.3,-0.4,0,-2.1437703787027322,0.0
17646,90.0,1.3,2.5,83.4,4.3,0,-0.03007311430201161,0.0
19862,0.0,0.0,-0.2,90.1,2.8,0,-1.627631902239474,0.0
15247,92.0,0.9,0.2,71.9,2.5,0,-4.275492042427307,0.0
23197,65.0,0.3,-10.1,99.9,-5.5,0,-10.112680997222636,0.0
3785,192.0,0.3,-4.5,98.9,-2.3,0,-4.6469304867949335,0.0
4689,84.0,1.7,-12.7,34.4,-4.0,0,-25.207932422113213,0.0
21261,67.0,0.4,1.7,72.0,4.7,4,-2.811594054715572,0.0
2420,354.0,0.2,-6.6,57.7,-3.4,0,-13.569685286226536,0.0
24948,169.0,0.7,5.2,53.2,11.1,0,-3.563923795270571,0.0
9813,86.0,1.1,1.9,27.5,8.2,0,-14.948356227565483,0.0
20792,41.0,1.1,9.8,32.3,26.7,0,-6.019988649818481,0.0
6882,66.0,2.3,-3.8,40.3,8.6,0,-15.363782316646875,0.0
12238,73.0,0.4,-7.6,99.9,-4.2,4,-7.6129545503509055,0.0
12707,13.0,0.2,0.0,74.0,6.4,0,-4.084830136234371,0.0
19868,0.0,0.0,0.0,90.3,2.9,0,-1.3997376386522051,0.0
13349,97.0,1.3,8.3,36.7,16.5,0,-5.669611466244329,0.0
26611,88.0,0.3,-6.3,85.3,-1.9,0,-8.363454801080808,0.0
18737,62.0,0.6,6.3,41.6,18.9,0,-5.818249535987058,0.0
2439,47.0,0.2,-7.6,68.0,-4.0,0,-12.490171256101599,0.0
765,98.0,1.7,2.9,44.8,17.8,0,-7.945010441599117,0.0
22463,0.0,0.0,-5.5,99.9,-1.6,0,-5.513186590755566,0.0
1382,41.0,0.7,-1.7,80.4,4.4,0,-4.632109386803289,0.0
4543,80.0,1.6,-11.2,57.9,-6.3,0,-17.864084166037603,0.0
5208,9.0,0.5,-18.7,87.2,-12.4,0,-20.29883526967318,0.0
15122,29.0,0.2,-7.0,99.9,-4.0,4,-7.013020637443981,0.0
9616,55.0,2.1,6.0,43.0,11.0,0,-5.654907388841253,0.0
6740,336.0,0.2,-12.9,99.9,-9.8,4,-12.912378083121386,0.0
28527,11.0,0.1,3.0,88.5,9.3,0,1.2845197940565918,0.0
1696,271.0,1.2,2.0,69.8,3.0,0,-2.9411664435124525,0.0
7453,94.0,0.4,-11.7,82.5,-10.3,0,-14.080272798976473,0.0
12321,0.0,0.0,-9.1,99.9,-5.4,4,-9.11279006819773,0.0
424,0.0,0.0,9.49,9.99,-1.9,4,-20.720756907661862,0.0
6442,342.0,0.2,-7.3,99.9,-3.3,0,-7.312987572880893,0.0
1996,299.0,2.1,0.0,62.7,-2.0,0,-6.2747686509687615,0.0
16115,56.0,0.5,-0.2,99.4,1.1,0,-0.282872257890742,0.0
13657,81.0,0.4,-5.5,99.9,-2.3,4,-5.513186590755566,0.0
14439,246.0,0.6,-3.8,99.9,-2.1,4,-3.813375941507313,0.0
11277,328.0,0.8,-0.7,47.1,5.2,0,-10.606619430764935,0.0
17138,312.0,0.2,-4.1,99.9,-0.9,4,-4.113342428591737,0.0
2436,68.0,0.5,-7.3,65.6,-4.0,0,-12.648911629784875,0.0
13482,0.0,0.0,-1.0,76.0,3.9,4,-4.698217284605421,0.0
4900,196.0,0.5,-11.4,29.4,-0.8,0,-25.791227646343607,0.0
17552,72.0,0.4,2.7,78.4,5.3,4,-0.685399298611048,0.0
19643,184.0,0.4,-1.0,87.8,3.5,0,-2.767498319480465,0.0
22362,302.0,0.2,-1.8,73.2,0.9,0,-5.967861106463173,0.0
842,19.0,0.5,2.2,39.7,9.3,0,-10.1264266623133,0.0
9909,94.0,1.3,-1.3,54.1,0.6,0,-9.405093050962416,0.0
19713,347.0,0.1,-0.7,87.6,2.9,0,-2.5026907911149703,0.0
5652,0.0,0.0,-11.4,67.4,-4.0,0,-16.241773409663214,0.0
16793,0.0,0.0,-2.5,99.9,1.8,4,-2.513521649855965,0.0
11580,0.0,0.2,-9.4,99.9,-5.7,0,-9.412757297866511,0.0
9298,0.0,0.0,-6.1,79.5,-3.7,0,-9.070870815529856,0.0
18870,24.0,0.3,0.5,71.2,4.8,0,-4.116962835563552,0.0
9059,108.0,1.0,4.2,23.8,19.2,0,-14.728295674603288,0.0
718,2.5,0.09,10.2,6.45,14.5,0,-25.13413930383423,0.0
23198,42.0,0.1,-10.1,99.9,-5.5,0,-10.112680997222636,0.0
8139,0.0,0.0,-12.9,99.9,-8.7,0,-12.912378083121386,0.0
25147,0.0,0.0,-2.8,96.6,1.7,0,-3.265457436714831,0.0
10160,324.0,0.3,-7.6,96.1,-5.0,0,-8.1139897376511,0.0
481,0.0,0.0,9.47,9.99,-2.6,4,-20.73625933269581,0.0
18989,46.0,0.2,-3.5,84.6,0.7,0,-5.720778909900478,0.0
24823,107.0,2.0,10.1,29.2,27.9,0,-7.076033967755928,0.0
4187,94.0,0.9,3.0,67.1,9.2,1,-2.5154625503527703,0.0
18128,32.0,0.1,6.0,65.4,9.4,0,-0.0037823994071314853,0.0
4007,34.0,0.3,3.2,59.0,8.3,0,-4.053109843830379,0.0
24398,319.0,0.5,-0.2,77.0,4.6,0,-3.747786323625201,0.0
14475,306.0,0.2,-2.5,99.9,-1.0,4,-2.513521649855965,0.0
19518,0.0,0.3,1.2,63.3,9.0,0,-5.010073625095028,0.0
19441,355.0,0.9,8.0,38.4,20.6,0,-5.341084775681064,0.0
483,0.0,0.0,9.45,9.99,-2.6,4,-20.75176205131105,0.0
12669,0.0,0.0,5.0,52.4,11.2,0,-3.9525537982730876,0.0
11058,126.0,1.1,-0.4,50.8,6.7,0,-9.37004862137141,0.0
3216,0.0,0.0,-4.6,74.6,-1.5,0,-8.429181205963559,0.0
26725,9.0,0.2,-8.3,99.9,-3.8,0,-8.312877661243027,0.0
12489,292.0,0.6,1.7,71.0,8.8,0,-2.9999900911811936,0.0
22119,112.0,0.7,8.1,42.5,24.8,0,-3.903899695754432,0.0
15798,13.0,0.4,2.9,99.9,9.7,0,2.88586465146432,0.0
25420,81.0,0.8,6.0,65.0,15.1,4,-0.08840061094273846,0.0
20547,76.0,0.5,-4.3,99.9,-1.5,4,-4.313320109999687,0.0
3465,0.0,0.0,1.4,55.8,6.2,0,-6.480235617199898,0.0
5302,0.0,0.0,-19.7,97.6,-13.3,0,-19.98271136145318,0.0
18007,39.0,0.9,8.8,54.0,17.0,0,-0.009508576374176687,0.0
21868,329.0,0.4,3.2,76.4,5.1,1,-0.5545415462533918,0.0
12161,33.0,0.1,-6.3,99.9,-2.9,0,-6.3130979515531775,0.0
5714,271.0,0.6,-12.9,79.2,-6.5,0,-15.749494011168258,0.0
451,3.2,0.02,9.49,9.99,-2.3,4,-20.720756907661862,0.0
5191,0.0,0.0,-18.3,81.5,-12.2,0,-20.688039304441094,0.0
24316,0.0,0.0,1.2,63.8,7.4,0,-4.905895851706148,0.0
24082,278.0,2.1,7.8,31.1,27.1,0,-8.266960377977753,0.0
596,35.8,0.02,9.24,9.99,-4.4,4,-20.91455832384009,0.0
80,2.1,0.1,9.96,5.82,11.8,0,-26.44419138933057,0.0
13784,0.0,0.0,-5.5,99.9,-3.4,4,-5.513186590755566,0.0
7183,273.0,0.6,-10.7,60.0,-7.8,0,-16.96787395804032,0.0
20872,74.0,0.3,7.1,40.1,15.1,0,-5.5789234743409,0.0
26256,73.0,1.1,7.3,23.3,28.2,0,-12.351432364026769,0.0
17307,86.0,1.3,5.8,67.8,16.2,4,0.3032376297712052,0.0
26428,214.0,1.0,-0.4,44.6,4.9,0,-11.018547525934768,0.0
28121,0.0,0.0,-7.0,99.9,-2.2,4,-7.013020637443981,0.0
8043,0.0,0.0,-12.4,99.9,-7.9,0,-12.412431906379545,0.0
24599,54.0,0.2,-6.0,99.9,-2.1,0,-6.0131311562265255,0.0
10698,0.0,0.0,-6.0,86.3,-2.6,0,-7.918247088318838,0.0
20981,30.0,0.4,0.4,74.8,6.4,0,-3.5541955510330188,0.0
25681,321.0,0.9,2.4,42.8,7.8,0,-8.98782614880435,0.0
23636,0.0,0.0,-5.6,79.7,0.4,0,-8.551071434253227,0.0
27941,28.0,0.2,-4.0,90.3,1.6,0,-5.354185662332843,0.0
14935,8.0,0.5,-4.1,91.6,-0.4,0,-5.264429591953248,0.0
27023,354.0,1.0,9.8,23.5,23.8,0,-10.121802032909773,0.0
19514,3.0,0.2,1.7,60.1,9.4,0,-5.222527691601064,0.0
15757,35.0,0.3,1.5,99.9,6.0,1,1.4860250662185281,0.0
23612,0.0,0.0,-4.8,72.7,1.2,0,-8.953518752565724,0.0
7885,24.0,0.2,-8.4,93.4,-5.2,0,-9.27485886088167,0.0
4957,50.0,1.4,-13.7,40.7,-6.4,0,-24.23772811525156,0.0
28043,83.0,0.4,-5.8,99.9,-1.1,0,-5.813153316027124,0.0
235,4.8,0.03,9.77,8.36,2.0,0,-22.54555369208721,0.0
59,1.5,0.06,9.95,5.55,11.7,0,-26.97084454390961,0.0
11285,314.0,0.7,-1.0,47.1,4.4,0,-10.882615073452973,0.0
2398,262.0,0.9,-6.0,53.5,-2.8,0,-13.935003631087394,0.0
16330,323.0,0.2,-2.5,99.9,-0.4,4,-2.513521649855965,0.0
16385,0.0,0.0,-2.5,99.9,0.1,4,-2.513521649855965,0.0
18894,83.0,0.5,0.0,70.3,3.7,0,-4.767037433928818,0.0
19592,0.0,0.0,-0.7,77.0,4.0,0,-4.233302816173334,0.0
25815,243.0,0.6,-2.7,81.3,1.2,0,-5.461332537661916,0.0
13275,93.0,0.8,8.1,38.8,21.6,0,-5.114475900059958,0.0
23250,315.0,0.5,-2.2,53.9,1.7,0,-10.292755874633162,0.0
23470,28.0,0.2,4.3,18.6,15.0,0,-17.60815398742812,0.0
20721,349.0,0.5,7.5,38.2,23.8,0,-5.858058670989478,0.0
7419,354.0,0.2,-16.4,99.2,-11.8,0,-16.496338854163717,0.0
24945,289.0,1.0,5.3,51.8,11.3,0,-3.82786239432864,0.0
2729,214.0,0.7,-5.3,67.2,1.2,0,-10.434809253286511,0.0
3242,359.0,0.3,-3.7,66.9,0.2,0,-8.960660537764687,0.0
23969,111.0,1.4,-0.4,50.7,5.8,0,-9.395178701212293,0.0
12097,22.0,0.4,-3.5,82.7,-0.7,0,-6.019242918383763,0.0
24358,302.0,0.2,1.7,65.0,6.6,0,-4.182515252223332,0.0
19312,84.0,1.0,6.0,44.1,20.2,0,-5.32193431095834,0.0
15572,267.0,1.1,6.3,50.5,7.2,0,-3.2420326648915787,0.0
13479,0.0,0.0,-0.8,75.5,4.1,0,-4.591983039834564,0.0
12081,263.0,0.6,-2.8,78.3,-0.1,0,-6.053346650168599,0.0
28373,314.0,2.3,11.7,37.6,28.4,0,-2.311705034973788,0.0
23434,89.0,1.0,4.5,15.3,24.0,0,-19.740427726726054,0.0
20135,323.0,0.9,5.0,53.8,14.0,0,-3.5999589141740422,0.0
16929,0.0,0.0,-5.0,99.9,-1.9,4,-5.013242142043061,0.0
24668,304.0,0.7,1.2,74.4,6.3,0,-2.8522860014142983,0.0
16263,0.0,0.0,-4.1,99.9,-2.0,4,-4.113342428591737,0.0
5452,205.0,1.1,-10.3,41.0,7.0,0,-21.06049393224205,0.0
4439,320.0,1.8,-5.1,47.1,-1.8,0,-14.657355332072045,0.0
7700,35.0,0.8,-1.7,41.6,5.0,0,-13.071065124674584,0.0
310,0.0,0.04,9.7,9.25,0.9,0,-21.444365639857775,0.0
8787,91.0,0.9,-5.0,73.1,-5.7,0,-9.076470300223884,0.0
11986,320.0,0.2,1.5,46.5,6.0,0,-8.748017284917445,0.0
14234,0.0,0.0,-2.8,92.5,0.6,4,-3.8464978678889086,0.0
19587,58.0,0.4,0.0,72.4,4.1,0,-4.376031775217263,0.0
3978,335.0,0.6,1.0,67.6,3.0,0,-4.3283971100906005,0.0
16603,62.0,0.6,5.2,74.3,15.5,0,0.9963644216319736,0.0
11439,0.0,0.0,-6.3,75.9,-2.8,0,-9.85599022416618,0.0
1548,348.0,0.9,4.2,52.4,10.4,0,-4.695951307027512,0.0
7684,13.0,1.1,-0.7,36.6,7.0,0,-13.74677952467546,0.0
18106,0.0,0.0,6.0,66.0,11.0,0,0.1222886359382262,0.0
14566,95.0,1.3,-1.5,99.9,1.6,4,-1.5136342702888912,0.0
19021,3.0,0.2,-3.8,88.3,-0.1,0,-5.452145241513238,0.0
15040,51.0,0.3,-6.3,99.9,-3.0,4,-6.3130979515531775,0.0
12618,282.0,1.0,6.2,47.6,16.9,0,-4.125698248986066,0.0
18936,25.0,0.1,-1.5,76.4,2.2,0,-5.113679662593887,0.0
20781,46.0,0.9,9.9,31.5,26.7,0,-6.261020035975696,0.0
3374,0.0,0.0,1.2,49.4,8.8,0,-8.2469180669873,0.0
22718,67.0,2.1,4.0,20.3,17.3,0,-16.81662357577606,0.0
23469,52.0,0.3,4.5,22.3,15.2,0,-15.264206069698586,0.0
22682,86.0,1.7,3.2,32.2,10.3,0,-11.8683572426884,0.0
27078,327.0,1.0,5.0,40.5,12.7,0,-7.343567234735142,0.0
10653,18.0,0.1,-5.1,80.8,-1.1,0,-7.88650236367082,0.0
9924,178.0,0.4,-1.8,56.2,0.0,0,-9.387510972948585,0.0
17336,64.0,0.3,7.0,59.1,16.4,4,-0.4519514845569234,0.0
28101,0.0,0.0,-6.6,99.9,-2.1,4,-6.613064788912897,0.0
8967,60.0,1.1,2.2,32.8,10.1,0,-12.521022550982881,0.0
22194,333.0,1.7,5.2,35.4,11.7,0,-8.899358823699322,0.0
4558,81.0,1.2,-11.9,57.9,-7.1,0,-18.524491235790308,0.0
5573,343.0,0.9,-6.5,31.8,4.9,0,-20.58313109827565,0.0
17602,87.0,0.7,2.4,81.9,4.7,0,-0.3779265525117477,0.0
3964,36.0,0.3,-0.7,78.5,0.8,0,-3.9760090998787807,0.0
5777,4.0,0.3,-13.1,80.8,-7.4,0,-15.70336242368638,0.0
19168,0.0,0.0,-3.3,92.4,-0.3,0,-4.356552792775903,0.0
9204,291.0,0.3,-1.7,47.4,1.4,0,-11.447190010547548,0.0
27074,321.0,1.1,5.2,38.2,13.3,0,-7.920421297090421,0.0
24000,341.0,0.4,2.5,41.6,12.5,0,-9.260516295361276,0.0
12556,2.0,1.0,6.5,51.5,19.5,0,-2.7929626540565,0.0
25520,122.0,2.3,9.8,25.9,28.2,0,-8.88289708639077,0.0
11040,41.0,0.6,-0.5,56.3,4.7,0,-8.145269399564897,0.0
26908,326.0,0.9,6.2,24.6,26.7,0,-12.614435670621207,0.0
9435,0.0,0.0,1.2,99.7,0.5,4,1.1581408363576835,0.0
5838,5.0,0.4,-12.1,79.6,-7.3,0,-14.907977220604668,0.0
26662,9.0,0.2,-7.4,94.1,-3.0,0,-8.186150542410934,0.0
8706,72.0,0.4,-4.3,71.7,-4.8,0,-8.648703002834777,0.0
5094,9.0,0.2,-16.9,70.9,-10.7,0,-20.93506813718589,0.0
21115,48.0,0.2,1.4,71.8,4.8,0,-3.1380479509709795,0.0
4634,187.0,1.2,-14.2,56.2,-9.2,0,-21.03883912735849,0.0
9991,111.0,0.5,-4.8,78.9,-2.4,0,-7.90123006270261,0.0
19283,37.0,1.1,5.5,46.7,15.6,0,-5.021875528982668,0.0
20592,0.0,0.0,-3.2,99.9,-0.2,4,-3.2134430934374394,0.0
18478,307.0,0.2,-3.0,99.9,-1.0,4,-3.013465514776797,0.0
25530,56.0,2.2,10.3,24.9,28.0,0,-8.959180021284139,0.0
22978,57.0,0.3,-5.0,55.6,-1.8,0,-12.524012368014645,0.0
19115,31.0,0.1,-2.8,84.8,0.0,0,-5.0024627654085085,0.0
24915,352.0,0.2,7.0,42.7,15.4,0,-4.839288740531057,0.0
19930,300.0,0.7,1.5,83.4,4.3,0,-1.0096187763752729,0.0
13189,91.0,1.2,2.4,72.7,8.1,4,-2.0059578155371827,0.0
4813,129.0,2.1,-10.1,27.2,9.4,0,-25.511265676183786,0.0
6651,340.0,0.1,-14.5,99.9,-9.7,4,-14.512206633316367,0.0
2776,253.0,1.1,-3.2,51.8,9.5,0,-11.724623887408836,0.0
22384,248.0,0.5,-2.8,79.3,0.1,0,-5.8867374151577465,0.0
3654,64.0,0.4,-4.0,89.7,-1.8,0,-5.44213284109333,0.0
2796,316.0,0.7,-2.2,48.0,12.7,0,-11.750586239534474,0.0
6921,94.0,1.7,-3.3,34.0,9.7,0,-16.959072530103864,0.0
7002,34.0,1.1,-6.0,41.0,-0.9,0,-17.152120393883678,0.0
18371,94.0,0.7,0.7,90.4,2.4,0,-0.6926024217882178,0.0
21850,319.0,0.6,3.3,74.2,5.5,4,-0.8585438819183822,0.0
19888,64.0,0.2,0.2,87.4,3.0,0,-1.6471670221480574,0.0
14010,337.0,0.5,7.3,44.1,15.2,0,-4.137694080112103,0.0
18342,93.0,0.9,1.4,88.5,3.4,0,-0.2933251231075096,0.0
26643,348.0,0.1,-7.4,95.8,-2.5,0,-7.955233060608957,0.0
7291,0.0,0.0,-13.7,83.3,-9.9,0,-15.923292964711955,0.0
20434,204.0,0.4,-4.0,99.9,-1.8,4,-4.013353594893261,0.0
9040,68.0,1.2,3.5,25.7,18.8,0,-14.391200311433476,0.0
22738,83.0,1.8,4.7,19.4,20.9,0,-16.773378585071832,0.0
13728,48.0,0.2,-5.1,99.9,-2.6,4,-5.113231022444888,0.0
