time,stn,lon,lat,s,v1,v10,weather,weather_15
202301290000,548,127.63955688,37.26882935,2,28091,-999,0,-999
202301290001,548,127.63955688,37.26882935,2,28080,-999,0,-999
202301290002,548,127.63955688,37.26882935,2,28630,-999,0,-999
202301290003,548,127.63955688,37.26882935,2,28640,-999,0,-999
202301290004,548,127.63955688,37.26882935,2,28640,-999,0,-999
202301290005,548,127.63955688,37.26882935,2,28920,-999,0,-999
202301290006,548,127.63955688,37.26882935,2,28930,-999,0,-999
202301290007,548,127.63955688,37.26882935,2,29519,-999,0,-999
202301290008,548,127.63955688,37.26882935,2,29529,-999,0,-999
202301290009,548,127.63955688,37.26882935,2,29824,-999,0,-999
202301290010,548,127.63955688,37.26882935,2,29830,-999,0,-999
202301290011,548,127.63955688,37.26882935,2,29830,-999,0,-999
202301290012,548,127.63955688,37.26882935,2,28295,-999,0,-999
202301290013,548,127.63955688,37.26882935,2,28269,-999,0,-999
202301290014,548,127.63955688,37.26882935,2,29115,-999,0,-999
202301290015,548,127.63955688,37.26882935,2,29130,-999,0,-999
202301290016,548,127.63955688,37.26882935,2,28607,-999,0,-999
202301290017,548,127.63955688,37.26882935,2,28599,-999,0,-999
202301290018,548,127.63955688,37.26882935,2,28599,-999,0,-999
202301290019,548,127.63955688,37.26882935,2,28599,-999,0,-999
202301290020,548,127.63955688,37.26882935,2,28599,-999,0,-999
202301290021,548,127.63955688,37.26882935,2,29112,-999,0,-999
202301290022,548,127.63955688,37.26882935,2,29130,-999,0,-999
202301290023,548,127.63955688,37.26882935,2,30231,-999,0,-999
202301290024,548,127.63955688,37.26882935,2,30250,-999,0,-999
202301290025,548,127.63955688,37.26882935,2,30838,-999,0,-999
202301290026,548,127.63955688,37.26882935,2,30849,-999,0,-999
202301290027,548,127.63955688,37.26882935,2,30209,-999,0,-999
202301290028,548,127.63955688,37.26882935,2,30199,-999,0,-999
202301290029,548,127.63955688,37.26882935,2,30199,-999,0,-999
202301290030,548,127.63955688,37.26882935,2,29895,-999,0,-999
202301290031,548,127.63955688,37.26882935,2,29890,-999,0,-999
202301290032,548,127.63955688,37.26882935,2,29780,-999,0,-999
202301290033,548,127.63955688,37.26882935,2,29779,-999,0,-999
202301290034,548,127.63955688,37.26882935,2,29386,-999,0,-999
202301290035,548,127.63955688,37.26882935,2,29380,-999,0,-999
202301290036,548,127.63955688,37.26882935,2,29380,-999,0,-999
202301290037,548,127.63955688,37.26882935,2,28426,-999,0,-999
202301290038,548,127.63955688,37.26882935,2,28410,-999,0,-999
202301290039,548,127.63955688,37.26882935,2,29166,-999,0,-999
202301290040,548,127.63955688,37.26882935,2,29179,-999,0,-999
202301290041,548,127.63955688,37.26882935,2,28098,-999,0,-999
202301290042,548,127.63955688,37.26882935,2,28080,-999,0,-999
202301290043,548,127.63955688,37.26882935,2,28678,-999,0,-999
