42,20230717190653.827713,AAA,0.0,1.62,24.28,85.71,999.31,142,0,4.00,0.00,0,
43,20230717190753.937627,AAA,0.0,1.55,24.26,86.39,999.31,133,0,3.00,0.00,0,
44,20230717190854.050492,AAA,0.0,2.60,24.16,86.88,999.32,142,0,3.00,0.00,0,
45,20230717190954.400762,AAA,0.0,0.74,24.20,87.33,999.31,107,0,2.00,0.00,0,
46,20230717191945.621711,AAA,0.0,1.41,-99.99,85.51,999.22,142,0,2.00,0.00,1,
47,20230717192032.076358,AAA,0.0,0.59,24.24,83.69,999.24,142,0,2.00,0.00,0,
48,20230717192132.201362,AAA,0.0,1.38,24.20,83.55,999.20,133,0,2.00,0.00,0,
49,20230717192232.321313,AAA,0.0,0.86,24.12,84.26,999.22,142,0,2.00,0.00,0,
50,20230717192332.404887,AAA,0.0,0.96,24.06,85.28,999.20,124,0,3.00,0.00,0,
51,20230717192432.497274,AAA,165.0,4.58,24.04,86.02,999.22,142,0,3.00,0.00,0,
52,20230717192532.617438,AAA,0.0,2.64,24.00,86.66,999.07,107,0,3.00,0.00,0,
53,20230717192632.688215,AAA,0.0,2.05,24.02,87.03,999.08,142,0,3.00,0.00,0,
54,20230717192732.807120,AAA,155.8,3.14,23.98,87.45,999.07,142,0,3.00,0.00,0,
55,20230717192832.881993,AAA,0.0,1.09,23.96,87.92,999.04,142,0,2.00,0.00,0,
56,20230717192932.980923,AAA,299.2,3.91,23.96,88.11,999.06,142,0,3.00,0.00,0,
57,20230717193033.099636,AAA,0.0,2.15,23.98,88.34,999.05,142,0,5.00,0.00,0,
58,20230717193133.168106,AAA,0.0,1.95,24.10,88.57,999.06,116,0,5.00,0.00,0,
59,20230717193233.236328,AAA,292.9,4.26,24.06,88.68,999.09,116,0,4.00,0.00,0,
60,20230717193333.356073,AAA,0.0,2.91,24.04,88.83,999.06,142,0,4.00,0.00,0,
61,20230717193433.475126,AAA,0.0,2.25,24.04,89.02,999.05,107,0,3.00,0.00,0,
62,20230717193533.596779,AAA,0.0,2.09,24.14,88.75,999.09,142,0,3.00,0.00,0,
63,20230717193633.713819,AAA,0.0,1.43,24.12,88.57,999.09,142,0,3.00,0.00,0,
64,20230717193733.836271,AAA,0.0,1.38,24.12,86.09,999.16,142,0,5.00,0.00,0,
65,20230717193834.013946,AAA,155.8,3.07,-99.99,84.73,999.13,142,0,5.00,0.00,1,
66,20230717193935.521603,AAA,0.0,0.85,24.02,82.81,999.17,142,0,4.00,0.00,0,
67,20230717194035.640231,AAA,0.0,2.35,23.92,83.58,999.14,142,0,4.00,0.00,0,
68,20230717194135.761479,AAA,0.0,1.56,23.88,85.14,999.11,142,0,4.00,0.00,0,
69,20230717194235.884518,AAA,0.0,1.67,23.82,85.87,999.09,142,0,4.00,0.00,0,
70,20230717194335.984632,AAA,0.0,1.12,23.76,86.54,999.09,107,0,4.00,0.00,0,
71,20230717194436.105687,AAA,0.0,2.09,23.70,87.47,999.07,142,0,4.00,0.00,0,
72,20230717194536.205331,AAA,227.5,3.65,23.72,88.05,999.05,142,0,3.00,0.00,0,
73,20230717194636.296697,AAA,0.0,1.92,23.68,88.34,999.07,142,0,4.00,0.00,0,
74,20230717194736.421731,AAA,0.0,1.39,23.70,88.85,999.13,142,0,4.00,0.00,0,
75,20230717194836.506278,AAA,0.0,2.21,23.70,89.06,999.07,142,0,3.00,0.00,0,
76,20230717194936.631116,AAA,0.0,1.85,23.72,89.47,999.08,142,0,3.00,0.00,0,
77,20230717195036.709685,AAA,219.5,3.59,23.72,89.60,999.07,116,0,2.00,0.00,0,
78,20230717195136.829908,AAA,0.0,2.54,-99.99,89.80,999.07,142,0,3.00,0.00,1,
79,20230717195238.096583,AAA,0.0,1.83,23.78,89.94,999.10,142,0,3.00,0.00,0,
80,20230717195338.204229,AAA,0.0,1.77,23.80,90.04,999.06,142,0,3.00,0.00,0,
81,20230717195438.312764,AAA,0.0,1.95,23.84,90.31,999.10,142,0,3.00,0.00,0,
82,20230717195538.420625,AAA,0.0,2.10,23.78,90.09,999.08,142,0,3.00,0.00,0,
83,20230717195638.549271,AAA,0.0,1.80,23.84,90.19,999.06,142,0,2.00,0.00,0,
84,20230717195738.632489,AAA,0.0,2.05,23.88,90.18,999.04,142,0,2.00,0.00,0,
85,20230717195838.705835,AAA,0.0,1.50,23.90,89.12,999.08,142,0,3.00,0.00,0,
86,20230717195938.825355,AAA,0.0,2.89,23.94,88.89,999.02,142,0,4.00,0.00,0,
87,20230717200038.912295,AAA,0.0,2.15,23.90,87.67,999.00,142,0,3.00,0.00,0,
88,20230717200139.041351,AAA,0.0,2.12,23.86,85.60,999.02,142,0,4.00,0.00,0,
89,20230717200239.167247,AAA,0.0,1.18,-99.99,84.90,998.98,142,0,3.00,0.00,1,
90,20230717200340.456426,AAA,0.0,1.21,23.78,85.71,998.97,142,0,5.00,0.00,0,
91,20230717200440.564672,AAA,0.0,1.77,23.76,86.22,998.95,142,0,3.00,0.00,0,
92,20230717200540.672473,AAA,0.0,1.68,-99.99,87.31,998.93,142,0,3.00,0.00,1,
93,20230717200641.912681,AAA,0.0,0.70,23.72,87.83,998.92,142,0,3.00,0.00,0,
94,20230717200741.992840,AAA,0.0,1.25,23.64,88.60,998.88,142,0,3.00,0.00,0,
95,20230717200842.112663,AAA,0.0,1.24,23.70,88.94,998.91,142,0,3.00,0.00,0,
96,20230717200942.224972,AAA,0.0,2.77,23.66,89.53,998.92,142,0,3.00,0.00,0,
97,20230717201042.347166,AAA,0.0,1.97,23.66,89.75,998.89,142,0,3.00,0.00,0,
98,20230717201142.418067,AAA,0.0,1.85,23.62,90.08,998.88,142,0,4.00,0.00,0,
99,20230717201242.520413,AAA,0.0,2.14,23.62,90.17,998.92,142,0,3.00,0.00,0,
100,20230717201342.596883,AAA,0.0,1.20,23.64,90.43,998.91,142,0,3.00,0.00,0,
101,20230717201442.720654,AAA,0.0,2.98,-99.99,90.48,998.91,142,0,3.00,0.00,1,
102,20230717201544.087230,AAA,0.0,0.34,-99.99,90.31,998.88,116,0,4.00,0.00,1,
103,20230717201645.376085,AAA,179.0,4.60,23.70,90.59,998.88,142,0,4.00,0.00,0,
104,20230717201745.496683,AAA,0.0,2.10,23.80,90.35,998.87,142,0,3.00,0.00,0,
105,20230717201845.560588,AAA,0.0,2.62,23.78,89.18,998.92,142,0,3.00,0.00,0,
106,20230717201945.681979,AAA,0.0,1.92,23.80,88.34,998.92,116,0,3.00,0.00,0,
107,20230717202045.799083,AAA,0.0,1.80,23.80,89.78,998.96,142,0,3.00,0.00,0,
108,20230717202145.920213,AAA,0.0,1.76,23.82,90.06,998.96,142,0,4.00,0.00,0,
109,20230717202246.040726,AAA,0.0,2.83,23.84,90.22,998.92,142,0,3.00,0.00,0,
110,20230717202346.132449,AAA,187.6,3.91,23.84,90.30,998.95,142,0,3.00,0.00,0,
111,20230717202446.244130,AAA,0.0,0.81,23.84,90.33,998.93,142,0,3.00,0.00,0,
112,20230717202546.348851,AAA,0.0,1.04,23.96,90.37,998.96,142,0,2.00,0.00,0,
113,20230717202646.416855,AAA,0.0,0.78,23.86,90.35,998.91,142,0,2.00,0.00,0,
114,20230717202746.537729,AAA,0.0,1.99,23.96,90.33,998.91,142,0,2.00,0.00,0,
115,20230717202846.703512,AAA,0.0,0.98,24.02,88.84,998.92,142,0,2.00,0.00,0,
116,20230717202946.823406,AAA,0.0,0.60,24.02,86.75,998.92,142,0,2.00,0.00,0,
117,20230717203046.911345,AAA,0.0,1.79,23.96,86.97,998.96,107,0,2.00,0.00,0,
118,20230717203147.017452,AAA,0.0,0.82,23.96,85.29,999.00,142,0,2.00,0.00,0,
119,20230717203247.136275,AAA,0.0,0.50,23.86,87.08,999.01,107,0,2.00,0.00,0,
120,20230717203347.257312,AAA,0.0,0.76,23.88,87.08,999.01,142,0,2.00,0.00,0,
121,20230717203447.382220,AAA,0.0,1.43,23.92,87.65,999.00,142,0,2.00,0.00,0,
122,20230717203547.504138,AAA,0.0,0.87,23.84,88.35,998.96,142,0,2.00,0.00,0,
123,20230717203647.708478,AAA,0.0,1.29,23.82,88.82,999.00,142,0,2.00,0.00,0,
124,20230717203747.828640,AAA,0.0,1.75,23.84,89.37,998.99,142,0,2.00,0.00,0,
125,20230717203847.953365,AAA,180.2,3.07,23.74,89.66,998.98,142,0,2.00,0.00,0,
126,20230717203948.056202,AAA,0.0,1.79,23.80,89.98,998.97,142,0,2.00,0.00,0,
127,20230717204048.175178,AAA,211.5,3.60,23.78,90.16,998.95,124,0,2.00,0.00,0,
128,20230717204148.269366,AAA,0.0,1.14,23.78,90.26,998.98,142,0,2.00,0.00,0,
129,20230717204248.357295,AAA,0.0,1.48,23.82,90.42,998.92,142,0,2.00,0.00,0,
130,20230717204348.440414,AAA,0.0,1.47,23.84,90.54,998.92,142,0,2.00,0.00,0,
131,20230717204448.509300,AAA,0.0,1.02,23.86,90.59,998.98,142,0,2.00,0.00,0,
132,20230717204548.629269,AAA,0.0,2.77,23.88,90.62,998.99,142,0,2.00,0.00,0,
133,20230717204648.749346,AAA,0.0,1.28,23.96,90.64,998.99,142,0,2.00,0.00,0,
134,20230717204748.837220,AAA,0.0,1.24,23.96,90.49,999.03,116,0,2.00,0.00,0,
135,20230717204848.936413,AAA,0.0,1.30,24.04,89.99,999.10,142,0,2.00,0.00,0,
136,20230717204949.056140,AAA,0.0,1.32,24.00,89.61,999.05,116,0,2.00,0.00,0,
137,20230717205049.128349,AAA,0.0,2.60,-99.99,88.89,999.11,142,0,2.00,0.00,1,
138,20230717205156.588035,AAA,210.2,3.41,24.04,88.16,999.13,142,0,2.00,0.00,0,
139,20230717205256.712437,AAA,0.0,1.77,24.08,87.18,999.13,142,0,3.00,0.00,0,
140,20230717205356.824099,AAA,0.0,2.82,24.00,86.40,999.17,142,0,3.00,0.00,0,
141,20230717205456.928563,AAA,0.0,2.46,23.94,84.26,999.18,142,0,3.00,0.00,0,
142,20230717205557.016516,AAA,0.0,1.47,23.90,86.52,999.18,142,0,4.00,0.00,0,
143,20230717205657.136376,AAA,0.0,2.61,23.90,87.21,999.19,142,0,3.00,0.00,0,
144,20230717205757.257524,AAA,0.0,2.10,23.78,87.61,999.21,142,0,3.00,0.00,0,
145,20230717205857.379452,AAA,197.0,6.17,23.86,88.28,999.18,142,0,3.00,0.00,0,
146,20230717205957.497382,AAA,0.0,2.83,23.80,88.56,999.22,142,0,3.00,0.00,0,
147,20230717210057.616659,AAA,0.0,1.89,23.72,88.97,999.22,142,0,2.00,0.00,0,
148,20230717210157.700436,AAA,289.8,5.18,23.86,89.12,999.23,142,0,3.00,0.00,0,
149,20230717210257.820352,AAA,0.0,2.68,23.80,89.39,999.34,142,0,3.00,0.00,0,
150,20230717210357.936831,AAA,0.0,2.96,23.84,89.53,999.34,142,0,3.00,0.00,0,
151,20230717210458.056763,AAA,229.3,3.14,23.92,89.72,999.35,142,0,3.00,0.00,0,
152,20230717210558.177493,AAA,0.0,1.89,23.90,89.74,999.34,142,0,4.00,0.00,0,
153,20230717210658.276788,AAA,0.0,2.78,23.98,89.84,999.34,142,0,4.00,0.00,0,
154,20230717210758.357427,AAA,0.0,2.33,23.92,89.88,999.36,142,0,4.00,0.00,0,
155,20230717210858.417874,AAA,276.4,3.04,24.00,89.98,999.33,142,0,2.00,0.00,0,
156,20230717210958.540203,AAA,0.0,2.37,24.00,90.00,999.31,142,0,2.00,0.00,0,
157,20230717211058.660620,AAA,0.0,1.84,24.04,90.00,999.30,142,0,3.00,0.00,0,
158,20230717211158.781330,AAA,0.0,0.94,24.14,89.98,999.33,142,0,4.00,0.00,0,
