time,stn,lon,lat,s,v1,v10,weather,weather_15
202302061200,548,127.63955688,37.26882935,2,7239,-999,4,-999
202302061201,548,127.63955688,37.26882935,2,7200,-999,4,-999
202302061202,548,127.63955688,37.26882935,2,7243,-999,4,-999
202302061203,548,127.63955688,37.26882935,2,7419,-999,4,-999
202302061204,548,127.63955688,37.26882935,2,7419,-999,4,-999
202302061205,548,127.63955688,37.26882935,2,7435,-999,4,-999
202302061206,548,127.63955688,37.26882935,2,7500,-999,4,-999
202302061207,548,127.63955688,37.26882935,2,7505,-999,4,-999
202302061208,548,127.63955688,37.26882935,2,7529,-999,4,-999
202302061209,548,127.63955688,37.26882935,2,7544,-999,4,-999
202302061210,548,127.63955688,37.26882935,2,7600,-999,4,-999
202302061211,548,127.63955688,37.26882935,2,7612,-999,4,-999
202302061212,548,127.63955688,37.26882935,2,7695,-999,4,-999
202302061213,548,127.63955688,37.26882935,2,7839,-999,4,-999
202302061214,548,127.63955688,37.26882935,2,7802,-999,4,-999
202302061215,548,127.63955688,37.26882935,2,7669,-999,4,-999
202302061216,548,127.63955688,37.26882935,2,7705,-999,4,-999
202302061217,548,127.63955688,37.26882935,2,7850,-999,4,-999
202302061218,548,127.63955688,37.26882935,2,7858,-999,4,-999
202302061219,548,127.63955688,37.26882935,2,7890,-999,4,-999
202302061220,548,127.63955688,37.26882935,2,7890,-999,4,-999
202302061221,548,127.63955688,37.26882935,2,7960,-999,4,-999
202302061222,548,127.63955688,37.26882935,2,8240,-999,4,-999
202302061223,548,127.63955688,37.26882935,2,8274,-999,4,-999
202302061224,548,127.63955688,37.26882935,2,8410,-999,4,-999
202302061225,548,127.63955688,37.26882935,2,8399,-999,4,-999
202302061226,548,127.63955688,37.26882935,2,8360,-999,4,-999
202302061227,548,127.63955688,37.26882935,2,8452,-999,4,-999
202302061228,548,127.63955688,37.26882935,2,8820,-999,4,-999
202302061229,548,127.63955688,37.26882935,2,8820,-999,4,-999
202302061230,548,127.63955688,37.26882935,2,8915,-999,4,-999
202302061231,548,127.63955688,37.26882935,2,9260,-999,4,-999
202302061232,548,127.63955688,37.26882935,2,9277,-999,4,-999
202302061233,548,127.63955688,37.26882935,2,9357,-999,4,-999
202302061234,548,127.63955688,37.26882935,2,9339,-999,4,-999
202302061235,548,127.63955688,37.26882935,2,9173,-999,4,-999
202302061236,548,127.63955688,37.26882935,2,9330,-999,4,-999
202302061237,548,127.63955688,37.26882935,2,9450,-999,4,-999
202302061238,548,127.63955688,37.26882935,2,9450,-999,4,-999
202302061239,548,127.63955688,37.26882935,2,9482,-999,4,-999
202302061240,548,127.63955688,37.26882935,2,9610,-999,4,-999
202302061241,548,127.63955688,37.26882935,2,9597,-999,4,-999
202302061242,548,127.63955688,37.26882935,2,9550,-999,4,-999
202302061243,548,127.63955688,37.26882935,2,9562,-999,4,-999
202302061244,548,127.63955688,37.26882935,2,9610,-999,4,-999
202302061245,548,127.63955688,37.26882935,2,9610,-999,4,-999
202302061246,548,127.63955688,37.26882935,2,9590,-999,4,-999
202302061247,548,127.63955688,37.26882935,2,9519,-999,4,-999
202302061248,548,127.63955688,37.26882935,2,9567,-999,4,-999
202302061249,548,127.63955688,37.26882935,2,9760,-999,4,-999
202302061250,548,127.63955688,37.26882935,2,9725,-999,4,-999
202302061251,548,127.63955688,37.26882935,2,9599,-999,4,-999
202302061252,548,127.63955688,37.26882935,2,9625,-999,4,-999
202302061253,548,127.63955688,37.26882935,2,9730,-999,4,-999
