time,stn,lon,lat,s,v1,v10,weather,weather_15
202302160000,548,127.63955688,37.26882935,2,31296,-999,0,-999
202302160001,548,127.63955688,37.26882935,2,31410,-999,0,-999
202302160002,548,127.63955688,37.26882935,2,31256,-999,0,-999
202302160003,548,127.63955688,37.26882935,2,31179,-999,0,-999
202302160004,548,127.63955688,37.26882935,2,31179,-999,0,-999
202302160005,548,127.63955688,37.26882935,2,31179,-999,0,-999
202302160006,548,127.63955688,37.26882935,2,30813,-999,0,-999
202302160007,548,127.63955688,37.26882935,2,30630,-999,0,-999
202302160008,548,127.63955688,37.26882935,2,30630,-999,0,-999
202302160009,548,127.63955688,37.26882935,2,29466,-999,0,-999
202302160010,548,127.63955688,37.26882935,2,28840,-999,0,-999
202302160011,548,127.63955688,37.26882935,2,29500,-999,0,-999
202302160012,548,127.63955688,37.26882935,2,30509,-999,0,-999
202302160013,548,127.63955688,37.26882935,2,31966,-999,0,-999
202302160014,548,127.63955688,37.26882935,2,32540,-999,0,-999
202302160015,548,127.63955688,37.26882935,2,32540,-999,0,-999
202302160016,548,127.63955688,37.26882935,2,32913,-999,0,-999
202302160017,548,127.63955688,37.26882935,2,33100,-999,0,-999
202302160018,548,127.63955688,37.26882935,2,33185,-999,0,-999
202302160019,548,127.63955688,37.26882935,2,33230,-999,0,-999
202302160020,548,127.63955688,37.26882935,2,29622,-999,0,-999
202302160021,548,127.63955688,37.26882935,2,27680,-999,0,-999
202302160022,548,127.63955688,37.26882935,2,30400,-999,0,-999
202302160023,548,127.63955688,37.26882935,2,31760,-999,0,-999
202302160024,548,127.63955688,37.26882935,2,31760,-999,0,-999
202302160025,548,127.63955688,37.26882935,2,30713,-999,0,-999
202302160026,548,127.63955688,37.26882935,2,30150,-999,0,-999
202302160027,548,127.63955688,37.26882935,2,29402,-999,0,-999
202302160028,548,127.63955688,37.26882935,2,29029,-999,0,-999
202302160029,548,127.63955688,37.26882935,2,28837,-999,0,-999
202302160030,548,127.63955688,37.26882935,2,28740,-999,0,-999
202302160031,548,127.63955688,37.26882935,2,26835,-999,0,-999
202302160032,548,127.63955688,37.26882935,2,25810,-999,0,-999
202302160033,548,127.63955688,37.26882935,2,25810,-999,0,-999
202302160034,548,127.63955688,37.26882935,2,27872,-999,0,-999
202302160035,548,127.63955688,37.26882935,2,28930,-999,0,-999
