time,stn,lon,lat,s,v1,v10,weather,weather_15
202301251200,548,127.63955688,37.26882935,2,32780,-999,0,-999
202301251201,548,127.63955688,37.26882935,2,32780,-999,0,-999
202301251202,548,127.63955688,37.26882935,2,32605,-999,0,-999
202301251203,548,127.63955688,37.26882935,2,32599,-999,0,-999
202301251204,548,127.63955688,37.26882935,2,32010,-999,0,-999
202301251205,548,127.63955688,37.26882935,2,31990,-999,0,-999
202301251206,548,127.63955688,37.26882935,2,35489,-999,0,-999
202301251207,548,127.63955688,37.26882935,2,35550,-999,0,-999
202301251208,548,127.63955688,37.26882935,2,34254,-999,0,-999
202301251209,548,127.63955688,37.26882935,2,34210,-999,0,-999
202301251210,548,127.63955688,37.26882935,2,34210,-999,0,-999
202301251211,548,127.63955688,37.26882935,2,36264,-999,0,-999
202301251212,548,127.63955688,37.26882935,2,36300,-999,0,-999
202301251213,548,127.63955688,37.26882935,2,37286,-999,0,-999
202301251214,548,127.63955688,37.26882935,2,37320,-999,0,-999
202301251215,548,127.63955688,37.26882935,2,35441,-999,0,-999
202301251216,548,127.63955688,37.26882935,2,35410,-999,0,-999
202301251217,548,127.63955688,37.26882935,2,33670,-999,0,-999
202301251218,548,127.63955688,37.26882935,2,33610,-999,0,-999
202301251219,548,127.63955688,37.26882935,2,33610,-999,0,-999
202301251220,548,127.63955688,37.26882935,2,34750,-999,0,-999
202301251221,548,127.63955688,37.26882935,2,34770,-999,0,-999
202301251222,548,127.63955688,37.26882935,2,34498,-999,0,-999
202301251223,548,127.63955688,37.26882935,2,34489,-999,0,-999
202301251224,548,127.63955688,37.26882935,2,33832,-999,0,-999
202301251225,548,127.63955688,37.26882935,2,33809,-999,0,-999
202301251226,548,127.63955688,37.26882935,2,33809,-999,0,-999
202301251227,548,127.63955688,37.26882935,2,34264,-999,0,-999
202301251228,548,127.63955688,37.26882935,2,34280,-999,0,-999
202301251229,548,127.63955688,37.26882935,2,34889,-999,0,-999
202301251230,548,127.63955688,37.26882935,2,34910,-999,0,-999
202301251231,548,127.63955688,37.26882935,2,33444,-999,0,-999
202301251232,548,127.63955688,37.26882935,2,33420,-999,0,-999
202301251233,548,127.63955688,37.26882935,2,33352,-999,0,-999
202301251234,548,127.63955688,37.26882935,2,33350,-999,0,-999
202301251235,548,127.63955688,37.26882935,2,33350,-999,0,-999
202301251236,548,127.63955688,37.26882935,2,32917,-999,0,-999
202301251237,548,127.63955688,37.26882935,2,32910,-999,0,-999
202301251238,548,127.63955688,37.26882935,2,33461,-999,0,-999
202301251239,548,127.63955688,37.26882935,2,33480,-999,0,-999
202301251240,548,127.63955688,37.26882935,2,33354,-999,0,-999
202301251241,548,127.63955688,37.26882935,2,33350,-999,0,-999
202301251242,548,127.63955688,37.26882935,2,34952,-999,0,-999
202301251243,548,127.63955688,37.26882935,2,34980,-999,0,-999
202301251244,548,127.63955688,37.26882935,2,34980,-999,0,-999
202301251245,548,127.63955688,37.26882935,2,35463,-999,0,-999
202301251246,548,127.63955688,37.26882935,2,35480,-999,0,-999
202301251247,548,127.63955688,37.26882935,2,34919,-999,0,-999
202301251248,548,127.63955688,37.26882935,2,34910,-999,0,-999
202301251249,548,127.63955688,37.26882935,2,36476,-999,0,-999
202301251250,548,127.63955688,37.26882935,2,36530,-999,0,-999
202301251251,548,127.63955688,37.26882935,2,36530,-999,0,-999
202301251252,548,127.63955688,37.26882935,2,38201,-999,0,-999
202301251253,548,127.63955688,37.26882935,2,38230,-999,0,-999
202301251254,548,127.63955688,37.26882935,2,36519,-999,0,-999
202301251255,548,127.63955688,37.26882935,2,36460,-999,0,-999
202301251256,548,127.63955688,37.26882935,2,34826,-999,0,-999
202301251257,548,127.63955688,37.26882935,2,34770,-999,0,-999
202301251258,548,127.63955688,37.26882935,2,36962,-999,0,-999
202301251259,548,127.63955688,37.26882935,2,37000,-999,0,-999
202301251300,548,127.63955688,37.26882935,2,37000,-999,0,-999
202301251301,548,127.63955688,37.26882935,2,33597,-999,0,-999
202301251302,548,127.63955688,37.26882935,2,33480,-999,0,-999
202301251303,548,127.63955688,37.26882935,2,33932,-999,0,-999
202301251304,548,127.63955688,37.26882935,2,33940,-999,0,-999
202301251305,548,127.63955688,37.26882935,2,33563,-999,0,-999
202301251306,548,127.63955688,37.26882935,2,33550,-999,0,-999
202301251307,548,127.63955688,37.26882935,2,37020,-999,0,-999
202301251308,548,127.63955688,37.26882935,2,37079,-999,0,-999
202301251309,548,127.63955688,37.26882935,2,37079,-999,0,-999
202301251310,548,127.63955688,37.26882935,2,35117,-999,0,-999
202301251311,548,127.63955688,37.26882935,2,35050,-999,0,-999
202301251312,548,127.63955688,37.26882935,2,36357,-999,0,-999
202301251313,548,127.63955688,37.26882935,2,36380,-999,0,-999
202301251314,548,127.63955688,37.26882935,2,36679,-999,0,-999
202301251315,548,127.63955688,37.26882935,2,36690,-999,0,-999
202301251316,548,127.63955688,37.26882935,2,36690,-999,0,-999
202301251317,548,127.63955688,37.26882935,2,36099,-999,0,-999
202301251318,548,127.63955688,37.26882935,2,36079,-999,0,-999
202301251319,548,127.63955688,37.26882935,2,34881,-999,0,-999
202301251320,548,127.63955688,37.26882935,2,34840,-999,0,-999
202301251321,548,127.63955688,37.26882935,2,36783,-999,0,-999
202301251322,548,127.63955688,37.26882935,2,36850,-999,0,-999
202301251323,548,127.63955688,37.26882935,2,38629,-999,0,-999
202301251324,548,127.63955688,37.26882935,2,38660,-999,0,-999
202301251325,548,127.63955688,37.26882935,2,38660,-999,0,-999
202301251326,548,127.63955688,37.26882935,2,39781,-999,0,-999
202301251327,548,127.63955688,37.26882935,2,39820,-999,0,-999
202301251328,548,127.63955688,37.26882935,2,40006,-999,0,-999
202301251329,548,127.63955688,37.26882935,2,40010,-999,0,-999
202301251330,548,127.63955688,37.26882935,2,40193,-999,0,-999
202301251331,548,127.63955688,37.26882935,2,40200,-999,0,-999
202301251332,548,127.63955688,37.26882935,2,38295,-999,0,-999
202301251333,548,127.63955688,37.26882935,2,38230,-999,0,-999
202301251334,548,127.63955688,37.26882935,2,38230,-999,0,-999
202301251335,548,127.63955688,37.26882935,2,41835,-999,0,-999
202301251336,548,127.63955688,37.26882935,2,41960,-999,0,-999
202301251337,548,127.63955688,37.26882935,2,39282,-999,0,-999
202301251338,548,127.63955688,37.26882935,2,39190,-999,0,-999
202301251339,548,127.63955688,37.26882935,2,39013,-999,0,-999
202301251340,548,127.63955688,37.26882935,2,39010,-999,0,-999
202301251341,548,127.63955688,37.26882935,2,39010,-999,0,-999
202301251342,548,127.63955688,37.26882935,2,40518,-999,0,-999
202301251343,548,127.63955688,37.26882935,2,40570,-999,0,-999
202301251344,548,127.63955688,37.26882935,2,40953,-999,0,-999
202301251345,548,127.63955688,37.26882935,2,40960,-999,0,-999
202301251346,548,127.63955688,37.26882935,2,39771,-999,0,-999
202301251347,548,127.63955688,37.26882935,2,39730,-999,0,-999
202301251348,548,127.63955688,37.26882935,2,40087,-999,0,-999
202301251349,548,127.63955688,37.26882935,2,40100,-999,0,-999
202301251350,548,127.63955688,37.26882935,2,40100,-999,0,-999
202301251351,548,127.63955688,37.26882935,2,38379,-999,0,-999
202301251352,548,127.63955688,37.26882935,2,38320,-999,0,-999
202301251353,548,127.63955688,37.26882935,2,39953,-999,0,-999
202301251354,548,127.63955688,37.26882935,2,40010,-999,0,-999
202301251355,548,127.63955688,37.26882935,2,39469,-999,0,-999
202301251356,548,127.63955688,37.26882935,2,39460,-999,0,-999
202301251357,548,127.63955688,37.26882935,2,40446,-999,0,-999
202301251358,548,127.63955688,37.26882935,2,40480,-999,0,-999
202301251359,548,127.63955688,37.26882935,2,40480,-999,0,-999
202301251400,548,127.63955688,37.26882935,2,37696,-999,0,-999
202301251401,548,127.63955688,37.26882935,2,37649,-999,0,-999
202301251402,548,127.63955688,37.26882935,2,39486,-999,0,-999
202301251403,548,127.63955688,37.26882935,2,39550,-999,0,-999
202301251404,548,127.63955688,37.26882935,2,40265,-999,0,-999
202301251405,548,127.63955688,37.26882935,2,40290,-999,0,-999
