time,stn,lon,lat,s,v1,v10,weather,weather_15
202302220000,548,127.63955688,37.26882935,2,25400,-999,0,-999
202302220001,548,127.63955688,37.26882935,2,25568,-999,0,-999
202302220002,548,127.63955688,37.26882935,2,25580,-999,0,-999
202302220003,548,127.63955688,37.26882935,2,24628,-999,0,-999
202302220004,548,127.63955688,37.26882935,2,24560,-999,0,-999
202302220005,548,127.63955688,37.26882935,2,24495,-999,0,-999
202302220006,548,127.63955688,37.26882935,2,24490,-999,0,-999
202302220007,548,127.63955688,37.26882935,2,24396,-999,0,-999
202302220008,548,127.63955688,37.26882935,2,24390,-999,0,-999
202302220009,548,127.63955688,37.26882935,2,24390,-999,0,-999
202302220010,548,127.63955688,37.26882935,2,24481,-999,0,-999
202302220011,548,127.63955688,37.26882935,2,24490,-999,0,-999
202302220012,548,127.63955688,37.26882935,2,24685,-999,0,-999
202302220013,548,127.63955688,37.26882935,2,24699,-999,0,-999
202302220014,548,127.63955688,37.26882935,2,24772,-999,0,-999
202302220015,548,127.63955688,37.26882935,2,24779,-999,0,-999
202302220016,548,127.63955688,37.26882935,2,24679,-999,0,-999
202302220017,548,127.63955688,37.26882935,2,24670,-999,0,-999
202302220018,548,127.63955688,37.26882935,2,24670,-999,0,-999
202302220019,548,127.63955688,37.26882935,2,23933,-999,0,-999
202302220020,548,127.63955688,37.26882935,2,23880,-999,0,-999
202302220021,548,127.63955688,37.26882935,2,23146,-999,0,-999
202302220022,548,127.63955688,37.26882935,2,24208,-999,0,-999
202302220023,548,127.63955688,37.26882935,2,24037,-999,0,-999
202302220024,548,127.63955688,37.26882935,2,24019,-999,0,-999
202302220025,548,127.63955688,37.26882935,2,24019,-999,0,-999
202302220026,548,127.63955688,37.26882935,2,22296,-999,0,-999
202302220027,548,127.63955688,37.26882935,2,22140,-999,0,-999
202302220028,548,127.63955688,37.26882935,2,21897,-999,0,-999
202302220029,548,127.63955688,37.26882935,2,21880,-999,0,-999
202302220030,548,127.63955688,37.26882935,2,21119,-999,0,-999
202302220031,548,127.63955688,37.26882935,2,21050,-999,0,-999
202302220032,548,127.63955688,37.26882935,2,21619,-999,0,-999
202302220033,548,127.63955688,37.26882935,2,21660,-999,0,-999
202302220034,548,127.63955688,37.26882935,2,21660,-999,0,-999
202302220035,548,127.63955688,37.26882935,2,22237,-999,0,-999
202302220036,548,127.63955688,37.26882935,2,22279,-999,0,-999
