time,stn,lon,lat,s,v1,v10,weather,weather_15
202301171200,548,127.63955688,37.26882935,2,22160,-999,0,-999
202301171201,548,127.63955688,37.26882935,2,24383,-999,0,-999
202301171202,548,127.63955688,37.26882935,2,24630,-999,0,-999
202301171203,548,127.63955688,37.26882935,2,25386,-999,0,-999
202301171204,548,127.63955688,37.26882935,2,25470,-999,0,-999
202301171205,548,127.63955688,37.26882935,2,25470,-999,0,-999
202301171206,548,127.63955688,37.26882935,2,24435,-999,0,-999
202301171207,548,127.63955688,37.26882935,2,24320,-999,0,-999
202301171208,548,127.63955688,37.26882935,2,23276,-999,0,-999
202301171209,548,127.63955688,37.26882935,2,23180,-999,0,-999
202301171210,548,127.63955688,37.26882935,2,22658,-999,0,-999
202301171211,548,127.63955688,37.26882935,2,22600,-999,0,-999
202301171212,548,127.63955688,37.26882935,2,23745,-999,0,-999
202301171213,548,127.63955688,37.26882935,2,23850,-999,0,-999
202301171214,548,127.63955688,37.26882935,2,23850,-999,0,-999
202301171215,548,127.63955688,37.26882935,2,23733,-999,0,-999
202301171216,548,127.63955688,37.26882935,2,23720,-999,0,-999
202301171217,548,127.63955688,37.26882935,2,24985,-999,0,-999
202301171218,548,127.63955688,37.26882935,2,25100,-999,0,-999
202301171219,548,127.63955688,37.26882935,2,26314,-999,0,-999
202301171220,548,127.63955688,37.26882935,2,26449,-999,0,-999
202301171221,548,127.63955688,37.26882935,2,26449,-999,0,-999
202301171222,548,127.63955688,37.26882935,2,27277,-999,0,-999
202301171223,548,127.63955688,37.26882935,2,27369,-999,0,-999
202301171224,548,127.63955688,37.26882935,2,26217,-999,0,-999
202301171225,548,127.63955688,37.26882935,2,26090,-999,0,-999
202301171226,548,127.63955688,37.26882935,2,25775,-999,0,-999
202301171227,548,127.63955688,37.26882935,2,25740,-999,0,-999
202301171228,548,127.63955688,37.26882935,2,24568,-999,0,-999
202301171229,548,127.63955688,37.26882935,2,24460,-999,0,-999
202301171230,548,127.63955688,37.26882935,2,24460,-999,0,-999
202301171231,548,127.63955688,37.26882935,2,25819,-999,0,-999
202301171232,548,127.63955688,37.26882935,2,25970,-999,0,-999
202301171233,548,127.63955688,37.26882935,2,26153,-999,0,-999
202301171234,548,127.63955688,37.26882935,2,25881,-999,0,-999
202301171235,548,127.63955688,37.26882935,2,27334,-999,0,-999
202301171236,548,127.63955688,37.26882935,2,27500,-999,0,-999
202301171237,548,127.63955688,37.26882935,2,26447,-999,0,-999
202301171238,548,127.63955688,37.26882935,2,26330,-999,0,-999
202301171239,548,127.63955688,37.26882935,2,26330,-999,0,-999
202301171240,548,127.63955688,37.26882935,2,25799,-999,0,-999
202301171241,548,127.63955688,37.26882935,2,25740,-999,0,-999
202301171242,548,127.63955688,37.26882935,2,27405,-999,0,-999
202301171243,548,127.63955688,37.26882935,2,27590,-999,0,-999
202301171244,548,127.63955688,37.26882935,2,27114,-999,0,-999
202301171245,548,127.63955688,37.26882935,2,27070,-999,0,-999
202301171246,548,127.63955688,37.26882935,2,27070,-999,0,-999
202301171247,548,127.63955688,37.26882935,2,26116,-999,0,-999
202301171248,548,127.63955688,37.26882935,2,26010,-999,0,-999
202301171249,548,127.63955688,37.26882935,2,25414,-999,0,-999
202301171250,548,127.63955688,37.26882935,2,25359,-999,0,-999
202301171251,548,127.63955688,37.26882935,2,25224,-999,0,-999
202301171252,548,127.63955688,37.26882935,2,25210,-999,0,-999
202301171253,548,127.63955688,37.26882935,2,26002,-999,0,-999
202301171254,548,127.63955688,37.26882935,2,26090,-999,0,-999
202301171255,548,127.63955688,37.26882935,2,26090,-999,0,-999
202301171256,548,127.63955688,37.26882935,2,26054,-999,0,-999
202301171257,548,127.63955688,37.26882935,2,26050,-999,0,-999
202301171258,548,127.63955688,37.26882935,2,26194,-999,0,-999
202301171259,548,127.63955688,37.26882935,2,26210,-999,0,-999
202301171300,548,127.63955688,37.26882935,2,26173,-999,0,-999
202301171301,548,127.63955688,37.26882935,2,26170,-999,0,-999
202301171302,548,127.63955688,37.26882935,2,26026,-999,0,-999
202301171303,548,127.63955688,37.26882935,2,26010,-999,0,-999
202301171304,548,127.63955688,37.26882935,2,26010,-999,0,-999
202301171305,548,127.63955688,37.26882935,2,26156,-999,0,-999
202301171306,548,127.63955688,37.26882935,2,26170,-999,0,-999
202301171307,548,127.63955688,37.26882935,2,25576,-999,0,-999
202301171308,548,127.63955688,37.26882935,2,25510,-999,0,-999
202301171309,548,127.63955688,37.26882935,2,26211,-999,0,-999
202301171310,548,127.63955688,37.26882935,2,26289,-999,0,-999
202301171311,548,127.63955688,37.26882935,2,26289,-999,0,-999
202301171312,548,127.63955688,37.26882935,2,26874,-999,0,-999
202301171313,548,127.63955688,37.26882935,2,26939,-999,0,-999
202301171314,548,127.63955688,37.26882935,2,27245,-999,0,-999
202301171315,548,127.63955688,37.26882935,2,27279,-999,0,-999
202301171316,548,127.63955688,37.26882935,2,27396,-999,0,-999
202301171317,548,127.63955688,37.26882935,2,27410,-999,0,-999
202301171318,548,127.63955688,37.26882935,2,27608,-999,0,-999
202301171319,548,127.63955688,37.26882935,2,27630,-999,0,-999
202301171320,548,127.63955688,37.26882935,2,27630,-999,0,-999
202301171321,548,127.63955688,37.26882935,2,26402,-999,0,-999
202301171322,548,127.63955688,37.26882935,2,26289,-999,0,-999
