time,stn,lon,lat,s,v1,v10,weather,weather_15
202302030000,548,127.63955688,37.26882935,2,19820,-999,0,-999
202302030001,548,127.63955688,37.26882935,2,19836,-999,0,-999
202302030002,548,127.63955688,37.26882935,2,19960,-999,0,-999
202302030003,548,127.63955688,37.26882935,2,19960,-999,0,-999
202302030004,548,127.63955688,37.26882935,2,19857,-999,0,-999
202302030005,548,127.63955688,37.26882935,2,19100,-999,0,-999
202302030006,548,127.63955688,37.26882935,2,19221,-999,0,-999
202302030007,548,127.63955688,37.26882935,2,20140,-999,0,-999
202302030008,548,127.63955688,37.26882935,2,20151,-999,0,-999
202302030009,548,127.63955688,37.26882935,2,20240,-999,0,-999
202302030010,548,127.63955688,37.26882935,2,20240,-999,0,-999
202302030011,548,127.63955688,37.26882935,2,20314,-999,0,-999
202302030012,548,127.63955688,37.26882935,2,20880,-999,0,-999
202302030013,548,127.63955688,37.26882935,2,20844,-999,0,-999
202302030014,548,127.63955688,37.26882935,2,20529,-999,0,-999
202302030015,548,127.63955688,37.26882935,2,20543,-999,0,-999
202302030016,548,127.63955688,37.26882935,2,20650,-999,0,-999
202302030017,548,127.63955688,37.26882935,2,20665,-999,0,-999
202302030018,548,127.63955688,37.26882935,2,20800,-999,0,-999
202302030019,548,127.63955688,37.26882935,2,20800,-999,0,-999
202302030020,548,127.63955688,37.26882935,2,20797,-999,0,-999
202302030021,548,127.63955688,37.26882935,2,20779,-999,0,-999
202302030022,548,127.63955688,37.26882935,2,20786,-999,0,-999
202302030023,548,127.63955688,37.26882935,2,20850,-999,0,-999
202302030024,548,127.63955688,37.26882935,2,20781,-999,0,-999
202302030025,548,127.63955688,37.26882935,2,20260,-999,0,-999
202302030026,548,127.63955688,37.26882935,2,20203,-999,0,-999
202302030027,548,127.63955688,37.26882935,2,19779,-999,0,-999
202302030028,548,127.63955688,37.26882935,2,19779,-999,0,-999
202302030029,548,127.63955688,37.26882935,2,19854,-999,0,-999
202302030030,548,127.63955688,37.26882935,2,20430,-999,0,-999
202302030031,548,127.63955688,37.26882935,2,20502,-999,0,-999
202302030032,548,127.63955688,37.26882935,2,21050,-999,0,-999
202302030033,548,127.63955688,37.26882935,2,21114,-999,0,-999
202302030034,548,127.63955688,37.26882935,2,21689,-999,0,-999
202302030035,548,127.63955688,37.26882935,2,21689,-999,0,-999
202302030036,548,127.63955688,37.26882935,2,21685,-999,0,-999
202302030037,548,127.63955688,37.26882935,2,21660,-999,0,-999
