time,stn,lon,lat,s,v1,v10,weather,weather_15
202302180000,548,127.63955688,37.26882935,2,9320,-999,4,-999
202302180001,548,127.63955688,37.26882935,2,9576,-999,4,-999
202302180002,548,127.63955688,37.26882935,2,9670,-999,4,-999
202302180003,548,127.63955688,37.26882935,2,9670,-999,4,-999
202302180004,548,127.63955688,37.26882935,2,9505,-999,4,-999
202302180005,548,127.63955688,37.26882935,2,9450,-999,4,-999
202302180006,548,127.63955688,37.26882935,2,9450,-999,4,-999
202302180007,548,127.63955688,37.26882935,2,9450,-999,4,-999
202302180008,548,127.63955688,37.26882935,2,9585,-999,4,-999
202302180009,548,127.63955688,37.26882935,2,9630,-999,4,-999
202302180010,548,127.63955688,37.26882935,2,9630,-999,4,-999
202302180011,548,127.63955688,37.26882935,2,9719,-999,4,-999
202302180012,548,127.63955688,37.26882935,2,9569,-999,4,-999
202302180013,548,127.63955688,37.26882935,2,9417,-999,4,-999
202302180014,548,127.63955688,37.26882935,2,9389,-999,4,-999
202302180015,548,127.63955688,37.26882935,2,9277,-999,4,-999
202302180016,548,127.63955688,37.26882935,2,9240,-999,4,-999
202302180017,548,127.63955688,37.26882935,2,9262,-999,4,-999
202302180018,548,127.63955688,37.26882935,2,9269,-999,4,-999
202302180019,548,127.63955688,37.26882935,2,9269,-999,4,-999
202302180020,548,127.63955688,37.26882935,2,9179,-999,4,-999
202302180021,548,127.63955688,37.26882935,2,9150,-999,4,-999
202302180022,548,127.63955688,37.26882935,2,9285,-999,4,-999
202302180023,548,127.63955688,37.26882935,2,9330,-999,4,-999
202302180024,548,127.63955688,37.26882935,2,9165,-999,4,-999
202302180025,548,127.63955688,37.26882935,2,9110,-999,4,-999
202302180026,548,127.63955688,37.26882935,2,8786,-999,4,-999
202302180027,548,127.63955688,37.26882935,2,8679,-999,4,-999
202302180028,548,127.63955688,37.26882935,2,8679,-999,4,-999
202302180029,548,127.63955688,37.26882935,2,8664,-999,4,-999
202302180030,548,127.63955688,37.26882935,2,8660,-999,4,-999
202302180031,548,127.63955688,37.26882935,2,8735,-999,4,-999
202302180032,548,127.63955688,37.26882935,2,8760,-999,4,-999
202302180033,548,127.63955688,37.26882935,2,8706,-999,4,-999
202302180034,548,127.63955688,37.26882935,2,8690,-999,4,-999
202302180035,548,127.63955688,37.26882935,2,8690,-999,4,-999
202302180036,548,127.63955688,37.26882935,2,8645,-999,4,-999
202302180037,548,127.63955688,37.26882935,2,8630,-999,4,-999
202302180038,548,127.63955688,37.26882935,2,8797,-999,4,-999
202302180039,548,127.63955688,37.26882935,2,8849,-999,4,-999
202302180040,548,127.63955688,37.26882935,2,8721,-999,4,-999
202302180041,548,127.63955688,37.26882935,2,8679,-999,4,-999
202302180042,548,127.63955688,37.26882935,2,8619,-999,4,-999
202302180043,548,127.63955688,37.26882935,2,8599,-999,4,-999
202302180044,548,127.63955688,37.26882935,2,8599,-999,4,-999
202302180045,548,127.63955688,37.26882935,2,8637,-999,4,-999
202302180046,548,127.63955688,37.26882935,2,8650,-999,4,-999
202302180047,548,127.63955688,37.26882935,2,8650,-999,4,-999
202302180048,548,127.63955688,37.26882935,2,8650,-999,4,-999
202302180049,548,127.63955688,37.26882935,2,10061,-999,0,-999
202302180050,548,127.63955688,37.26882935,2,10500,-999,0,-999
