,wind_deg,wind_velocity,air_temperature,r_humidity,surface_tmp,weather,dewpoint,uv
24149,28.0,0.4,1.2,60.5,8.3,0,-5.607355170526817,0.0
10937,254.0,0.5,-3.5,77.5,-0.3,0,-6.868432138480573,0.0
19921,323.0,0.4,3.2,82.0,8.9,0,0.4209381211352574,0.0
8608,104.0,0.9,-1.5,54.1,-3.5,0,-9.591916088316555,0.0
7264,29.0,0.2,-13.6,82.3,-9.8,0,-15.970784520600365,0.0
14484,240.0,0.6,-1.8,99.9,0.6,4,-1.813600435120584,0.0
28127,224.0,0.7,9.1,25.7,26.0,0,-9.582161077434614,0.0
24145,0.0,0.0,1.4,62.1,8.5,0,-5.073561741696568,0.0
24620,108.0,1.3,6.5,39.6,23.7,0,-6.284130188594839,0.0
5620,0.0,0.3,-11.2,63.2,-3.9,0,-16.821839030855934,0.0
15809,86.0,0.9,6.0,85.6,12.1,0,3.7676127622861326,0.0
8970,169.0,1.1,2.9,30.6,15.8,0,-12.765850650033606,0.0
24550,342.0,0.6,1.9,71.8,9.3,0,-2.656453014297834,0.0
10219,111.0,0.4,-4.3,80.7,-2.4,0,-7.121256684357827,0.0
8618,43.0,0.8,-2.2,58.6,-3.6,0,-9.229966718272513,0.0
26431,358.0,0.1,-5.6,82.9,-0.6,0,-8.044352602399714,0.0
2003,12.0,1.7,0.0,64.3,-2.0,0,-5.9443402206058575,0.0
10764,0.0,0.0,-5.6,92.5,-2.6,0,-6.622306027327019,0.0
10019,0.0,0.0,-7.3,95.7,-4.1,0,-7.869197113359151,0.0
9713,93.0,1.1,5.0,26.9,16.3,0,-12.536490056028905,0.0
922,11.0,0.2,-2.7,63.2,1.5,0,-8.736115208923481,0.0
2133,74.0,1.8,-1.3,25.4,10.9,0,-18.664039949794184,0.0
303,0.4,0.02,9.68,9.41,0.9,0,-21.262869931204488,0.0
9578,85.0,2.7,5.8,35.8,14.1,0,-8.220994381596409,0.0
7113,48.0,0.8,-9.6,54.0,-6.8,0,-17.189011624625714,0.0
5839,32.0,0.4,-12.2,84.6,-7.1,0,-14.263138848768385,0.0
10281,130.0,1.1,0.0,48.9,8.0,0,-9.4858232371514,0.0
17401,40.0,0.3,2.9,77.1,6.3,4,-0.7204349538513689,0.0
24711,66.0,0.8,9.8,31.1,25.9,0,-6.5157827090104234,0.0
23256,341.0,1.0,3.8,24.9,26.6,0,-14.519597786095767,0.0
10556,344.0,0.1,-3.0,65.0,0.7,0,-8.661432358029161,0.0
6638,0.0,0.2,-14.7,99.9,-10.0,4,-14.712185286157336,0.0
3915,70.0,0.4,-2.5,94.8,-1.4,0,-3.219587647754008,0.0
14775,270.0,1.3,1.0,59.0,4.7,0,-6.1260006517035785,0.0
1533,278.0,1.1,4.3,57.9,13.8,0,-3.270079610968194,0.0
21848,328.0,1.2,2.5,93.6,5.5,4,1.5720599767997396,0.0
13951,106.0,0.6,7.1,44.3,15.3,0,-4.259597833822456,0.0
24897,305.0,0.1,0.5,72.3,5.8,0,-3.9123507989699617,0.0
24212,0.0,0.0,1.9,63.8,6.6,0,-4.240494240465403,0.0
7231,0.0,0.0,-12.9,73.9,-9.2,0,-16.582316116148913,0.0
7647,338.0,0.8,-0.4,39.2,8.3,0,-12.630249832373085,0.0
22801,74.0,0.3,-4.1,49.8,-0.6,0,-13.049485860240743,0.0
16915,90.0,0.6,-5.5,99.9,-2.9,4,-5.513186590755566,0.0
6069,102.0,1.0,-7.0,89.1,-0.3,2,-8.492559427165684,0.0
2018,88.0,2.7,-0.8,61.6,-1.7,0,-7.2641374145801025,0.0
28195,76.0,1.4,11.9,20.3,32.0,0,-10.209302299694553,0.0
21412,340.0,0.2,7.6,47.9,11.5,0,-2.75485355924016,0.0
7116,25.0,0.5,-9.9,56.4,-7.0,0,-16.95177980131352,0.0
28142,13.0,0.6,10.3,23.3,28.5,0,-9.806194065327858,0.0
22835,46.0,0.5,-4.8,54.5,-1.5,0,-12.584636024125464,0.0
20612,344.0,1.2,6.2,47.9,20.8,0,-4.041897082555656,0.0
11822,321.0,0.9,5.0,41.3,18.8,0,-7.089456780007869,0.0
13716,271.0,0.4,-5.6,99.9,-3.2,4,-5.613175494509079,0.0
25302,82.0,1.5,6.8,57.8,18.3,4,-0.9451142482247044,0.0
16444,332.0,0.5,1.0,99.9,10.4,4,0.9860821353622404,0.0
23429,29.0,0.3,-3.5,55.4,4.2,0,-11.162857464122903,0.0
23293,352.0,0.8,4.7,19.5,25.4,0,-16.711872116872208,0.0
12122,0.0,0.0,-6.5,99.9,-3.1,0,-6.5130758384559835,0.0
28203,1.0,0.9,12.4,23.3,32.0,0,-8.027370141463534,0.0
18347,0.0,0.2,-3.2,99.9,0.1,4,-3.2134430934374394,0.0
5368,309.0,0.7,-12.7,48.4,-1.6,0,-21.35612990179589,0.0
9451,38.0,0.2,-0.7,99.9,-1.5,4,-0.7137247028986613,0.0
11934,135.0,0.6,1.4,48.4,5.6,0,-8.325568149378823,0.0
20661,95.0,1.3,9.1,36.1,26.5,0,-5.174233843750184,0.0
19621,0.0,0.0,-0.7,86.7,2.9,0,-2.642184387330867,0.0
22509,31.0,0.4,-5.5,99.9,-3.0,0,-5.513186590755566,0.0
16733,246.0,0.5,-2.8,99.9,0.6,4,-2.8134879547974765,0.0
13252,55.0,0.4,9.3,36.7,20.9,0,-4.77784701033523,0.0
1947,256.0,1.2,1.0,69.3,-1.0,0,-3.997333842352264,0.0
27619,260.0,0.6,7.5,28.9,13.0,0,-9.468536920275245,0.0
25580,283.0,0.4,0.7,48.0,5.7,0,-9.077229019773377,0.0
8304,299.0,1.4,2.5,57.4,12.9,0,-5.0767758016345415,0.0
22668,67.0,2.6,3.5,17.2,23.2,0,-19.19268065613934,0.0
2135,70.0,2.6,-1.3,22.3,10.9,0,-20.18448134179743,0.0
24295,350.0,0.6,-1.5,71.5,2.6,0,-5.9869943824489775,0.0
10153,89.0,1.0,-8.6,99.9,-5.6,0,-8.612844778823426,0.0
8668,73.0,0.5,-3.7,68.0,-4.6,0,-8.751728968451976,0.0
17903,34.0,0.7,9.3,51.3,18.2,0,-0.2522336903605605,0.0
2186,73.0,1.6,-0.4,26.3,15.7,0,-17.475759917348693,0.0
26364,250.0,0.8,-2.7,58.8,1.5,0,-9.657898421827666,0.0
25454,45.0,1.0,9.0,23.6,22.2,0,-10.747394894038301,0.0
15233,68.0,1.2,4.5,44.0,12.0,0,-6.718683310839156,0.0
27508,98.0,2.0,11.8,22.4,31.8,0,-9.040317882829592,0.0
18355,0.0,0.0,-3.5,99.9,-0.3,4,-3.5134094964558824,0.0
7916,36.0,0.3,-9.1,94.6,-6.4,0,-9.807549336161047,0.0
25559,322.0,0.4,1.9,43.4,7.1,0,-9.264972540683912,0.0
8681,24.0,0.5,-4.6,73.1,-4.8,0,-8.690059698865689,0.0
11502,0.0,0.0,-9.6,99.9,-5.4,0,-9.612735474330787,0.0
9989,0.0,0.0,-6.3,93.0,-3.6,0,-7.246308104678497,0.0
11825,173.0,1.1,4.8,39.9,18.5,0,-7.717404982855299,0.0
12650,90.0,0.4,0.0,74.5,6.3,0,-3.9949765476886,0.0
12774,36.0,0.3,-4.1,99.9,-0.6,4,-4.113342428591737,0.0
2237,87.0,1.7,-0.5,18.7,15.2,0,-21.541167148137912,0.0
10601,0.0,0.0,-5.1,80.5,-1.2,0,-7.934542078802786,0.0
9607,81.0,2.6,7.1,34.5,18.6,0,-7.543823463583248,0.0
3656,40.0,0.1,-4.8,96.9,-2.4,0,-5.216788822906299,0.0
1464,311.0,0.7,3.2,58.5,14.1,0,-4.166603295441016,0.0
25262,356.0,0.3,3.8,80.8,9.1,4,0.8025290595597864,0.0
14303,87.0,0.5,-4.6,99.9,-2.5,4,-4.61328666713912,0.0
21789,338.0,0.2,2.9,78.8,4.8,4,-0.42091662953143855,0.0
11221,324.0,1.0,-0.7,45.3,4.8,0,-11.097343353138001,0.0
21301,159.0,0.8,6.2,49.8,10.9,0,-3.5217326241326754,0.0
1489,277.0,1.3,4.3,53.4,15.6,0,-4.351697390862888,0.0
27803,0.0,0.0,-3.7,87.2,1.8,0,-5.518840866101102,0.0
7828,272.0,0.4,-7.9,88.9,-4.7,0,-9.409895070137065,0.0
2173,51.0,2.3,-0.7,25.3,15.0,0,-18.19380303765882,0.0
11652,356.0,0.2,-5.5,93.3,-2.6,0,-6.410581648337308,0.0
5226,35.0,0.2,-19.3,92.9,-12.9,0,-20.157937443649878,0.0
27136,0.0,0.0,-5.0,91.7,0.8,0,-6.141395077721658,0.0
10979,4.0,0.3,-0.7,57.1,4.2,0,-8.151161162558802,0.0
13263,44.0,0.6,9.0,37.8,19.5,0,-4.6539437003227135,0.0
13469,0.0,0.0,-2.3,85.0,1.5,0,-4.480281859228212,0.0
24323,0.0,0.0,-3.8,84.5,1.1,0,-6.03076806578868,0.0
19889,306.0,0.9,1.7,92.3,5.6,2,0.5840192636306101,0.0
14521,344.0,0.2,-1.3,99.9,2.5,4,-1.3136568504193893,0.0
7590,346.0,0.7,-0.5,37.1,14.5,0,-13.40070683656127,0.0
3000,7.0,0.2,-5.5,76.8,-0.2,0,-8.929049495443444,0.0
1030,23.0,0.2,-6.6,97.1,-3.0,0,-6.983686720938549,0.0
16341,314.0,0.4,-2.0,99.9,1.8,4,-2.013577901693343,0.0
4697,22.0,0.5,-11.6,33.3,2.7,0,-24.5872792190386,0.0
24205,304.0,0.9,2.2,60.7,6.8,0,-4.618595473605088,0.0
5969,70.0,0.5,-10.3,82.4,-5.5,2,-12.724039508808215,0.0
18357,0.0,0.0,-3.7,99.9,-0.3,4,-3.713387121819837,0.0
12176,44.0,0.2,-7.6,99.9,-4.3,4,-7.6129545503509055,0.0
1983,244.0,1.1,0.5,63.7,-1.6,0,-5.592054195245101,0.0
10117,51.0,0.3,-7.4,92.8,-5.4,0,-8.365254191721744,0.0
22241,281.0,0.5,-0.4,64.5,1.5,0,-6.284377283868247,0.0
4653,95.0,2.7,-13.1,35.1,-4.3,0,-25.34292033262318,0.0
21604,0.0,0.0,4.3,71.4,6.8,4,-0.4221466426559987,0.0
2086,89.0,2.9,-1.0,38.2,3.7,0,-13.489901646628091,0.0
25248,354.0,0.2,2.4,85.3,6.1,4,0.18286077818212693,0.0
25236,0.0,0.0,1.5,89.2,4.8,4,-0.08612413222090759,0.0
7435,333.0,0.2,-8.8,66.0,-7.4,0,-14.007376234548873,0.0
19526,0.0,0.0,-1.5,86.8,3.4,0,-3.41397704207223,0.0
6016,5.0,0.2,-9.6,94.7,-3.5,2,-10.291164583539725,0.0
5731,0.0,0.0,-12.9,78.9,-6.9,0,-15.795284375106988,0.0
7705,13.0,0.3,-3.0,56.8,0.9,0,-10.37920633347542,0.0
25319,68.0,0.6,7.5,51.7,22.1,4,-1.813497651386897,0.0
6456,0.0,0.1,-8.9,99.9,-4.8,4,-8.912811938436962,0.0
9067,35.0,0.8,4.2,23.7,17.0,0,-14.77955508480214,0.0
25432,74.0,2.8,9.0,19.9,25.2,0,-12.877188491533234,0.0
3117,9.0,0.5,-6.1,91.0,-2.4,0,-7.330393234944007,0.0
24123,6.0,0.2,3.0,51.8,9.7,0,-5.962672982991205,0.0
21875,309.0,0.8,2.9,99.9,7.0,1,2.88586465146432,0.0
20166,16.0,0.2,0.2,79.4,3.7,0,-2.946808279436418,0.0
14643,17.0,0.8,8.0,38.1,22.0,4,-5.444556837760988,0.0
17015,329.0,0.1,-5.3,99.9,-2.8,4,-5.31320879725955,0.0
23865,339.0,0.4,2.2,41.8,12.0,0,-9.471385813640707,0.0
9535,227.0,0.9,5.2,65.4,6.9,4,-0.7657460777016711,0.0
15260,65.0,1.3,6.8,39.5,16.5,0,-6.047266628111665,0.0
28105,312.0,0.5,8.5,34.4,21.2,0,-6.341297375761312,0.0
9693,51.0,1.7,5.5,30.8,18.1,0,-10.405632063856434,0.0
26993,232.0,0.7,1.4,53.9,8.1,0,-6.932236131481331,0.0
20615,332.0,0.9,6.3,47.5,21.4,0,-4.061870912738466,0.0
243,0.0,0.0,9.77,8.54,2.1,0,-22.303343365174626,0.0
10315,342.0,0.4,1.4,39.6,13.0,0,-10.879929373977573,0.0
11655,0.0,0.0,-5.1,90.4,-2.1,0,-6.427316229212729,0.0
16173,0.0,0.0,-4.5,99.9,-2.3,4,-4.5132978100889725,0.0
21626,272.0,0.7,5.2,55.8,6.6,4,-2.9229984956439994,0.0
26793,66.0,1.2,6.6,25.0,28.4,0,-12.071744088305216,0.0
18102,53.0,0.3,3.0,81.1,6.8,0,0.07295866685900616,0.0
7809,51.0,0.3,-7.1,84.7,-4.1,0,-9.239767571681128,0.0
27552,339.0,0.7,13.2,23.9,28.4,0,-7.01995283109664,0.0
17457,51.0,0.2,2.7,79.0,5.4,4,-0.5807518460782525,0.0
4892,326.0,0.3,-12.7,33.4,-4.1,0,-25.534457485537853,0.0
24791,322.0,0.9,6.3,44.7,14.2,0,-4.869665825952048,0.0
19572,9.0,0.5,-0.8,88.3,3.1,0,-2.493679279613525,0.0
14705,310.0,0.8,7.0,37.3,13.2,1,-6.6179443880482065,0.0
13567,0.0,0.0,-5.0,99.9,-1.7,4,-5.013242142043061,0.0
673,0.7,0.03,9.96,8.52,6.0,4,-22.18521527206269,0.0
1654,0.0,0.0,0.4,77.4,4.0,0,-3.0955420895574965,0.0
21049,0.0,0.0,1.5,74.2,4.8,0,-2.5985179846743147,0.0
21304,18.0,0.4,6.2,49.6,10.8,0,-3.575648567627108,0.0
13969,48.0,0.3,7.5,40.8,14.8,0,-4.989599390553728,0.0
17176,240.0,1.1,3.3,85.2,13.7,4,1.0503236999944177,0.0
24694,118.0,0.5,9.6,30.1,27.8,0,-7.1165264048199,0.0
11109,149.0,0.5,4.2,26.4,20.3,0,-13.458804267069436,0.0
20653,27.0,0.4,8.5,37.7,26.2,0,-5.136329652599501,0.0
7658,308.0,1.2,-1.0,39.5,6.4,0,-13.07723091779618,0.0
4625,81.0,1.7,-13.6,50.6,-8.8,0,-21.682246908034887,0.0
23830,165.0,0.3,-1.2,54.2,3.7,0,-9.288116546947595,0.0
28039,358.0,0.1,1.2,72.1,4.8,0,-3.2747171159184285,0.0
16552,102.0,1.5,6.0,67.2,15.1,0,0.371412255475321,0.0
4753,322.0,1.1,-11.1,32.6,8.4,0,-24.379409620132012,0.0
14595,120.0,1.0,4.7,68.7,16.4,4,-0.5678504375904331,0.0
22460,0.0,0.0,-6.5,99.9,-3.2,0,-6.5130758384559835,0.0
8785,61.0,0.6,-5.5,73.9,-6.1,0,-9.420827444084525,0.0
8633,77.0,0.6,-3.2,66.8,-4.0,0,-8.501637070975987,0.0
15472,266.0,0.9,4.0,56.4,8.1,0,-3.9031642494739485,0.0
2311,304.0,1.1,-3.2,24.5,3.0,0,-20.719228697612568,0.0
27485,226.0,1.1,10.1,24.9,29.9,0,-9.129946542600383,0.0
22234,255.0,0.7,0.0,62.4,1.7,0,-6.337557471250284,0.0
27984,0.0,0.0,-6.6,99.9,-2.1,4,-6.613064788912897,0.0
25498,111.0,1.0,5.3,36.6,13.2,0,-8.382373175011129,0.0
2942,349.0,0.3,-1.5,39.8,5.0,0,-13.435499331057734,0.0
12818,0.0,0.0,-5.1,99.9,-1.8,4,-5.113231022444888,0.0
1787,281.0,1.3,2.2,73.9,2.2,0,-1.9768175715628145,0.0
6741,35.0,0.5,-6.6,94.1,-3.7,4,-7.39148680399997,0.0
23766,0.0,0.0,-9.6,99.9,-5.0,0,-9.612735474330787,0.0
18614,13.0,0.5,5.5,48.7,21.0,0,-4.465620378214736,0.0
19707,74.0,0.2,-0.2,86.0,2.8,0,-2.2600065865750727,0.0
25507,121.0,1.2,4.7,38.3,12.2,0,-8.335390982814305,0.0
6215,76.0,0.4,-5.0,97.5,0.5,0,-5.334642035462122,0.0
22735,63.0,0.9,-2.0,35.4,2.0,0,-15.315516019910238,0.0
10086,37.0,0.4,-8.1,99.9,-5.0,0,-8.11289960620783,0.0
14039,0.0,0.0,6.0,49.6,10.5,0,-3.7602781503603033,0.0
21439,0.0,0.0,7.1,49.0,10.3,0,-2.9090050416987663,0.0
17792,93.0,1.6,7.3,61.9,11.0,0,0.4699139298301256,0.0
19168,56.0,0.9,3.8,52.0,10.4,0,-5.169041853916764,0.0
23672,0.0,0.0,-8.6,99.9,-3.8,0,-8.612844778823426,0.0
2454,1.0,0.5,-7.9,72.8,-4.4,0,-11.929934084576724,0.0
19909,330.0,0.3,2.2,88.4,7.8,1,0.4799528230416069,0.0
22286,0.0,0.0,-3.2,80.6,0.0,0,-6.0634177489795995,0.0
4634,79.0,1.6,-13.4,42.8,-7.2,0,-23.39914670087639,0.0
21119,83.0,0.3,1.2,76.5,4.5,0,-2.476594925706239,0.0
7902,18.0,0.6,-10.4,99.9,-6.2,0,-10.412648367001983,0.0
14009,0.0,0.0,7.5,41.6,13.3,0,-4.732276420816716,0.0
4282,125.0,0.8,-1.3,63.2,2.0,0,-7.4057255586431685,0.0
8456,303.0,0.8,-0.2,99.9,1.9,0,-0.2137813750652617,0.0
4648,84.0,2.2,-13.4,35.8,-5.1,0,-25.39355245453228,0.0
27425,13.0,0.3,4.3,44.8,14.7,0,-6.666039891844335,0.0
24250,311.0,0.3,0.9,70.0,5.4,0,-3.95916333226982,0.0
17828,17.0,1.0,8.0,58.7,14.9,0,0.3951912078825298,0.0
23134,138.0,0.4,-1.0,43.0,5.2,0,-12.023620680420473,0.0
13769,0.0,0.0,-5.3,99.9,-3.1,4,-5.31320879725955,0.0
8139,86.0,0.6,-9.3,99.9,-7.8,0,-9.3127682166399,0.0
923,353.0,0.4,-2.5,59.0,1.4,0,-9.426030110209169,0.0
18096,0.0,0.0,2.9,81.3,6.9,0,0.00930558317625855,0.0
19794,83.0,0.3,0.0,89.7,3.0,0,-1.4906340065293304,0.0
21142,86.0,1.0,1.4,75.6,4.5,0,-2.442704348557532,0.0
15248,54.0,1.0,5.5,42.4,13.6,0,-6.2933807658668925,0.0
20705,73.0,0.5,9.5,30.4,25.5,0,-7.074815281669446,0.0
768,94.0,1.7,3.3,45.9,17.6,0,-7.264952266019959,0.0
25954,265.0,0.8,-0.5,67.1,3.4,0,-5.8614189806553405,0.0
3734,0.0,0.0,-4.6,99.9,-2.3,0,-4.61328666713912,0.0
21598,0.0,0.0,4.8,63.0,6.9,4,-1.6567116287966277,0.0
18272,51.0,0.2,0.7,90.6,2.7,0,-0.6622793831394193,0.0
20022,275.0,0.8,4.5,54.0,13.9,0,-4.016421147952654,0.0
4525,89.0,2.4,-11.9,57.1,-7.1,0,-18.6882060596797,0.0
20099,303.0,1.3,3.5,58.7,9.0,0,-3.8386812414970537,0.0
8597,98.0,1.0,-2.2,57.0,-3.5,0,-9.582955402481756,0.0
25487,234.0,1.4,6.3,32.9,15.0,0,-8.862959535998801,0.0
19824,2.0,0.3,1.2,82.3,3.8,0,-1.4846018333746331,0.0
2711,272.0,0.8,-6.6,80.1,-1.8,0,-9.462641419133185,0.0
17794,33.0,0.6,7.3,62.1,11.1,0,0.5146039309631474,0.0
7160,42.0,0.2,-10.3,57.0,-7.9,0,-17.201965691155184,0.0
24710,52.0,1.2,9.8,30.9,26.2,0,-6.600064440736103,0.0
20190,31.0,0.2,-0.2,77.3,2.6,0,-3.695762636485541,0.0
2890,7.0,0.5,0.5,39.3,13.9,0,-11.786991698527947,0.0
14296,0.0,0.3,-4.8,99.9,-2.4,4,-4.813264395250418,0.0
8993,322.0,0.5,3.5,28.8,18.2,0,-12.991844239006404,0.0
18923,71.0,0.3,-3.8,89.8,0.0,0,-5.229820409154006,0.0
1713,305.0,1.2,2.0,71.7,3.2,0,-2.5789646671617747,0.0
12560,282.0,1.0,6.2,47.6,16.9,0,-4.125698248986066,0.0
26291,334.0,0.1,-0.4,41.2,5.1,0,-12.0114722896395,0.0
2725,214.0,0.7,-5.3,67.2,1.2,0,-10.434809253286511,0.0
3964,164.0,0.4,2.0,61.6,6.6,0,-4.612348103613548,0.0
9793,94.0,1.7,0.2,40.9,4.1,0,-11.559083803785072,0.0
7748,9.0,0.1,-3.7,63.8,-2.0,0,-9.56637656323278,0.0
12407,99.0,1.3,-1.7,85.8,3.1,0,-3.7658932830482517,0.0
12974,312.0,0.2,-7.3,99.9,-4.2,4,-7.312987572880893,0.0
19386,353.0,0.3,5.7,46.6,14.3,0,-4.8668606786825945,0.0
8906,65.0,1.1,0.9,42.2,4.0,0,-10.530717230049778,0.0
6175,16.0,0.7,-4.8,91.0,1.5,4,-6.043891678339247,0.0
11824,329.0,0.5,4.8,39.3,18.0,0,-7.913243819410324,0.0
18063,0.0,0.0,3.7,77.8,8.0,0,0.18098517745309184,0.0
9926,0.0,0.0,-4.6,76.1,-2.1,0,-8.1729323805995,0.0
20453,0.0,0.5,-4.5,99.9,-1.7,4,-4.5132978100889725,0.0
21359,342.0,0.2,7.0,48.9,12.0,0,-3.0286594496829373,0.0
19028,40.0,0.2,-2.8,84.4,-0.1,0,-5.06502791467907,0.0
848,19.0,0.5,2.2,39.7,9.3,0,-10.1264266623133,0.0
24730,118.0,1.1,9.6,29.3,25.1,0,-7.4662508226400055,0.0
27321,0.0,0.0,-7.4,99.9,-3.0,0,-7.412976560700552,0.0
9324,245.0,0.4,1.5,99.9,1.6,4,1.4860250662185281,0.0
6309,1.0,0.2,-6.5,99.9,-1.9,0,-6.5130758384559835,0.0
23909,356.0,0.2,5.8,31.0,24.2,0,-10.060769796754618,0.0
24220,346.0,0.6,1.7,65.1,6.6,0,-4.162025721626413,0.0
7315,243.0,0.4,-14.9,89.8,-10.8,0,-16.200622515728362,0.0
28345,93.0,0.9,4.8,76.4,11.4,0,0.9969004656476236,0.0
4963,0.0,1.0,-14.9,49.1,-8.3,0,-23.232720840093183,0.0
16806,0.0,0.0,-4.3,99.9,-1.4,4,-4.313320109999687,0.0
9961,7.0,0.2,-5.6,86.4,-3.0,0,-7.509691855127093,0.0
6493,294.0,0.2,-10.4,99.9,-6.3,4,-10.412648367001983,0.0
27648,171.0,0.8,5.7,38.5,10.3,0,-7.370461247457572,0.0
23101,349.0,0.4,-4.1,66.3,-2.3,0,-9.458169145296022,0.0
17023,0.0,0.0,-4.8,99.9,-2.4,4,-4.813264395250418,0.0
20486,0.0,0.0,-3.7,99.9,-1.0,4,-3.713387121819837,0.0
15266,70.0,0.7,8.3,38.2,19.7,0,-5.1411880026703205,0.0
26409,75.0,0.4,-5.1,75.8,0.0,0,-8.708758068903537,0.0
22707,12.0,1.5,4.0,20.9,24.5,0,-16.46785366221446,0.0
1440,237.0,0.5,1.7,55.6,12.5,0,-6.246311700051195,0.0
4017,84.0,0.2,5.2,53.9,15.2,0,-3.3886769813160718,0.0
3912,0.0,0.0,-3.3,97.2,-2.0,0,-3.68068395715992,0.0
11113,339.0,1.8,3.8,30.4,19.9,0,-12.0587587088747,0.0
20836,60.0,0.3,3.2,59.5,9.8,0,-3.940467655146623,0.0
17704,90.0,1.0,1.7,99.0,3.2,0,1.5594605040542255,0.0
1306,323.0,0.2,-9.8,99.9,-6.6,4,-9.812713669476473,0.0
8241,267.0,1.7,0.0,62.2,8.0,0,-6.379566018842338,0.0
14930,0.0,0.0,-5.0,93.9,-2.1,0,-5.8301828194500365,0.0
6031,18.0,0.5,-8.9,93.4,-2.8,2,-9.771142502799222,0.0
536,0.0,0.0,9.29,9.99,-3.9,4,-20.875794370160545,0.0
10066,34.0,0.2,-8.3,99.9,-4.9,0,-8.312877661243027,0.0
28170,334.0,0.6,11.1,19.3,31.4,0,-11.511088747455785,0.0
9511,275.0,0.6,3.5,88.8,2.7,4,1.8249551081884297,0.0
14765,245.0,0.6,0.9,61.0,5.3,0,-5.782703631500625,0.0
13614,0.0,0.0,-5.3,99.9,-2.4,4,-5.31320879725955,0.0
2252,115.0,0.9,-0.8,22.6,13.7,0,-19.60385391903261,0.0
3639,357.0,0.2,-4.6,96.2,-2.3,0,-5.1134002921396755,0.0
19503,0.0,0.0,-0.8,78.5,3.8,0,-4.0733251497731935,0.0
26870,303.0,1.1,9.5,25.9,28.2,0,-9.14023533361988,0.0
24681,81.0,0.9,9.0,31.5,27.7,0,-7.049900492887148,0.0
13533,47.0,0.4,-4.1,97.3,-0.9,4,-4.464479346035327,0.0
26972,323.0,1.2,3.7,44.6,9.6,0,-7.27220375817265,0.0
9072,44.0,1.0,3.8,25.1,16.4,0,-14.4219628740344,0.0
9705,87.0,2.1,5.5,25.3,17.3,0,-12.866172759207668,0.0
20654,18.0,0.8,8.8,39.5,26.2,0,-4.248343672331689,0.0
22484,0.0,0.0,-6.6,99.9,-3.4,0,-6.613064788912897,0.0
11678,299.0,0.5,-2.5,73.9,1.0,0,-6.519617496874804,0.0
11901,2.0,0.4,3.3,40.7,9.3,0,-8.816040249005983,0.0
8717,192.0,0.7,-3.2,64.9,-5.2,0,-8.871839745539006,0.0
20672,337.0,0.7,9.5,39.5,27.0,0,-3.6190701094693196,0.0
1157,0.0,0.0,-9.1,99.9,-5.3,4,-9.11279006819773,0.0
21256,61.0,0.7,3.8,60.6,7.8,0,-3.1287469411191746,0.0
10697,0.0,0.0,-7.0,98.9,-3.0,0,-7.143868788184949,0.0
4679,76.0,1.7,-12.4,31.6,0.0,0,-25.879005156344714,0.0
13852,15.0,0.6,4.5,57.0,10.4,0,-3.2926650816877974,0.0
5045,5.0,0.2,-16.4,61.6,-10.6,0,-22.068370097613982,0.0
3165,9.0,0.3,-5.1,77.6,-2.1,0,-8.4073287755637,0.0
16749,0.0,0.0,-3.7,99.9,0.0,4,-3.713387121819837,0.0
17367,0.0,0.0,3.0,78.9,7.4,4,-0.3061449562237374,0.0
25025,352.0,0.2,-3.0,97.9,1.7,0,-3.2853208583876903,0.0
20593,60.0,0.9,5.5,55.8,17.6,0,-2.642315659698611,0.0
11639,83.0,0.5,-7.3,99.9,-5.0,0,-7.312987572880893,0.0
4087,82.0,1.0,5.5,44.2,14.9,0,-5.747772436048384,0.0
6385,279.0,0.2,-6.6,99.9,-2.8,0,-6.613064788912897,0.0
1777,280.0,1.5,1.5,75.9,1.8,0,-2.29221539692448,0.0
3738,112.0,0.3,-4.6,99.9,-2.2,0,-4.61328666713912,0.0
7962,0.0,0.0,-11.2,99.9,-7.3,0,-11.212561558575851,0.0
24195,348.0,0.3,2.0,62.9,7.2,0,-4.3346946346164925,0.0
6669,279.0,0.2,-16.0,99.9,-10.6,4,-16.01204698498464,0.0
3855,225.0,0.6,-4.0,96.0,-2.7,0,-4.543639419687252,0.0
13160,17.0,0.4,5.2,60.5,13.4,4,-1.8288731550884496,0.0
23691,0.0,0.0,-8.9,99.9,-4.2,0,-8.912811938436962,0.0
25619,83.0,0.4,-1.0,58.8,3.6,0,-8.055200576547769,0.0
25055,0.0,0.0,-3.3,99.9,1.0,0,-3.3134318897732564,0.0
8556,159.0,1.1,-0.4,72.3,-2.4,0,-4.78010318638393,0.0
8256,305.0,0.7,0.4,64.5,9.5,0,-5.522757511627949,0.0
27901,0.0,0.0,-6.0,99.9,-0.7,0,-6.0131311562265255,0.0
333,9.3,0.1,9.7,9.63,0.2,0,-20.981574201770425,0.0
25488,180.0,0.9,6.3,32.6,14.7,0,-8.980247704027422,0.0
17529,76.0,0.4,2.5,82.7,4.6,0,-0.14628769921325382,0.0
26758,107.0,0.8,5.5,23.8,23.9,0,-13.620114288016698,0.0
21369,90.0,0.9,7.1,47.3,12.2,0,-3.3836816954193187,0.0
17684,0.0,0.0,0.9,99.1,2.7,0,0.7743955993110345,0.0
18104,8.0,0.4,3.0,81.2,6.8,0,0.08997309338424679,0.0
279,0.0,0.0,9.68,9.31,1.2,0,-21.38555966829938,0.0
13403,0.0,0.0,0.2,68.7,5.0,0,-4.880237443192692,0.0
