,wind_deg,wind_velocity,air_temperature,r_humidity,surface_tmp,weather,dewpoint,uv
21103,0.0,0.0,1.4,75.9,4.7,0,-2.3891395488720644,0.0
22914,0.0,0.3,-7.8,75.7,-3.3,0,-11.344512744369304,0.0
2261,86.0,1.5,-1.0,21.7,10.4,0,-20.246243598674525,0.0
6289,0.0,0.0,-6.3,99.9,-1.5,0,-6.3130979515531775,0.0
13052,0.0,0.0,-6.8,99.9,-4.4,4,-6.813042703837756,0.0
17948,96.0,1.9,9.3,49.8,17.0,0,-0.6601631455230749,0.0
2166,14.0,1.7,-0.8,23.6,14.5,0,-19.09776212213613,0.0
5361,356.0,0.5,-13.1,48.8,-2.8,0,-21.632451606769294,0.0
20898,359.0,0.2,0.5,73.0,6.0,4,-3.7835783227947286,0.0
19292,0.0,0.5,7.0,43.8,21.8,0,-4.5016937130376125,0.0
27449,147.0,1.1,6.5,36.6,20.7,0,-7.311204114750358,0.0
2266,36.0,1.4,-1.0,24.9,9.2,0,-18.63971432519289,0.0
23641,0.0,0.0,-8.3,99.9,-3.3,0,-8.312877661243027,0.0
26522,4.0,0.1,-7.1,92.6,-2.8,0,-8.095530499975547,0.0
17986,72.0,0.6,7.1,58.8,12.9,0,-0.4278145744888709,0.0
7685,101.0,2.2,-2.5,49.5,2.6,0,-11.643032098604932,0.0
10815,285.0,0.4,-5.3,90.2,-2.4,0,-6.654006655472813,0.0
3082,220.0,0.4,-6.1,86.7,-2.3,0,-7.95695365381482,0.0
11203,312.0,1.0,0.0,43.2,6.9,0,-11.054455271721764,0.0
23883,15.0,0.5,3.5,36.0,17.1,0,-10.199719537083057,0.0
27373,9.0,0.5,-1.2,78.3,1.5,0,-4.496513938047958,0.0
4427,118.0,1.6,-6.1,44.0,-2.5,0,-16.398726942378868,0.0
1766,266.0,0.7,1.2,76.1,1.4,0,-2.5474433025293863,0.0
12657,0.0,0.0,-0.4,77.3,5.8,0,-3.89005011938788,0.0
7756,342.0,0.3,-3.8,64.9,-2.4,0,-9.44384023311782,0.0
7182,176.0,0.3,-11.6,66.4,-8.3,0,-16.612675381182086,0.0
9101,259.0,1.2,3.0,26.5,10.5,0,-14.447777967012836,0.0
26067,40.0,1.0,6.2,31.4,26.4,0,-9.546991520589042,0.0
8931,79.0,0.8,2.2,32.6,9.1,0,-12.596920282543525,0.0
16579,301.0,0.3,5.5,69.7,12.4,0,0.3983332711719741,0.0
19559,56.0,0.3,-0.8,85.5,3.5,0,-2.9284398151197184,0.0
25562,314.0,0.4,1.4,46.4,6.8,0,-8.867396503035172,0.0
8550,115.0,0.8,-0.4,77.6,-2.2,0,-3.8382895746585945,0.0
15007,0.0,0.0,-7.0,99.9,-3.6,4,-7.013020637443981,0.0
27268,0.0,0.0,-7.0,99.9,-2.4,0,-7.013020637443981,0.0
26325,0.0,0.0,-3.0,58.3,3.3,0,-10.04913757296527,0.0
21381,306.0,0.4,7.3,49.0,12.3,0,-2.724691249342138,0.0
3108,22.0,0.3,-6.5,91.8,-2.4,0,-7.612983604254036,0.0
27946,9.0,0.2,-6.5,99.9,-1.6,4,-6.5130758384559835,0.0
8437,291.0,1.1,0.0,99.5,2.8,0,-0.0691431660118411,0.0
11371,15.0,0.3,-6.1,71.9,-2.9,0,-10.34875842596996,0.0
23617,0.0,0.0,-7.9,99.9,-3.0,0,-7.9129215698540225,0.0
14457,338.0,0.3,-2.0,99.9,-0.2,4,-2.013577901693343,0.0
5289,11.0,0.3,-19.3,97.2,-13.2,0,-19.631617588428377,0.0
4337,70.0,0.7,-3.2,66.3,-0.1,0,-8.598140495595297,0.0
8565,114.0,1.1,-0.8,69.7,-2.7,0,-5.648912652814741,0.0
4460,172.0,0.7,-8.4,62.9,-4.1,0,-14.214934657523115,0.0
22194,303.0,1.2,0.2,54.1,3.2,0,-8.00425035437217,0.0
15265,85.0,2.0,7.1,38.5,17.7,0,-6.114052863741032,0.0
19462,0.0,0.3,-1.0,77.4,6.4,0,-4.4557509551196,0.0
4489,306.0,0.8,-10.1,78.0,-5.2,0,-13.207336993237725,0.0
14788,328.0,0.3,0.9,59.4,3.7,0,-6.131695551423673,0.0
17175,273.0,1.0,3.7,87.7,13.6,4,1.847509936834124,0.0
23486,23.0,0.5,-5.3,77.3,1.0,0,-8.651532009580821,0.0
10987,281.0,0.4,-0.4,52.4,5.5,0,-8.973846270618829,0.0
19249,138.0,1.1,7.3,38.6,23.4,0,-5.9005553570329825,0.0
24107,65.0,0.5,3.8,44.0,10.8,0,-7.3567734159873535,0.0
5520,96.0,0.9,-6.8,29.6,10.2,0,-21.672259290460566,0.0
6909,84.0,2.4,-3.3,32.3,8.5,0,-17.569866396481867,0.0
4242,43.0,0.6,-0.2,64.9,3.4,0,-6.0128515262881095,0.0
15576,216.0,0.6,5.5,60.1,6.3,0,-1.635961094002288,0.0
3957,186.0,0.5,1.7,64.4,5.3,0,-4.306043841520208,0.0
18815,88.0,0.4,-0.7,73.3,3.3,0,-4.887527348616475,0.0
1255,0.0,0.0,-9.8,99.9,-6.4,4,-9.812713669476473,0.0
20894,0.0,0.0,0.2,74.3,6.1,4,-3.8374330418320937,0.0
10359,120.0,1.3,2.4,32.3,15.6,0,-12.535133075736251,0.0
2281,104.0,1.1,-1.7,23.0,6.7,0,-20.166419571591003,0.0
14897,263.0,0.5,-4.3,93.7,-1.3,0,-5.1632493620515305,0.0
5184,10.0,0.3,-18.8,88.3,-12.5,0,-20.252159049654235,0.0
997,0.0,0.2,-5.6,89.9,-2.0,0,-6.993971406882482,0.0
22979,83.0,0.7,-8.9,91.7,-4.6,0,-10.0043997441881,0.0
7196,40.0,0.2,-11.6,65.8,-8.7,0,-16.721338530320345,0.0
25771,196.0,0.4,-3.5,76.8,-1.3,0,-6.98659217921546,0.0
22675,39.0,2.3,3.7,18.9,23.6,0,-17.917438590378413,0.0
20037,340.0,0.6,4.5,54.8,14.1,1,-3.8199941818153897,0.0
8590,86.0,1.0,-1.8,57.5,-3.4,0,-9.0955091175943,0.0
8147,14.0,0.4,-7.4,89.1,-6.0,0,-8.887522687432599,0.0
27124,51.0,0.1,-4.6,90.1,1.3,0,-5.976529532928673,0.0
2719,0.0,0.0,-5.6,77.9,0.0,0,-8.844118007504852,0.0
27478,251.0,1.0,9.6,27.8,26.8,0,-8.145538137109686,0.0
26488,0.0,0.0,-6.6,90.1,-2.0,0,-7.953607304455729,0.0
13994,326.0,0.2,7.5,41.1,14.3,0,-4.892582067754923,0.0
13574,0.0,0.0,-5.3,99.9,-1.8,4,-5.31320879725955,0.0
19550,0.0,0.0,-1.3,89.2,3.4,0,-2.850136407819873,0.0
20343,243.0,0.4,-4.0,99.9,-1.6,4,-4.013353594893261,0.0
15148,0.0,0.0,-5.1,99.9,-4.0,4,-5.113231022444888,0.0
7342,75.0,0.3,-16.0,95.6,-11.2,0,-16.54055065387764,0.0
17997,63.0,0.3,6.6,62.1,11.9,0,-0.14802570734222706,0.0
14377,257.0,0.4,-4.1,99.9,-2.5,4,-4.113342428591737,0.0
6860,34.0,2.5,-3.3,39.2,9.4,0,-15.246936037386035,0.0
11633,35.0,0.3,-8.3,99.9,-5.7,0,-8.312877661243027,0.0
20547,80.0,0.8,1.7,77.0,7.7,0,-1.9030898348277736,0.0
17355,6.0,0.3,3.3,76.6,7.9,4,-0.4216246427513207,0.0
11476,359.0,0.2,-8.9,97.4,-4.9,0,-9.236881817892264,0.0
558,2.5,0.02,9.27,9.99,-4.3,4,-20.89129973138279,0.0
9264,278.0,0.6,3.3,87.8,2.7,0,1.4694007346437854,0.0
2108,34.0,2.0,-0.8,41.4,7.4,0,-12.313939758610337,0.0
13925,66.0,0.7,6.5,50.6,14.5,0,-3.030431883963886,0.0
23965,345.0,2.5,8.1,33.9,27.2,0,-6.886430775529561,0.0
12434,249.0,1.3,2.0,67.7,9.4,0,-3.3518242113522416,0.0
22579,78.0,1.6,3.2,33.7,10.1,0,-11.298556908406315,0.0
9752,45.0,0.7,2.0,27.2,8.6,0,-14.99497258668122,0.0
15944,55.0,0.4,4.3,78.8,4.7,0,0.9414378389008342,0.0
7580,347.0,1.1,-0.8,42.4,14.3,0,-12.016750395092766,0.0
20033,308.0,0.6,4.3,55.8,13.2,0,-3.765180129461744,0.0
28137,17.0,0.8,9.8,23.5,27.7,0,-10.121802032909773,0.0
11,31.9,0.06,9.78,5.6,5.9,0,-26.997124149392448,0.0
1254,0.0,0.0,-9.8,99.9,-6.4,4,-9.812713669476473,0.0
16898,0.0,0.0,-5.5,99.9,-2.8,4,-5.513186590755566,0.0
4900,118.0,1.6,-13.1,34.4,-4.8,0,-25.56571825211407,0.0
5648,306.0,0.2,-12.6,76.2,-5.5,0,-15.923133192266027,0.0
17143,350.0,0.1,2.2,99.0,10.2,4,2.058886030948964,0.0
20879,27.0,0.2,2.2,65.1,7.2,0,-3.685706578706904,0.0
12323,359.0,0.1,-9.4,99.9,-5.9,4,-9.412757297866511,0.0
5411,263.0,2.4,-10.9,46.3,5.4,0,-20.205053260502588,0.0
5622,0.0,0.0,-11.4,65.5,-4.1,0,-16.584849169702295,0.0
20476,0.0,0.0,-3.5,99.9,-1.1,4,-3.5134094964558824,0.0
11898,341.0,0.5,3.7,40.8,9.7,0,-8.42288642965806,0.0
12553,316.0,0.5,5.8,51.7,17.2,1,-3.3898925047087163,0.0
23012,0.0,0.0,-9.6,96.2,-5.3,0,-10.092123688278717,0.0
25841,29.0,0.2,-7.0,98.8,-2.7,0,-7.157018272590491,0.0
24719,11.0,1.4,9.6,30.5,25.3,0,-6.9447554032501015,0.0
5340,7.0,0.3,-14.4,52.9,-7.3,0,-21.920423308256996,0.0
10835,133.0,0.7,-5.1,86.7,-2.3,0,-6.972593983300638,0.0
6105,14.0,0.3,-6.5,93.7,-0.1,2,-7.347446400673668,0.0
3609,0.0,0.0,-4.0,90.2,-1.6,0,-5.368807378839502,0.0
22513,0.0,0.0,-4.8,99.9,-2.8,0,-4.813264395250418,0.0
800,16.0,0.9,3.3,51.2,16.2,0,-5.8373637915649725,0.0
24857,268.0,0.5,3.0,60.7,7.9,0,-3.862517485999045,0.0
25433,60.0,1.5,8.8,21.5,25.2,0,-12.08439803236258,0.0
27072,0.0,0.0,-3.2,79.5,3.4,0,-6.243547521586303,0.0
3999,341.0,0.7,4.2,61.1,12.7,0,-2.6400203612822706,0.0
10187,311.0,0.3,-8.3,99.9,-5.1,0,-8.312877661243027,0.0
13699,73.0,0.3,-5.3,99.9,-2.8,4,-5.31320879725955,0.0
5594,313.0,0.2,-10.3,48.8,-1.8,0,-19.03749914546829,0.0
25703,171.0,0.6,-3.2,84.4,0.5,0,-5.4575295650095415,0.0
16861,58.0,0.2,-5.1,99.9,-2.4,4,-5.113231022444888,0.0
18056,338.0,0.1,4.2,75.3,8.5,0,0.2145214305057401,0.0
26473,0.0,0.2,-6.3,86.4,-1.8,0,-8.198497244075957,0.0
6901,57.0,1.3,-2.7,30.6,9.5,0,-17.6824998146414,0.0
21299,17.0,0.6,6.0,51.6,10.9,0,-3.2304049911670085,0.0
22805,91.0,0.8,-4.3,48.8,-0.7,0,-13.48476683413223,0.0
2726,184.0,0.7,-5.3,67.3,1.3,0,-10.41601375834185,0.0
5512,326.0,1.1,-6.5,34.7,10.7,0,-19.5696102305772,0.0
6686,71.0,0.5,-16.0,99.9,-10.8,4,-16.01204698498464,0.0
8587,60.0,0.5,-2.0,59.4,-3.3,0,-8.867907486650568,0.0
24010,54.0,1.4,8.3,36.1,25.6,0,-5.886373013558305,0.0
15980,89.0,0.4,2.2,88.3,2.8,0,0.4642747259733111,0.0
1592,278.0,0.5,2.4,61.5,7.2,0,-4.255296033094938,0.0
6060,13.0,0.4,-7.1,88.8,-0.4,2,-8.634596761003648,0.0
19581,311.0,0.2,-1.0,88.1,3.1,0,-2.7214896515129423,0.0
14053,0.0,0.0,4.3,54.8,8.7,0,-4.006785102029092,0.0
3648,0.0,0.0,-5.0,97.6,-2.2,0,-5.321110686207262,0.0
7089,6.0,0.2,-9.1,51.5,-6.2,0,-17.286777494393665,0.0
28355,45.0,0.3,4.7,76.8,10.7,0,0.9725525060125852,0.0
19291,356.0,0.4,7.0,44.6,21.9,0,-4.260870366504797,0.0
16210,77.0,0.4,-2.8,99.9,-1.0,4,-2.8134879547974765,0.0
6801,77.0,1.8,-3.7,42.4,5.4,0,-14.655949982802275,0.0
19115,54.0,0.3,-2.3,87.9,0.3,0,-4.033449091218009,0.0
6371,218.0,0.3,-6.3,99.9,-2.6,0,-6.3130979515531775,0.0
10276,81.0,1.0,0.0,48.8,7.9,0,-9.51190477852443,0.0
16543,347.0,0.2,6.2,72.3,15.5,0,1.5807188652542672,0.0
1164,15.0,0.4,-9.1,99.9,-5.4,4,-9.11279006819773,0.0
18451,278.0,0.5,1.4,86.5,4.8,0,-0.6075529828275573,0.0
21092,0.0,0.0,1.2,76.1,4.6,0,-2.5474433025293863,0.0
4860,92.0,1.7,-11.2,26.9,0.4,0,-26.59232650139359,0.0
24193,336.0,0.3,1.9,62.8,7.2,0,-4.450752994289278,0.0
8264,291.0,1.7,0.7,63.1,10.4,0,-5.526712716893246,0.0
17499,89.0,0.4,2.9,79.0,4.9,0,-0.3860567982379534,0.0
20536,245.0,0.3,0.9,82.7,5.4,0,-1.712106804888126,0.0
5963,75.0,1.1,-10.1,77.2,-5.8,2,-13.334479588367348,0.0
6517,41.0,0.3,-12.1,99.9,-7.3,4,-12.11246425637877,0.0
7589,265.0,0.6,-0.7,39.7,14.5,0,-12.743874330116045,0.0
3162,8.0,0.2,-5.1,76.6,-2.1,0,-8.574011144999204,0.0
13132,68.0,1.1,2.4,74.0,8.4,4,-1.7651855375036776,0.0
14645,5.0,0.3,7.8,39.0,22.1,0,-5.315909091073486,0.0
3858,0.0,0.0,-4.1,95.9,-2.9,0,-4.657020854639238,0.0
22813,64.0,0.8,-3.7,47.9,-1.1,0,-13.160106245666,0.0
14100,0.0,0.0,-0.7,76.0,4.3,0,-4.407317388018846,0.0
21163,41.0,0.2,1.9,69.5,4.6,4,-3.095117982487724,0.0
24847,313.0,0.7,4.0,54.1,8.6,0,-4.458053883376142,0.0
20297,0.0,0.0,-4.6,99.9,-1.2,0,-4.61328666713912,0.0
10255,82.0,0.5,-1.0,54.4,3.5,0,-9.054174426444398,0.0
18434,241.0,0.5,0.0,96.6,2.2,4,-0.4763560844043954,0.0
812,34.0,0.9,3.3,45.8,15.3,0,-7.293270909359026,0.0
10316,79.0,0.8,1.5,39.6,13.0,0,-10.789723126686493,0.0
849,21.0,0.5,2.2,38.9,9.0,0,-10.384114035287164,0.0
457,3.2,0.02,9.49,9.99,-2.3,4,-20.720756907661862,0.0
11189,299.0,0.9,1.2,35.7,8.9,0,-12.35642372738183,0.0
7204,0.0,0.0,-11.9,67.4,-8.7,0,-16.72111838977333,0.0
8644,46.0,0.6,-3.3,67.6,-4.1,0,-8.444316288617868,0.0
16693,90.0,0.5,-2.3,99.9,2.2,4,-2.3135441365799325,0.0
5702,4.0,0.4,-13.2,79.9,-6.6,0,-15.936147494499238,0.0
