time,weather
202302270000,0
202302270001,0
202302270002,0
202302270003,0
202302270004,0
202302270005,0
202302270006,0
202302270007,0
202302270008,0
202302270009,0
202302270010,0
202302270011,0
202302270012,0
202302270013,0
202302270014,0
202302270015,0
202302270016,0
202302270017,0
202302270018,0
202302270019,0
202302270020,0
202302270021,0
202302270022,0
202302270023,0
202302270024,0
202302270025,0
202302270026,0
202302270027,0
202302270028,0
202302270029,0
202302270030,0
202302270031,0
202302270032,0
202302270033,0
202302270034,0
202302270035,0
202302270036,0
202302270037,0
202302270038,0
202302270039,0
202302270040,0
202302270041,0
202302270042,0
202302270043,0
202302270044,0
202302270045,0
202302270046,0
202302270047,0
202302270048,0
202302270049,0
202302270050,0
202302270051,0
202302270052,0
202302270053,0
202302270054,0
202302270055,0
202302270056,0
202302270057,0
202302270058,0
202302270059,0
202302270100,0
202302270101,0
202302270102,0
202302270103,0
202302270104,0
202302270105,0
202302270106,0
202302270107,0
202302270108,0
202302270109,0
202302270110,0
202302270111,0
202302270112,0
202302270113,0
202302270114,0
202302270115,0
202302270116,0
202302270117,0
202302270118,0
202302270119,0
202302270120,0
202302270121,0
202302270122,0
202302270123,0
202302270124,0
202302270125,0
202302270126,0
202302270127,0
202302270128,0
202302270129,0
202302270130,0
202302270131,0
202302270132,0
202302270133,0
202302270134,0
202302270135,0
202302270136,0
202302270137,0
202302270138,0
202302270139,0
202302270140,0
202302270141,0
202302270142,0
202302270143,0
202302270144,0
202302270145,0
202302270146,0
202302270147,0
202302270148,0
202302270149,0
202302270150,0
202302270151,0
202302270152,0
202302270153,0
202302270154,0
202302270155,0
202302270156,0
202302270157,0
202302270158,0
202302270159,0
202302270200,0
202302270201,0
202302270202,0
202302270203,0
202302270204,0
202302270205,0
202302270206,0
202302270207,0
202302270208,0
202302270209,0
202302270210,0
202302270211,0
202302270212,0
202302270213,0
202302270214,0
202302270215,0
202302270216,0
202302270217,0
202302270218,0
202302270219,0
202302270220,0
202302270221,0
202302270222,0
202302270223,0
202302270224,0
202302270225,0
202302270226,0
202302270227,0
202302270228,0
202302270229,0
202302270230,0
202302270231,0
202302270232,0
202302270233,0
202302270234,0
202302270235,0
202302270236,0
202302270237,0
202302270238,0
202302270239,0
202302270240,0
202302270241,0
202302270242,0
202302270243,0
202302270244,0
202302270245,0
202302270246,0
202302270247,0
202302270248,0
202302270249,0
202302270250,0
202302270251,0
202302270252,0
202302270253,0
202302270254,0
202302270255,0
202302270256,0
202302270257,0
202302270258,0
202302270259,0
202302270300,0
202302270301,0
202302270302,0
202302270303,0
202302270304,0
202302270305,0
202302270306,0
202302270307,0
202302270308,0
202302270309,0
202302270310,0
202302270311,0
202302270312,0
202302270313,0
202302270314,0
202302270315,0
202302270316,0
202302270317,0
202302270318,0
202302270319,0
202302270320,0
202302270321,0
202302270322,0
202302270323,0
202302270324,0
202302270325,0
202302270326,0
202302270327,0
202302270328,0
202302270329,0
202302270330,0
202302270331,0
202302270332,0
202302270333,0
202302270334,0
202302270335,0
202302270336,0
202302270337,0
202302270338,0
202302270339,0
202302270340,0
202302270341,0
202302270342,0
202302270343,0
202302270344,0
202302270345,0
202302270346,0
202302270347,0
202302270348,0
202302270349,0
202302270350,0
202302270351,0
202302270352,0
202302270353,0
202302270354,0
202302270355,0
202302270356,0
202302270357,0
202302270358,0
202302270359,0
202302270400,0
202302270401,0
202302270402,0
202302270403,0
202302270404,0
202302270405,0
202302270406,0
202302270407,0
202302270408,0
202302270409,0
202302270410,0
202302270411,0
202302270412,0
202302270413,0
202302270414,0
202302270415,0
202302270416,0
202302270417,0
202302270418,0
202302270419,0
202302270420,0
202302270421,0
202302270422,0
202302270423,0
202302270424,0
202302270425,0
202302270426,0
202302270427,0
202302270428,0
202302270429,0
202302270430,0
202302270431,0
202302270432,0
202302270433,0
202302270434,0
202302270435,0
202302270436,0
202302270437,0
202302270438,0
202302270439,0
202302270440,0
202302270441,0
202302270442,0
202302270443,0
202302270444,0
202302270445,0
202302270446,0
202302270447,0
202302270448,0
202302270449,0
202302270450,0
202302270451,0
202302270452,0
202302270453,0
202302270454,0
202302270455,0
202302270456,0
202302270457,0
202302270458,0
202302270459,0
202302270500,0
202302270501,0
202302270502,0
202302270503,0
202302270504,0
202302270505,0
202302270506,0
202302270507,0
202302270508,0
202302270509,0
202302270510,0
202302270511,0
202302270512,0
202302270513,0
202302270514,0
202302270515,0
202302270516,0
202302270517,0
202302270518,0
202302270519,0
202302270520,0
202302270521,0
202302270522,0
202302270523,0
202302270524,0
202302270525,0
202302270526,0
202302270527,0
202302270528,0
202302270529,0
