time,weather
202302150000,0
202302150001,0
202302150002,0
202302150003,0
202302150004,0
202302150005,0
202302150006,0
202302150007,0
202302150008,0
202302150009,0
202302150010,0
202302150011,0
202302150012,0
202302150013,0
202302150014,0
202302150015,0
202302150016,0
202302150017,0
202302150018,0
202302150019,0
202302150020,0
202302150021,0
202302150022,0
202302150023,0
202302150024,0
202302150025,0
202302150026,0
202302150027,0
202302150028,0
202302150029,0
202302150030,0
202302150031,0
202302150032,0
202302150033,0
202302150034,0
202302150035,0
202302150036,0
202302150037,0
202302150038,0
202302150039,0
202302150040,0
202302150041,0
202302150042,0
202302150043,0
202302150044,0
202302150045,0
202302150046,0
202302150047,0
202302150048,0
202302150049,0
202302150050,0
202302150051,0
202302150052,0
202302150053,0
202302150054,0
202302150055,0
202302150056,0
202302150057,0
202302150058,0
202302150059,0
202302150100,0
202302150101,0
202302150102,0
202302150103,0
202302150104,0
202302150105,0
202302150106,0
202302150107,0
202302150108,0
202302150109,0
202302150110,0
202302150111,0
202302150112,0
202302150113,0
202302150114,0
202302150115,0
202302150116,0
202302150117,0
202302150118,0
202302150119,0
202302150120,0
202302150121,0
202302150122,0
202302150123,0
202302150124,0
202302150125,0
202302150126,0
202302150127,0
202302150128,0
202302150129,0
202302150130,0
202302150131,0
202302150132,0
202302150133,0
202302150134,0
202302150135,0
202302150136,0
202302150137,0
202302150138,0
202302150139,0
202302150140,0
202302150141,0
202302150142,0
202302150143,0
202302150144,0
202302150145,0
202302150146,0
202302150147,0
202302150148,0
202302150149,0
202302150150,0
202302150151,0
202302150152,0
202302150153,0
202302150154,0
202302150155,0
202302150156,0
202302150157,0
202302150158,0
202302150159,0
202302150200,0
202302150201,0
202302150202,0
202302150203,0
202302150204,0
202302150205,0
202302150206,0
202302150207,0
202302150208,0
202302150209,0
202302150210,0
202302150211,0
202302150212,0
202302150213,0
202302150214,0
202302150215,0
202302150216,0
202302150217,0
202302150218,0
202302150219,0
202302150220,0
202302150221,0
202302150222,0
202302150223,0
202302150224,0
202302150225,0
202302150226,0
202302150227,0
202302150228,0
202302150229,0
202302150230,0
202302150231,0
202302150232,0
202302150233,0
202302150234,0
202302150235,0
202302150236,0
202302150237,0
202302150238,0
202302150239,0
202302150240,0
202302150241,0
202302150242,0
202302150243,0
202302150244,0
202302150245,0
202302150246,0
202302150247,0
202302150248,0
202302150249,0
